,evals,X,fX
0,0,"[0.57135866 0.16265309 0.4044646  0.69949548 0.7123508  0.70685934
 0.39356925 0.35678287 0.01155878 0.65788362 0.28138505 0.37407872
 0.30481183 0.60167726 0.32681543 0.33134314 0.93553602 0.90561388
 0.68706237 0.53760006 0.38028924 0.0318849  0.92052058 0.84631687
 0.72295022 0.18117023 0.75804731 0.72866609 0.90418112 0.65814227
 0.42189355 0.74464563 0.2700598  0.41306404 0.76080217 0.07129967
 0.65113181 0.90351134 0.15974752 0.01061287 0.7412229  0.51301313
 0.25278703 0.95901501 0.10348307 0.96286639 0.13866152 0.08803106
 0.49515059 0.34632531 0.87607001 0.05810829 0.54300036 0.8328123
 0.16478568 0.18082531 0.2630555  0.71236498 0.90989036 0.78564237]",[7.05471604]
1,1,"[0.44055537 0.90030176 0.67496261 0.38636934 0.44824833 0.39286517
 0.64170369 0.94095423 0.77269131 0.41401106 0.61684601 0.60143883
 0.97916812 0.38307638 0.59412543 0.73469066 0.25126511 0.08618145
 0.14920343 0.13440366 0.94344906 0.75162764 0.28611881 0.17120979
 0.30482286 0.56030869 0.01945905 0.49998773 0.13397387 0.12860319
 0.63832077 0.12587076 0.94886851 0.91762316 0.07315811 0.99772159
 0.17786455 0.27356537 0.74590777 0.56482919 0.43002673 0.10919895
 0.9121657  0.49914156 0.99564786 0.07883488 0.73533299 0.85371575
 0.67000296 0.848375   0.37420386 0.90851768 0.42386098 0.04078552
 0.65384186 0.78049314 0.95993021 0.04744067 0.20294949 0.26923185]",[13.81218506]
2,2,"[1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 1.
 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.
 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1.]",[6.22170163]
3,3,"[1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0.
 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0.
 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1.]",[-7.39858431]
4,4,"[0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1.
 1. 1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1.]",[-3.42871748]
5,5,"[1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1.
 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 1. 0. 1.
 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1. 0.]",[-15.46698173]
6,6,"[1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0.
 0. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0.
 1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1.]",[5.86913056]
7,7,"[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1.
 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0.
 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1.]",[3.88502843]
8,8,"[1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 1. 1.
 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1.
 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0.]",[1.02557407]
9,9,"[1. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1.
 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1.
 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1.]",[-13.07474714]
10,10,"[0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1.
 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1.]",[-5.10178468]
11,11,"[1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0.
 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 1.]",[-0.15969215]
12,12,"[0.92610891 0.87007643 0.81245668 0.03349446 0.87289253 0.57377809
 0.68300914 0.48414501 0.8068223  0.72611881 0.29653604 0.87066075
 0.68608807 0.35932611 0.59029766 0.58380624 0.131083   0.80601903
 0.37561194 0.0399311  0.69414479 0.42612921 0.05680348 0.87168533
 0.41613581 0.92671304 0.39303024 0.10628195 0.29409951 0.40979975
 0.15595186 0.92492493 0.5946206  0.93342192 0.61996415 0.66410106
 0.5812392  0.33293086 0.3816142  0.87286225 0.97886684 0.05512289
 0.19831748 0.39604579 0.44260568 0.60216936 0.36626127 0.63401119
 0.81070686 0.76297351 0.74921194 0.48964868 0.579253   0.35208766
 0.53602038 0.16718428 0.19570506 0.47394486 0.49899101 0.67925774]",[-19.1068026]
13,13,"[9.09794802e-01 7.83211904e-01 1.54241256e-01 9.94652830e-01
 7.28591888e-01 8.74113816e-01 5.00575936e-01 9.95444284e-01
 2.46453646e-01 9.92812746e-01 4.51428745e-02 1.17393342e-01
 4.89235140e-02 6.25585811e-01 4.07268492e-01 1.23297808e-01
 7.74742650e-01 7.43096878e-01 1.18346042e-01 3.96384514e-01
 6.41618512e-01 5.87152599e-01 2.65048208e-02 3.89619911e-01
 2.67038698e-01 7.25090790e-01 9.57005237e-01 6.27861432e-01
 1.24453031e-01 4.37177768e-01 5.46597187e-02 3.17237900e-01
 9.18913624e-01 5.00533787e-01 3.98540127e-01 7.70661151e-01
 9.22442569e-01 1.06900003e-01 2.94898084e-01 6.85212406e-01
 5.35013011e-01 9.14549469e-01 6.94371020e-01 2.85051136e-01
 6.36707606e-01 4.32125271e-01 9.58375509e-01 3.52943152e-01
 1.99062781e-02 3.10240492e-04 6.69339149e-01 4.64127582e-01
 9.07325304e-02 5.29814530e-01 3.55012658e-01 4.39283005e-01
 2.22457358e-01 1.35303634e-01 1.69717650e-01 2.09013497e-01]",[-22.85451138]
14,14,"[3.45259021e-01 9.46265811e-01 3.39556899e-01 9.26873984e-01
 1.18993025e-02 1.62962450e-01 8.57385620e-01 9.90728838e-01
 7.21733420e-01 6.40620930e-01 4.40994050e-01 4.94494471e-01
 5.01553165e-01 7.34916004e-02 4.18980095e-01 8.87691095e-01
 5.26633998e-01 4.81896619e-01 9.37662659e-02 7.27181401e-01
 2.30685822e-01 1.64580810e-01 3.89476616e-01 8.58118465e-01
 5.83379939e-02 2.37094897e-02 3.41951824e-01 6.78133118e-03
 1.35328909e-01 6.88788280e-01 8.30476995e-01 8.85521484e-01
 8.32598186e-01 5.85202827e-01 9.29661685e-01 7.20667786e-01
 6.18435993e-01 8.80485274e-01 1.92681475e-01 6.65485262e-01
 9.52390773e-01 1.70050854e-01 8.35330757e-01 2.32833316e-01
 5.57122340e-01 9.39957878e-02 4.09892871e-01 6.05468663e-01
 2.55921287e-01 3.62085395e-01 2.49292077e-01 3.39779094e-01
 6.50331929e-01 2.11588655e-01 3.09246129e-01 8.63179254e-01
 9.00981964e-01 6.10671510e-01 8.15845412e-01 9.72647048e-05]",[-14.86302502]
15,15,"[0.16286756 0.80370399 0.89457364 0.68794479 0.46580932 0.8811133
 0.3544116  0.70018694 0.76979219 0.2027947  0.36372762 0.96488295
 0.32846019 0.35003943 0.44173681 0.65978507 0.13251657 0.93993366
 0.60523922 0.17661175 0.98151302 0.43762267 0.09158589 0.41596419
 0.4247784  0.33574518 0.63076442 0.96540937 0.07642871 0.35488323
 0.09634106 0.2168566  0.56688478 0.39041078 0.74927637 0.59281377
 0.83581101 0.69463842 0.47122483 0.47357507 0.5530894  0.95697852
 0.61076022 0.86931413 0.04735355 0.79737142 0.69099772 0.3277899
 0.44665335 0.05913706 0.82276488 0.61686453 0.51978431 0.09931493
 0.8425048  0.57125022 0.62828128 0.80987869 0.69325236 0.78194055]",[-12.56055779]
16,16,"[0.99837404 0.83748558 0.22141794 0.842303   0.02034839 0.41215601
 0.10843136 0.58726284 0.17525211 0.81607055 0.24934349 0.22114998
 0.17346819 0.1257352  0.38281745 0.01991109 0.90504196 0.29859586
 0.00637157 0.44540872 0.0056734  0.10328916 0.93026257 0.57718059
 0.33940584 0.91486333 0.51354109 0.92872409 0.41084996 0.17546826
 0.35082872 0.34309534 0.98659228 0.40021709 0.20896929 0.38822251
 0.73236882 0.06133908 0.17730693 0.05802191 0.92318136 0.47663061
 0.03480314 0.93993202 0.27709436 0.87771525 0.59262929 0.81567838
 0.54711823 0.29621784 0.8700938  0.19840887 0.01213413 0.18522357
 0.13141388 0.47381969 0.28827015 0.26231848 0.52201544 0.74882992]",[-21.32091761]
17,17,"[0.7963858  0.81146919 0.180641   0.50737562 0.87587957 0.78152825
 0.3697966  0.46605992 0.49480944 0.08086956 0.31182194 0.15104964
 0.26431152 0.80625975 0.05145766 0.07616495 0.28215846 0.80084259
 0.81226026 0.60387798 0.50642311 0.28725245 0.61679558 0.2518917
 0.59297338 0.08717491 0.99431733 0.81145995 0.87045066 0.99056779
 0.62525614 0.45454864 0.57081787 0.29131301 0.16980389 0.90332261
 0.56926175 0.79641615 0.93688492 0.99093787 0.77400361 0.93705932
 0.41576825 0.13099655 0.86019935 0.88658459 0.33703961 0.62042187
 0.08538207 0.04435073 0.30544419 0.3168524  0.04573514 0.50343655
 0.17967463 0.92814449 0.34470233 0.44645093 0.45877994 0.03343991]",[-19.1144434]
18,18,"[0.97567023 0.92462317 0.16703713 0.7790741  0.96603764 0.25556089
 0.13693179 0.05789777 0.48724003 0.47435984 0.80907444 0.41708293
 0.66430731 0.45867812 0.45248171 0.7851423  0.55476951 0.90758901
 0.55654806 0.98621172 0.43178963 0.75700488 0.39067315 0.51158221
 0.98116504 0.71523209 0.13091148 0.85419403 0.19822482 0.90406562
 0.22254919 0.76970211 0.62702572 0.74288091 0.73270708 0.39739177
 0.85564588 0.45379665 0.24319906 0.94063207 0.47187046 0.89927826
 0.41627836 0.96348972 0.10404121 0.80510172 0.37177641 0.55074777
 0.3763281  0.07808446 0.90341741 0.37107525 0.92257629 0.77161402
 0.75576544 0.17709981 0.22596564 0.73026713 0.46797854 0.28119487]",[-21.67977233]
19,19,"[0.84662413 0.7250482  0.6119155  0.37648095 0.91949052 0.49712146
 0.06991506 0.38764743 0.92294656 0.02150569 0.93940143 0.34606977
 0.1177157  0.44092886 0.22757843 0.40387407 0.44317927 0.13532222
 0.56729105 0.5764385  0.95649927 0.65157378 0.80851002 0.84252515
 0.17772007 0.41673016 0.37371138 0.50785704 0.05186212 0.9043611
 0.42171934 0.24754981 0.58644078 0.22117203 0.39342261 0.77186248
 0.68043058 0.52202539 0.96909403 0.75901878 0.56651658 0.41533614
 0.1971644  0.79412157 0.94498166 0.47246093 0.6312485  0.64122406
 0.54584987 0.25147285 0.86369907 0.93242765 0.39727161 0.20057041
 0.65340252 0.63125837 0.027141   0.11358644 0.8718442  0.47775129]",[-16.68676253]
20,20,"[0.66483698 0.51485663 0.54259304 0.21488704 0.49204029 0.46170233
 0.82469434 0.02906264 0.89887428 0.65060936 0.97461581 0.47653619
 0.53732914 0.28703482 0.82206639 0.50947441 0.70232235 0.33414299
 0.95726321 0.37387611 0.24378046 0.24899862 0.77393783 0.80880515
 0.83223726 0.27391805 0.11071317 0.6165766  0.68548479 0.12999792
 0.78278546 0.93447397 0.25528571 0.89557947 0.66993238 0.35169139
 0.98361906 0.78231416 0.77099917 0.0189251  0.10312242 0.76396164
 0.13959338 0.1193792  0.09535826 0.86621434 0.52172789 0.32214013
 0.69057566 0.76077133 0.10882466 0.57299514 0.84016144 0.86028985
 0.81716825 0.59579668 0.99625383 0.51486367 0.47645686 0.95080645]",[-7.17481907]
21,21,"[0.54379159 0.38835878 0.02697589 0.54311437 0.61981349 0.84601288
 0.35979545 0.60663211 0.09986882 0.60927694 0.99075807 0.82415856
 0.68335194 0.00585924 0.8340239  0.65164593 0.65565037 0.14289522
 0.06529143 0.33359748 0.40463185 0.34863872 0.20043624 0.24103429
 0.49319138 0.894744   0.46187306 0.24268686 0.20616909 0.66970677
 0.90105241 0.84609652 0.86457776 0.57836076 0.36599643 0.91189043
 0.42787993 0.78444561 0.53970649 0.88962301 0.72233503 0.78283132
 0.75084295 0.38219348 0.54624974 0.8461448  0.25771222 0.64129987
 0.81110297 0.62338126 0.91009537 0.49162883 0.6514975  0.604179
 0.0943085  0.21658017 0.24516548 0.27635551 0.31204912 0.09748255]",[-19.23071139]
22,22,"[1.         1.         0.0643819  0.81043738 0.69095479 0.57296821
 0.26146632 0.4435185  0.60815659 0.80293855 0.51149963 0.48706412
 0.11042873 0.03510568 0.36345026 0.17491142 0.349002   0.53032798
 0.22617981 0.61246122 0.12720683 0.28648427 0.16633616 0.68290002
 0.38572073 0.98828039 0.61956836 0.44273042 0.         0.69155443
 0.23370247 0.91968206 0.8902363  0.4127442  0.56174179 0.90065878
 1.         0.19292852 0.40445545 1.         0.85102295 1.
 0.15515901 0.37530028 0.38883866 0.91525514 0.53639586 0.92376059
 0.24069465 0.         0.97788092 0.39113699 0.36700689 0.33784894
 0.31790341 0.44032558 0.         0.38851403 0.3473771  0.19718446]",[-22.25674535]
23,23,"[1.         1.         0.06437747 0.81043922 0.6909604  0.57297383
 0.26146255 0.44352013 0.60815116 0.80293535 0.51149691 0.48705963
 0.11041893 0.035114   0.36344689 0.17490602 0.34900721 0.53032863
 0.22618346 0.61246659 0.12720265 0.28647948 0.16634237 0.68289854
 0.38572334 0.9882748  0.61958034 0.4427365  0.         0.69156145
 0.23370409 0.91968691 0.89023035 0.41273788 0.56174552 0.90065439
 1.         0.19293819 0.40445748 1.         0.85102684 1.
 0.15515725 0.37530039 0.38883833 0.91526068 0.53639173 0.92375792
 0.24068897 0.         0.97788249 0.39112905 0.36699943 0.33785317
 0.31789678 0.4403293  0.         0.38851646 0.34738524 0.1971822 ]",[-22.25934752]
24,24,"[1.         1.         0.064384   0.8104334  0.69096059 0.57297108
 0.26146623 0.44351693 0.60815653 0.80293448 0.51150208 0.48706632
 0.11043123 0.03511134 0.36345176 0.17491375 0.34900033 0.53032882
 0.22618349 0.61246192 0.12721032 0.28648455 0.16633386 0.68290089
 0.38572055 0.98828022 0.61957156 0.44272989 0.         0.6915597
 0.23370397 0.91968664 0.89023384 0.41274489 0.56174521 0.90065902
 1.         0.19293507 0.40445885 1.         0.85102737 1.
 0.15516075 0.37529681 0.38884061 0.91525686 0.536394   0.92376053
 0.24069477 0.         0.97788064 0.39113562 0.36700901 0.33785094
 0.31790437 0.4403232  0.         0.38851532 0.34737928 0.19718188]",[-22.2576467]
25,25,"[1.         1.         0.06438453 0.81044096 0.69095518 0.57297183
 0.26145599 0.44352143 0.60815891 0.8029363  0.51149061 0.48704939
 0.11041213 0.03512282 0.36344015 0.1748919  0.34900232 0.53032965
 0.22617858 0.61246318 0.12721164 0.28647637 0.16634904 0.68290399
 0.3857137  0.98827081 0.61958128 0.44274608 0.         0.69155334
 0.23368812 0.9196672  0.89023966 0.4127327  0.5617367  0.90065967
 1.         0.19292072 0.40445746 1.         0.85103329 1.
 0.15514995 0.37529886 0.38884407 0.91525556 0.53640051 0.92376212
 0.24068505 0.         0.97787418 0.39113345 0.36698649 0.33783891
 0.31789678 0.44033413 0.         0.38850795 0.34738389 0.19718305]",[-22.25894981]
26,26,"[1.         1.         0.06438165 0.81043983 0.69097455 0.57297464
 0.26145802 0.44351416 0.60815882 0.80292684 0.51150264 0.48706357
 0.11042718 0.03511948 0.36344651 0.17490513 0.34898852 0.53033547
 0.22618995 0.61247251 0.12721856 0.28648285 0.16633085 0.68289085
 0.38571866 0.98828074 0.6195802  0.44272682 0.         0.69156437
 0.2337     0.91967882 0.89022468 0.41273073 0.56174132 0.90066844
 1.         0.19293205 0.40446818 1.         0.85102215 1.
 0.15516243 0.37528594 0.3888506  0.9152584  0.53639254 0.92375859
 0.24068812 0.         0.9778819  0.3911353  0.36699906 0.33785514
 0.31790659 0.44032996 0.         0.38851515 0.34736966 0.19717009]",[-22.2587908]
27,27,"[1.         1.         0.06438959 0.81043876 0.69094758 0.57297697
 0.26145851 0.44353304 0.60814014 0.80294066 0.51149553 0.48705579
 0.11043048 0.03512577 0.36345194 0.17491278 0.34902109 0.53032077
 0.22617121 0.61244981 0.12720677 0.28648777 0.16635145 0.68288313
 0.38571575 0.98828964 0.61956434 0.44274269 0.         0.69154345
 0.23370667 0.91967118 0.89024316 0.41275042 0.56173207 0.90064621
 1.         0.1929232  0.40444654 1.         0.85102406 1.
 0.15516482 0.37531726 0.38884367 0.9152488  0.53639369 0.92375551
 0.24070198 0.         0.97786575 0.39113605 0.36699973 0.33785078
 0.31789549 0.44032526 0.         0.38850677 0.34737918 0.19719415]",[-22.26097221]
28,28,"[1.         1.         0.06438519 0.81043105 0.69097251 0.57297253
 0.26146708 0.44350697 0.60815743 0.80292977 0.51150566 0.4870694
 0.11042957 0.03511362 0.36344833 0.17491768 0.34899693 0.53033873
 0.22619436 0.61246561 0.12721019 0.28648192 0.16633135 0.68290428
 0.38572736 0.98828348 0.61957578 0.44272418 0.         0.6915744
 0.23370497 0.91969771 0.89022145 0.41274236 0.56175526 0.90065709
 1.         0.19295091 0.40446212 1.         0.85102464 1.
 0.15515951 0.37529319 0.38883601 0.91526103 0.53638389 0.92374989
 0.24069525 0.         0.97788749 0.3911325  0.3670178  0.33786249
 0.31790426 0.4403174  0.         0.38852658 0.34738712 0.1971814 ]",[-22.25990156]
29,29,"[1.         1.         0.06438513 0.81043331 0.69096476 0.57297109
 0.26146794 0.44351406 0.60815675 0.80293441 0.51150192 0.48706761
 0.11043138 0.03511132 0.36344953 0.17491709 0.34900066 0.53033399
 0.22618586 0.61246281 0.12721257 0.28648367 0.16633222 0.68290235
 0.38572305 0.98828508 0.61957244 0.44272499 0.         0.69156574
 0.23370358 0.91968644 0.89022935 0.41274426 0.56175006 0.90065816
 1.         0.19294085 0.40445846 1.         0.85102474 1.
 0.15516031 0.37529605 0.38883825 0.91525519 0.53638974 0.92375567
 0.24069623 0.         0.97788191 0.39113419 0.36701228 0.33785565
 0.31790403 0.44032016 0.         0.38852123 0.3473823  0.19718239]",[-22.25801421]
30,30,"[1.         1.         0.06437926 0.81043971 0.6909597  0.57297163
 0.26146906 0.44352218 0.6081571  0.80293507 0.51150049 0.48705995
 0.11042772 0.03511218 0.36344811 0.17491006 0.34899897 0.53032767
 0.22618397 0.6124673  0.12720941 0.28648348 0.16633365 0.68289584
 0.38572258 0.98827531 0.61957408 0.44273064 0.         0.69155779
 0.23370535 0.91968451 0.89023431 0.41274186 0.56174215 0.90066429
 1.         0.19293149 0.40446055 1.         0.85101905 1.
 0.15516648 0.37529314 0.38884604 0.91525114 0.5363981  0.92376265
 0.24068418 0.         0.9778789  0.39113506 0.36700593 0.33784773
 0.31790247 0.44033643 0.         0.388515   0.3473753  0.19717304]",[-22.25850074]
31,31,"[1.         1.         0.06438809 0.81043196 0.6909659  0.57297794
 0.26146689 0.44352311 0.60816413 0.80293334 0.51149729 0.48705854
 0.11042    0.03511443 0.36344434 0.17490106 0.34899564 0.53032977
 0.22618811 0.61245896 0.12722268 0.28647977 0.16634102 0.68290594
 0.38571626 0.98827381 0.61957906 0.44272884 0.         0.69156268
 0.23369567 0.9196814  0.89023029 0.4127379  0.56174098 0.90066383
 1.         0.19293019 0.40445917 1.         0.85102599 1.
 0.15515954 0.37529519 0.38885101 0.91525235 0.5363953  0.92375869
 0.24068422 0.         0.97787952 0.39113827 0.3669999  0.33784324
 0.3178998  0.44033797 0.         0.38851036 0.34738239 0.19717839]",[-22.25871994]
32,32,"[1.         0.88165891 0.17220196 0.75586738 0.76572017 0.60555765
 0.36970847 0.51912768 0.42243173 0.68418849 0.44621384 0.41880775
 0.29636751 0.3618924  0.38829897 0.36330618 0.55314362 0.65176458
 0.33778606 0.60086306 0.43929103 0.51667541 0.26330794 0.5236568
 0.51692053 0.74833012 0.62434812 0.61044217 0.17568399 0.60985575
 0.30900846 0.56338903 0.74528462 0.47720824 0.49809517 0.7078806
 0.87998587 0.36556652 0.42570054 1.         0.69299648 0.84676336
 0.41855805 0.47843254 0.47033167 0.69097005 0.56994183 0.63558907
 0.28829813 0.12488736 0.78980065 0.46603662 0.37083979 0.53368194
 0.41124235 0.37045212 0.13727164 0.40425385 0.40079422 0.25255543]",[-21.97507974]
33,33,"[1.         0.88165457 0.17220039 0.75586787 0.76572772 0.60555616
 0.36970984 0.51912329 0.42243626 0.68418196 0.44621463 0.41880812
 0.29636759 0.3618958  0.38829539 0.36330533 0.55313643 0.65176597
 0.33779525 0.6008685  0.43929081 0.51667576 0.26330539 0.52365356
 0.51692508 0.74832313 0.62435255 0.61044575 0.17568978 0.60986102
 0.3090121  0.56338631 0.74527846 0.47720496 0.49809511 0.70788725
 0.87998512 0.36557569 0.42571093 1.         0.69299434 0.84677013
 0.41856055 0.47842572 0.47033492 0.69097116 0.56993609 0.63559075
 0.28829177 0.12488342 0.78979813 0.46604248 0.37083926 0.53368626
 0.41124156 0.37045528 0.13727123 0.40425753 0.40079644 0.25254739]",[-21.9791226]
