,evals,X,fX
0,0,"[0.09316617 0.36845909 0.60827518 0.06760909 0.1620705  0.07483743
 0.11116069 0.19324449 0.45129924 0.22497499 0.80653173 0.95117429
 0.04964018 0.98490453 0.82657002 0.58545479 0.67907608 0.87534307
 0.30391533 0.66252361 0.01921271 0.31713703 0.97947463 0.82639516
 0.31752944 0.49764978 0.29092516 0.20718429 0.73734875 0.31175505
 0.66900381 0.33737616 0.65860087 0.38917274 0.47478553 0.83126343
 0.00678582 0.31142305 0.83682982 0.9859725  0.43909674 0.75481219
 0.02785735 0.22557961 0.00999383 0.22085546 0.48979336 0.67972223
 0.24044677 0.84433059 0.44023794 0.45911773 0.10841107 0.28259443
 0.93255128 0.25448448 0.95836148 0.96057881 0.04155625 0.13885928]",[5.63962004]
1,1,"[0.50467835 0.92117104 0.32358707 0.92069306 0.63236508 0.69891038
 0.77641074 0.58247023 0.68490405 0.57322088 0.2848092  0.35186864
 0.64423822 0.21664403 0.37805335 0.19804914 0.44801919 0.31946054
 0.94577722 0.34002778 0.72459887 0.98928546 0.05810095 0.38351185
 0.70591007 0.83771954 0.62489814 0.65660917 0.48270811 0.79423254
 0.32983421 0.76660313 0.11526651 0.69743465 0.80940428 0.23743376
 0.73506609 0.85803727 0.1439955  0.19173111 0.87458492 0.4392261
 0.55143168 0.54618694 0.67702333 0.77590813 0.51681255 0.48448088
 0.66049862 0.11063134 0.57063195 0.54862996 0.99202112 0.63017046
 0.26851126 0.72396309 0.04978454 0.17615583 0.73462459 0.92057006]",[17.55676253]
2,2,"[1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 1.
 0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0.]",[-9.16935679]
3,3,"[0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0.]",[-9.03050787]
4,4,"[1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 0. 1.
 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0.]",[-12.73556276]
5,5,"[1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1.
 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 0.]",[-14.53770302]
6,6,"[1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1.
 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1.
 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0.]",[-12.51261734]
7,7,"[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1. 1.
 1. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0.]",[-6.669587]
8,8,"[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1.
 0. 1. 0. 1. 0. 0. 1. 0. 1. 1. 0. 0.]",[-12.55892186]
9,9,"[1. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0.]",[-11.66266158]
