,evals,X,fX
0,0,"[0.18373568 0.23433679 0.82713309 0.89654487 0.3315309  0.80651485
 0.495426   0.5597424  0.07428239 0.92614052 0.25476294 0.10863496
 0.49663315 0.15764874 0.12936659 0.40458764 0.17683769 0.73392125
 0.63708663 0.89910019 0.90706921 0.47404521 0.41144232 0.25756956
 0.61049908 0.8733157  0.71576889 0.44415187 0.47059665 0.25150613
 0.85102102 0.853271   0.24051088 0.98015687 0.71301126 0.16143711
 0.380965   0.46631428 0.85560862 0.75871538 0.9422358  0.77681692
 0.28682125 0.19696665 0.46327338 0.00277221 0.86424925 0.67787681
 0.60646662 0.68101371 0.93915014 0.68166295 0.75160346 0.88374413
 0.45723779 0.413184   0.20587322 0.31542133 0.1709558  0.69084647]",[12.87602503]
1,1,"[0.98122979 0.82350711 0.47892284 0.40172606 0.61469298 0.43960101
 0.79624818 0.39308612 0.76607222 0.48414529 0.78747677 0.7384217
 0.71056918 0.79948999 0.55328627 0.68430377 0.6079032  0.40360557
 0.39911029 0.27726974 0.44757287 0.96456995 0.9888167  0.95885936
 0.02000562 0.36641124 0.44818694 0.91891527 0.76822685 0.66065929
 0.198627   0.13871961 0.96812402 0.2318713  0.42614448 0.60638369
 0.50006179 0.54644813 0.08755819 0.25742958 0.43999517 0.39239596
 0.76491059 0.63691893 0.51319207 0.93485431 0.13771893 0.07260518
 0.25270582 0.16754733 0.08084771 0.10964499 0.41825882 0.36017401
 0.52574409 0.81163617 0.64313462 0.90639097 0.77293635 0.00913502]",[16.55701701]
2,2,"[0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.
 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1.]",[-6.39507152]
3,3,"[0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0.
 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 1.
 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1.]",[-8.19746927]
4,4,"[0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0. 0.
 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 1.
 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1.]",[-6.3423572]
5,5,"[0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.
 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1.
 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1.]",[-6.01787019]
6,6,"[0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0.
 1. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 1. 1.
 0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1.]",[-13.79607186]
7,7,"[0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.
 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1.]",[-9.19375111]
8,8,"[0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0.
 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1.
 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 1.]",[-8.93781967]
9,9,"[0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 1.
 0. 1. 1. 1. 1. 0. 1. 0. 1. 0. 0. 1.]",[-13.40358841]
10,10,"[0. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.
 1. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 1. 1.
 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1.]",[-11.24934373]
11,11,"[0. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0.
 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 1. 1.
 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1.]",[-10.11001134]
12,12,"[0.87221417 0.32441365 0.24877571 0.0641696  0.52191899 0.44098917
 0.2753442  0.63097246 0.18418232 0.42332884 0.72620878 0.11839722
 0.98909711 0.07388084 0.39773453 0.84284074 0.28332142 0.41459647
 0.40671296 0.154015   0.72619155 0.48620381 0.1517179  0.28084937
 0.90377337 0.56306605 0.5081417  0.13027838 0.07079466 0.49216314
 0.4053276  0.33113719 0.58761402 0.05939845 0.78859441 0.53833456
 0.36433368 0.53875961 0.60845275 0.40429333 0.24802321 0.83745678
 0.90470745 0.81114754 0.24021581 0.77098184 0.9110022  0.8442088
 0.41187579 0.88124041 0.55832894 0.68969529 0.63267083 0.08744722
 0.86570372 0.17510656 0.08623852 0.61557963 0.32428021 0.38691599]",[-16.5423287]
13,13,"[0.44749199 0.2036625  0.57146018 0.50094732 0.03019699 0.20760171
 0.00316345 0.47954121 0.96493761 0.6314968  0.84942353 0.27182934
 0.97571913 0.98671627 0.45936368 0.51327072 0.51940357 0.09957867
 0.50098251 0.98849312 0.70278339 0.62104938 0.49337585 0.04752641
 0.21148333 0.93025349 0.67811821 0.36801969 0.3477791  0.88180038
 0.81401118 0.15970513 0.87973598 0.27732251 0.81729805 0.12956103
 0.75696453 0.45397396 0.99781406 0.95418543 0.62544396 0.45170531
 0.18559212 0.09950117 0.80787105 0.61914781 0.72303658 0.88789861
 0.36546459 0.07021268 0.19681873 0.49783497 0.42970492 0.4645182
 0.31493969 0.75019265 0.60186021 0.37606031 0.58143611 0.41532966]",[-8.54063994]
14,14,"[0.60595423 0.99385256 0.64081519 0.61326007 0.57388798 0.22708436
 0.71279583 0.62780238 0.23605346 0.79517961 0.31378878 0.32407825
 0.46871841 0.78558081 0.34799099 0.3136204  0.66292121 0.41362467
 0.5731803  0.85825038 0.00901723 0.03302407 0.50982869 0.83747989
 0.99402024 0.21028924 0.30064291 0.04764041 0.31793797 0.49081588
 0.35249185 0.02103147 0.39030562 0.85105378 0.84616231 0.19725154
 0.09932941 0.09288305 0.43431895 0.03073616 0.58199209 0.26277504
 0.99337938 0.50240269 0.48345128 0.06848087 0.94664955 0.52284644
 0.78967501 0.0318865  0.93997078 0.06029651 0.90650033 0.31561185
 0.80845416 0.20016566 0.79330438 0.79237746 0.38626896 0.65852216]",[-12.54903057]
15,15,"[0.97361157 0.33721041 0.44885025 0.51787181 0.99216472 0.44001577
 0.32539636 0.8861095  0.10942329 0.09621661 0.99738749 0.13401347
 0.1467576  0.28525984 0.95778751 0.56084973 0.65696541 0.15857477
 0.85749315 0.97153079 0.83133891 0.67064384 0.97702017 0.03202258
 0.8975896  0.07725284 0.65290808 0.78121467 0.68716872 0.60764327
 0.50468346 0.81462283 0.68992019 0.79626163 0.28428695 0.45185302
 0.43777465 0.57734213 0.94176497 0.24676926 0.93204791 0.95579237
 0.2837348  0.40318541 0.29060687 0.23178219 0.01729905 0.81208737
 0.30153819 0.55395176 0.23101405 0.25886921 0.16047469 0.78280925
 0.41136268 0.15019182 0.92525822 0.16248652 0.19821689 0.61709805]",[-17.65515576]
