,evals,X,fX
0,0,[-27.86891825 -27.38612101 -29.39344808  -5.02140463],[0.]
1,1,[23.34470253 26.10036445 29.35855027 23.97475693],[0.]
2,2,[ 28.17886611  14.23054425 -28.27985523   8.2804911 ],[0.]
3,3,[  8.15029927  11.60686505   6.68879276 -26.86677315],[0.]
4,4,[ 14.84115484  13.25851047 -12.33237007 -10.70067788],[0.]
5,5,[-13.42655599 -28.38140814 -20.14542994  -6.05318048],[0.]
6,6,[-29.28758008  -7.66767541   8.01175186 -27.66639735],[0.]
7,7,[-10.1950576   27.78753446  -3.83256054  19.65011171],[0.]
8,8,[ 11.45112779 -18.07009683 -26.94933282 -22.7379812 ],[0.]
9,9,[ 19.32875382  -4.77979582  -2.78719646 -24.95788753],[0.]
10,10,[ 29.36374195  -5.01184095  20.36241896 -11.93787658],[0.]
11,11,[ -5.56981761 -12.99708743   8.61539019   9.69275569],[0.]
12,12,[14.45204863 15.34121012 -5.30312806 -9.79481898],[0.]
13,13,[-12.05123108 -16.6473166    5.9128758  -27.41082296],[0.]
14,14,[-20.78560739   5.6136074  -25.49039204 -27.80579059],[0.]
15,15,[-27.93062795 -24.02888076 -21.29872695  -9.37573389],[0.]
16,16,[ 12.2502895    6.62675347 -11.13246058  29.55120653],[0.]
17,17,[-22.9221261  -25.54629503   0.77283222  27.14355157],[0.]
18,18,[-6.68505407 11.86879305 17.66156364  0.69948189],[0.]
19,19,[ 12.87836414 -29.66950844  14.58462465 -21.39871796],[0.]
20,20,[  0.68350926  -6.9135475  -25.68814982 -18.63750594],[0.]
21,21,[  1.42062368 -27.25360045  -2.61211806 -27.89732643],[0.6962215]
22,22,[-19.02165726   9.49904503 -25.4274762    9.85702904],[0.]
23,23,[-24.37255739  14.60283211  27.66474935 -27.56915327],[0.]
24,24,[ -8.6400384  -22.85683959  28.11224051  17.52267675],[0.]
25,25,[  4.52588803   2.36431941 -10.91483966 -18.60345578],[0.]
26,26,[-24.93711261  18.78089569   5.57292854  -2.13318931],[0.]
27,27,[-16.60899156 -29.78063213  29.48729185  -8.57313195],[0.]
28,28,[  4.13372148 -27.08097961  17.68097628  -0.29277268],[-0.1108232]
29,29,[ 14.13043796  -7.3673092   -5.47655138 -24.04022345],[-1.57525867]
30,30,[ 27.14576549   3.42215835  11.36017534 -23.71451992],[0.]
31,31,[ 17.44641888  19.35788686 -19.63564764  -2.04723641],[0.]
32,32,[ -9.9808886  -14.32273027 -24.13852291 -28.43504391],[0.]
33,33,[-14.45023594 -23.91094897  22.14525642   8.65738392],[0.]
34,34,[ 5.53824802  8.35589723  5.48945032 15.69167566],[0.]
35,35,[-12.87986725  -7.82665966  -6.10944211 -10.626072  ],[0.]
36,36,[24.47221026  3.70083015  7.98494168 -5.0676525 ],[0.]
37,37,[16.83905666 -8.53386779  8.9299417   0.92988194],[0.]
38,38,[ 29.40001401 -17.570099   -12.82945211 -27.31726498],[0.]
39,39,[  4.97091251  17.2507193  -26.36621748   4.29423143],[0.]
40,40,[-16.3738456  -12.23054792 -23.10277407  -4.33283097],[1.12177716]
41,41,[-25.63117759 -20.29973682 -21.16588709   8.49704077],[0.]
42,42,[ 24.12860518 -18.99124858 -22.19144821 -10.48529816],[0.]
43,43,[20.4325939   4.51886705 26.63142875 20.03943092],[0.]
44,44,[-14.13147487  18.58611656 -26.96581377  29.99300995],[0.]
45,45,[25.47683975 17.64616341 17.01968592 -8.77081987],[0.]
46,46,[-10.29305048   4.85809952   4.7950061   25.40864533],[0.]
47,47,[ 14.14511563   4.59516985   5.13801393 -11.73224383],[0.]
48,48,[28.3564576  29.08212321 12.12362611 -1.7921281 ],[0.009573]
49,49,[  5.99200902 -17.46781828 -13.08909021  -6.60703437],[0.]
50,50,[ 20.07508234 -22.14478382   6.82972269  29.1313075 ],[0.]
51,51,[  6.11691954 -15.29845633  14.82541769  -0.73721637],[-0.12704256]
52,52,[ -6.45283154   2.66206404 -24.50080691  18.95646306],[0.]
53,53,[-26.19035404 -20.26984032  -5.23016899 -19.39888693],[2.33000163]
54,54,[ 10.47992824 -27.56825711  25.8813427   -1.55597491],[-8.25775624]
55,55,[ 16.24562696   2.23290471   3.82084527 -17.8536608 ],[0.]
56,56,[-27.51110669 -21.16480389  -5.99205657 -11.35031976],[0.]
57,57,[ 26.03421728  14.48174136 -24.30511803 -26.90480808],[0.]
58,58,[ -0.19212659 -19.54767205   9.41416945 -10.91276716],[0.]
59,59,[ 18.97255777 -13.58293242  19.5462692    5.29213485],[0.]
60,60,[-25.86440965  23.5763612    9.61523776  16.31650897],[0.]
61,61,[-22.90109046  -6.24940375 -16.65962513 -22.24835601],[0.]
62,62,[-13.22479509  18.94953179  -6.92253597   4.5012991 ],[0.]
63,63,[24.40428445 25.80395758 22.75694644 -0.26503482],[-0.03081525]
64,64,[-11.81140257 -11.84756692 -25.84585638 -17.69398371],[0.]
65,65,[  4.54474726 -21.86310321 -19.26935487 -18.51989896],[1.24499346]
66,66,[ -2.74342029   3.30036233  -2.04404497 -12.53794391],[0.]
67,67,[-21.80568708 -19.89701897 -15.11762762  22.01221461],[0.]
68,68,[ 15.48056256 -18.24311646 -16.27308335  29.47322271],[0.]
69,69,[11.70169428 12.27557255  5.81749501 18.31381458],[0.]
70,70,[ 21.50579546 -10.91632404 -10.97807528  19.70328746],[0.]
71,71,[24.10115806  1.25640225 23.22801885 12.86068977],[0.]
72,72,[-25.17715688  12.18977011   7.49495872  11.32708575],[0.]
73,73,[-11.97779062  25.0654145  -23.19311549   4.25281933],[0.]
74,74,[ -4.45400142  17.8008163  -17.12599966  18.28254036],[0.]
75,75,[-11.7314998  -18.4217105   -2.39852426  28.53645391],[0.]
76,76,[-15.18198283 -23.37428368   2.65781237 -22.45127025],[-2.78913463]
77,77,[  0.37132462  -0.09122223 -15.35834875  25.25254566],[0.]
78,78,[ 25.90204839  15.09116904 -28.83874548 -11.95777084],[0.]
79,79,[ 11.60965462  20.91785539 -14.32423262 -13.82776352],[0.]
80,80,[ 20.5503565  -16.95455674  27.714382    19.23569699],[0.]
81,81,[  1.80657663 -28.92145953  21.04298356  25.48857802],[0.]
82,82,[  9.29301525 -20.34671222 -13.93291156  16.89322415],[0.]
83,83,[-14.68126857  28.91155298  24.29944536   4.22445586],[0.]
84,84,[  0.25764624 -27.3320111   -4.53507665  16.22231527],[0.]
85,85,[  9.77824192  -8.48737836 -24.1389561  -12.48505776],[0.48818732]
86,86,[13.68318319 17.99254453 17.18725941 -7.16085013],[0.]
87,87,[ 16.83435358 -22.07196009 -25.97017229  -4.01678711],[2.00916534]
88,88,[ 19.76579082 -10.75241558   7.20082733 -28.11448924],[0.]
89,89,[  7.04164827  -6.50056028 -17.93961584  -9.80210482],[-0.0407259]
90,90,[-2.15675851 15.45208611 10.79902295 21.60479147],[0.]
91,91,[12.77246073 -2.73503153  3.00093773 29.71367903],[0.]
