,evals,X,fX
0,0,"[ 1.03621439  0.25733602 -5.59190156 -9.70123789 22.39566514  5.18093882
  1.39243641 -1.61872549 -4.09137183 -9.76018118 23.82395723  0.81446558
 -2.92449401 -3.58237459]",[-0.13265248]
1,1,"[-1.53431041 -2.79773141  1.56867738  5.44649018 12.9244067   0.96246942
 -3.89021058  1.93985629  9.3638365   9.75995422 11.41337146  5.97792966
  4.22875436  1.88997021]",[-0.07533483]
2,2,"[-3.97294828 -3.99310644  5.1403506  -9.12770631 22.77019745  4.27940278
  3.53843311  3.73373112  6.91092922 -3.10819586  7.23040174  5.24060005
 -3.30075668 -2.13603065]",[-0.]
3,3,"[ 1.62903579  2.22572525 -9.38471069  2.42675422 15.60243649  0.72440164
 -1.54261245 -1.74761571 -2.76060861  4.75088611 24.35329284  0.21039065
  0.36281069  0.99488013]",[5.59170649]
4,4,"[ 0.98190288  0.96036148  7.25669624  7.84936703 29.60937709  2.67340555
  2.71797163 -4.55104565  4.88873245  9.27936348 27.02665479  1.52396846
  2.27639681 -3.91007116]",[-0.0640166]
5,5,"[-4.1139331  -4.63188165 -1.07606812 -3.59823383  4.00665244  4.44261074
 -4.75445538  1.04686675 -2.69291876 -3.4887723   8.70569616  4.00484107
 -1.73888437  4.78224756]",[-0.]
6,6,"[ 3.47481718 -0.7929019   7.27152079 -6.40892475 26.17365652  0.43814889
 -3.43090442  2.09791378 -1.22787961 -8.46259791 28.32174706  2.51002044
 -0.14187851  1.83851492]",[-0.]
7,7,"[-3.97530116  1.2028516  -1.72137199  9.65228149 11.78333998  4.65740182
  1.43524882 -0.83156058  8.72179508  0.92131592  5.02329259  5.75464718
  4.24151949 -3.42673501]",[-0.]
8,8,"[ 0.27820771  3.71368637  3.04686433  5.16784366 18.18767393  3.07232811
  2.51375524 -0.85499461  0.74037796 -5.21084548  2.87191273  2.77792638
 -2.77094911  0.34274959]",[-0.]
9,9,"[-4.61751859 -2.30603671 -9.24433595 -8.16227682  8.10899918  4.70542354
 -2.08344042  3.10256341 -6.271885    6.18736583 18.20142522  4.00712806
  3.99359135 -4.2345535 ]",[-0.]
10,10,"[-2.01498379 -4.32890915  2.27712897  8.14782417  5.70055737  4.43065159
 -0.32013912 -3.62223768 -8.54710041  7.02020129 23.93893171  1.9213787
 -4.78984575 -2.91366553]",[-0.02503149]
11,11,"[ 0.02133217  1.23267734 -2.93943816 -9.38459284 20.12570898  3.10424777
  4.85611115  2.40923194  7.35693387 -3.67344226  8.519703    5.83414626
  0.86259126  4.14215961]",[1.37443878]
12,12,"[ 2.0720943   3.67662094  4.77091633  5.00565554 21.84586675  0.91258522
  4.50355434 -1.65606211 -2.11167657 -1.04260469 19.50264519  6.03129434
 -0.68697456  2.53042631]",[-0.]
13,13,"[-2.16048913 -4.42533881 -2.37884159 -8.26774993  9.47370457  3.53880716
 -4.63541453  3.04513722  4.9120313   6.74809935 13.07195856  3.08720381
  0.42040341 -1.84393944]",[-0.]
