,evals,X,fX
0,0,"[ 1.03621439  0.25733602 -5.59190156 -9.70123789 22.39566514  5.18093882
  1.39243641 -1.61872549 -4.09137183 -9.76018118 23.82395723  0.81446558
 -2.92449401 -3.58237459]",[-0.13265248]
1,1,"[-1.53431041 -2.79773141  1.56867738  5.44649018 12.9244067   0.96246942
 -3.89021058  1.93985629  9.3638365   9.75995422 11.41337146  5.97792966
  4.22875436  1.88997021]",[-0.07533483]
2,2,"[-1.2365254  -3.16140181  2.06529338 -1.76028344 21.50020121  3.93827248
 -0.79772309 -3.22463447  0.29261604 -6.44899297 12.73866585  0.05508745
 -1.73993056 -1.49531271]",[-0.03872825]
3,3,"[ 3.41821457  1.84294009 -1.35863011 -7.76137661 17.4240616   3.98655676
  4.33622859 -2.80677569 -9.7081917  -3.38410439 17.41492792  3.05230622
 -4.59638161 -4.30876729]",[-0.]
4,4,"[ 0.36197271  0.76825523 -6.01143063 -7.60727017 17.09254354  5.27475282
  4.74324009  0.21162866  0.32646548 -8.45580846 28.5911728   2.67254439
 -3.17346355 -3.6713041 ]",[0.38790016]
5,5,"[-1.52291440e+00 -5.33647661e-01 -5.86066339e+00 -3.39616507e+00
  2.75001065e+01  3.47243189e+00  4.91379714e+00  8.58176584e-01
  6.23771405e-01 -6.41480067e+00  2.94220604e+01  2.23416753e+00
  8.00564374e-01  2.89248077e-02]",[-0.]
6,6,"[ 0.54321013  0.97259307 -4.22482634 -6.03937485 24.53871338  4.48355677
  4.23215842  1.97267153 -7.87310373 -8.18935637 13.05828762  1.94076374
 -3.04147648 -2.09060772]",[4.52332883]
7,7,"[ 2.30090162 -0.93892243 -5.40337822 -5.19796678 17.17231237  5.39359287
  3.53151424 -0.88771284 -3.44361335 -8.16002568 23.24724956  2.10887183
 -0.11717578 -4.0120563 ]",[0.09028681]
8,8,"[ 0.4165939   3.50058519 -4.26320839 -3.62520049 26.26318361  3.74655739
  3.90504017  1.4488501  -5.63963832 -3.56983974 27.72429184  1.66989361
  0.56956437 -4.6207104 ]",[2.15056834]
9,9,"[-2.42642441  0.43872951  0.36542118 -6.00395868 13.99866862  3.0946858
 -1.62752055  1.52679383  0.13200941 -7.86399392 24.27327176  3.19753456
  0.70163255 -0.94420696]",[0.42994502]
10,10,"[ 2.3530602  -0.66373792 -1.1439516  -2.52922918 19.96827651  4.44957771
 -1.5254115   0.77277625 -8.46409297 -3.34895372 19.87512379  2.67417176
 -3.88722585 -0.95364361]",[-0.00097856]
11,11,"[-2.20658047  1.86322628 -1.53829807 -8.83670343 25.13830723  4.62139949
  1.0910579  -4.20492427  0.77180304 -7.27406716 15.50581931  1.06223767
  0.49968136 -0.05836002]",[-0.]
12,12,"[ 3.66575719  0.04438579  1.16456368 -9.25550783  6.61235087  4.91135625
  0.26175009 -2.35608518 -4.43084364  1.48584308 17.83546732  2.78125809
  0.77420852  3.02394609]",[-0.71956142]
