,evals,X,fX
0,0,"[ 3.09635483 -3.50172663 -7.33172725  6.21133833 23.40798932  0.42279537
  2.56789061 -4.07780067  7.85335148 -1.46024707 22.91931572  2.65955134
 -4.60177261 -2.47376955]",[-0.39855889]
1,1,"[-4.67356748  2.14061164  0.96530916 -8.72840028 10.35443433  3.85163029
 -4.46527158  1.10153104 -6.50173715  4.67787485  4.82440517  5.15348972
  2.41534918  2.5261836 ]",[-0.]
2,2,"[ 0.38914932 -2.99907823 -6.43026519  0.03051011 28.81917231  1.77964521
  1.76326817 -3.26595626  1.20100322  2.30062398 18.72836011  4.72771362
 -4.85574451 -2.37728292]",[-0.39206035]
3,3,"[ 3.98917528 -3.35329083 -7.36347008  6.35208024 23.01670565  2.52885941
 -1.16377032 -2.72516332  5.71601196 -2.78493647 24.15202561  4.43074939
 -3.47154613  0.64894   ]",[-0.67890258]
4,4,"[ 2.49684676 -4.84190492 -9.1673862   9.57117305 23.5188725   0.80456844
  1.05162994 -2.81101205  7.85492829 -0.73459991 13.4869449   5.07502784
 -4.26862644 -2.34101872]",[-0.98344599]
5,5,"[-0.5864776  -1.07184788  0.48741512  3.23043482 20.46539127  1.42609141
 -0.91899735 -1.31700407  7.82580247 -7.50389766 27.49141858  3.92040852
 -1.3665064  -4.26656586]",[6.77709758]
6,6,"[ 1.41442392 -0.87845055 -1.09431282  5.17243689 29.97859072  2.00309206
  1.86482723 -3.16020793  4.95836129 -5.10362423 27.99404555  3.5567486
 -2.33754852 -4.88285378]",[0.44825375]
7,7,"[ 0.41653697 -0.22279154 -0.26236082  7.36021277 29.81624584  2.17826751
  3.92818223 -1.71880706  5.71042688 -7.58862357 26.63687995  1.32795438
 -2.73847799  1.5022237 ]",[0.87428936]
8,8,"[ 3.08890398 -2.87443686 -8.21629771  8.00279131 28.17835205  0.74375378
  4.03627595 -4.68586858  5.0074446   0.3051248  20.03323756  2.3511297
 -3.6585429  -1.11221422]",[-0.18799597]
9,9,"[ 1.88848343 -1.64991626 -7.64927078  8.30421442 17.90321635  1.20044242
  1.72213515 -3.22942375  0.69197975  1.88303693 29.45726277  2.71961168
 -3.70659926 -4.00827883]",[-0.44873909]
