,evals,X,fX
0,0,"[ 3.09635483 -3.50172663 -7.33172725  6.21133833 23.40798932  0.42279537
  2.56789061 -4.07780067  7.85335148 -1.46024707 22.91931572  2.65955134
 -4.60177261 -2.47376955]",[-0.39855889]
1,1,"[-4.67356748  2.14061164  0.96530916 -8.72840028 10.35443433  3.85163029
 -4.46527158  1.10153104 -6.50173715  4.67787485  4.82440517  5.15348972
  2.41534918  2.5261836 ]",[-0.]
2,2,"[ 1.83171201  4.25425252  4.06275043  0.27202366 19.46048135  0.21094026
  4.96926006 -0.14709843  8.00258351  6.01817121 26.70943805  0.53163742
  1.46511616  2.62033438]",[-0.]
3,3,"[-3.21687859 -4.77160517 -0.16846555 -5.58645081  9.05600615  4.15802768
 -3.70127624  1.93444943 -1.679831   -2.63252944  7.30894794  3.18248782
 -1.0129753  -3.65305601]",[-0.]
4,4,"[-2.9162328  -1.78079033  6.61481327  1.70477133 14.3431313   2.44418472
  0.66977104  4.34458313  7.48777878 -2.01414346  9.60683323  0.69378277
  4.59229323  2.96042289]",[1.19498679]
5,5,"[ 1.73118955  1.31889265 -0.86084523 -5.80264539 23.56268122  5.05307007
 -0.86875086 -1.88218408 -8.23287838  5.91257353 22.84972634  4.86289571
 -1.5023969  -3.77094418]",[0.0720483]
6,6,"[ 4.35072947 -3.91298787 -2.58244961  6.53020513 27.18439716  3.23975977
 -3.85212986  3.5231375  -9.12437491  0.30589483  6.99988907  4.99444743
  0.26111364  0.32831833]",[-0.]
7,7,"[-4.78249407  1.97575379  6.68427046 -8.01972888 14.26773032  1.35839041
  3.09820732 -3.54786629  6.15254573 -0.46340038 22.27220603  0.65046625
 -2.87316354 -2.77712868]",[1.28435214]
8,8,"[-1.42126458 -4.95775818  0.25201424 -0.59549506  3.42993128  5.2212258
  1.41629372 -3.99578828 -6.11665818  9.25901597 23.98383894  2.87994389
 -1.4886788   2.50608226]",[-3.66828416]
9,9,"[ 2.53043417  1.09410393 -9.95336477  4.17836244 23.88726554  2.75380033
 -1.6120758   4.21166523  9.26161287 -0.58884126 13.42426813  3.55438098
  1.73315007 -3.95748753]",[5.37725601]
