,evals,X,fX
0,0,"[ 0.03115128  1.26491181 -5.65208468 -2.20617078  4.76759104  5.85276586
 -0.08299661  0.81921121  5.97333944 -9.91013902 21.41199796  3.28032557
 -0.21673516 -2.81926677]",[-0.03711833]
1,1,"[-0.25511347 -1.06847007  8.66289299  1.73165421 17.04928022  1.88728892
  0.83986092 -1.33309916 -5.9155614   5.27908823 15.12600218  1.63895671
  0.54096691  0.79111704]",[1.41673369]
2,2,"[ 4.47750583 -3.18573206 -3.62442927  1.91446402  8.9691176   0.57316914
 -0.4080848   2.15911036 -1.69811898  4.16776305 14.66534624  4.41338858
 -3.34412748 -2.13930615]",[-0.19782266]
3,3,"[-0.77278175  4.30507156  5.95688117 -9.15338389 24.3617325   3.91270822
  3.66296724 -0.52674354  5.14733971 -3.9643649  16.91094937  1.6966948
  0.64593392  3.07281423]",[8.45809671]
4,4,"[-4.0548712   2.36310655 -6.07218825  6.18929927  8.11472809  0.81971113
  2.06236106 -2.90482983  9.02421856  9.79616262 24.72996375  0.26133063
 -1.33500641  3.39342701]",[-0.]
5,5,"[ 4.13011434 -3.26274332  0.58880094 -3.88178184 17.73620466  5.52772504
 -1.02788341  2.04313393 -0.56202494 -8.26220206 15.1962019   4.6039716
  3.81496821 -1.23589902]",[0.16852067]
6,6,"[-4.09517582 -2.95204305 -2.3711821  -0.09203181 17.03113324  3.56493045
 -1.29977635  4.16890685 -9.11227143 -1.7058205  13.0142524   5.30370355
  1.69963208  2.22270332]",[-0.]
7,7,"[ 1.8316807   4.20233032  3.28322137  3.22574976 15.094072    2.89022549
  4.84337063 -0.96225523  0.86915618  0.90910552 23.79914905  2.68978064
 -0.57901068 -1.81575664]",[-0.]
8,8,"[ 1.67924705 -0.46267677 -8.14790766  4.07982269 12.32432763  1.04758412
  4.43067116  4.30327931  1.6511812  -7.69254058  2.7340883   2.69775111
 -3.30387546  1.96623364]",[-0.]
9,9,"[-3.64817259  0.61613944  4.56939242 -7.65282947 23.88414529  3.77859784
 -2.44306359 -0.25837058 -6.28166294  9.54219089 16.80088283  4.86571478
  2.99898746 -0.19123341]",[-0.]
10,10,"[ 0.21449265  4.19355348 -5.96189738  5.67368964 10.90587621  0.41733547
  0.41353806 -4.21733894 -0.13775277  1.04515242  7.9171829   2.74908944
  2.92137826  0.08766836]",[-0.]
11,11,"[-0.55648709 -3.07926168  1.67730208 -6.62820169 24.31807385  3.26017263
 -1.78345739  3.050532    2.28793922 -5.7398224  18.70920949  3.20860232
 -2.08040063 -2.77321478]",[3.6350836]
12,12,"[-4.04935002 -1.80568448 -5.71845019  5.05807071 25.11472182  2.95291342
 -0.95875137 -4.38391683 -0.92537791 -3.22932667  6.47195273  2.29334061
 -2.6251804   2.80516282]",[-0.]
13,13,"[ 2.85912347  0.75744625  3.61982118 -5.64265259  2.80815139  5.41526539
  1.63402385  2.38426433  9.48057805  8.67968329 19.82334647  4.39908329
  2.85617102 -4.40259041]",[-0.]
14,14,"[-3.47592146 -4.6823131  -1.51773673  9.47593565  8.87499051  5.99575938
  4.54320206  3.6725959   8.31327332 -8.37995766 27.83754741  1.30577887
 -3.56656482  2.80931135]",[-0.]
15,15,"[ 4.28746617  2.16584327  0.77768768 -7.1272172  19.99435305  2.18985168
 -0.22467031 -2.24926286 -7.46387474  7.0312988   4.06817816  3.33520616
  3.24503867 -3.1212384 ]",[-0.49525454]
16,16,"[-1.72622026 -3.13356084  8.03495999  6.95053677 22.88622577  4.93834021
 -0.25530284 -1.79914954 -3.65108875 -6.19360108 12.94666284  2.74067512
 -3.45254511 -3.36794114]",[1.94955733]
17,17,"[ 3.36598236  1.44427462 -9.18285974 -7.11900928 11.7590998   1.5791702
  2.90031747  3.13118767  5.35104272  9.61303797 27.34928772  6.168147
  3.46672245  4.00857045]",[0.74632865]
18,18,"[ 2.19737093 -3.84866909  8.43691865 -6.03535273 28.77219612  3.99545686
 -1.81373943 -1.31259166  1.69273565 -8.17924992 26.7051907   0.28090757
  2.39175264  0.41411762]",[0.32282426]
19,19,"[-0.18125279  4.17599622 -7.67625698  8.43418609 12.46530631  0.3406952
  1.33451148  3.20922459 -2.92853371  3.43620271  3.80577294  4.69627172
 -1.18003976 -2.39439833]",[-0.]
20,20,"[ 4.74700749  2.87250006  3.00281266  3.29762131  8.86940677  3.09121946
  2.15273256  1.93602942  4.94535583 -7.7828429   6.07043448  5.68654115
 -0.53562102 -3.14887936]",[-0.]
21,21,"[-2.58951076 -0.48246149 -2.86582567 -5.42240797 29.41366307  5.92334071
 -2.68731674 -4.03290513 -1.63943102  8.97623587 25.40738971  2.53020265
  0.0950944   3.10311744]",[-0.]
22,22,"[ 4.5438913   3.92143743 -1.0700097  -5.44917093 20.44820648  5.14864461
  2.92743664 -4.79820952 -7.30094221 -4.15549316 16.90859104  0.19714063
 -3.11812189 -4.39413097]",[-0.]
23,23,"[-2.92641127 -1.6255964   4.72234142  0.18570895 14.99920089  0.78833929
 -4.96305452  2.21279828  8.50604465  9.33637305  3.86463343  3.35866823
  4.17351278  4.22119363]",[0.98552764]
24,24,"[-4.45994486 -0.58469717 -0.61995953  1.13537193  5.093004    6.25386738
 -0.40174893 -1.85903287  4.73964085  7.89852454 22.82877925  6.20674973
 -1.15868903 -1.81474463]",[0.14373955]
25,25,"[ 0.56039407  3.60197388  1.17467657 -8.53688392 28.07459571  1.80130348
  2.81489319  3.49214006 -1.54678625 -0.53230469  2.90471217  0.12628525
  0.38779584  4.88998088]",[0.00474425]
26,26,"[-1.60958742  1.89254996 -7.01986899  7.4530778  17.14817102  0.06893295
  2.02831444 -3.38390603 -9.29262016 -9.13696594  9.01002522  3.00053943
 -1.50182809 -4.10034944]",[-0.]
27,27,"[ 1.79051399 -1.59463367  0.77431146 -8.03331884  2.97433441  4.62111745
 -2.27338272  4.31498579  0.31891395  1.38138772 19.88216493  4.44248323
  1.52133124  4.95263096]",[-0.]
28,28,"[ 0.38627785  3.42328786  5.03168816 -1.3585716  22.69471751  2.67844313
 -3.21167432 -2.61145389 -3.97917822  6.91195649  6.27569263  3.29521048
  3.49502031  3.79560031]",[-0.]
29,29,"[-0.60599066 -1.96208087 -2.02134461  1.82144515  6.80364068  4.39494443
  1.67849436  1.6355078   6.42983122 -1.65413982 23.36190907  2.29170215
 -2.03962804 -1.47294316]",[0.23444659]
