,evals,X,fX
0,0,"[ 0.03115128  1.26491181 -5.65208468 -2.20617078  4.76759104  5.85276586
 -0.08299661  0.81921121  5.97333944 -9.91013902 21.41199796  3.28032557
 -0.21673516 -2.81926677]",[-0.03711833]
1,1,"[-0.25511347 -1.06847007  8.66289299  1.73165421 17.04928022  1.88728892
  0.83986092 -1.33309916 -5.9155614   5.27908823 15.12600218  1.63895671
  0.54096691  0.79111704]",[1.41673369]
2,2,"[ 3.5990506  -2.89671113 -8.133326    5.03399085  2.18795934  5.88631771
  3.15494239  1.14039364  6.6759818  -8.90516056  2.97253091  4.73781256
  4.65987826  1.56476302]",[0.07668835]
3,3,"[-3.10622486 -4.38304935 -9.55767346 -5.52371377  3.29030286  6.23600963
 -2.48731797  1.95010375  6.31760085 -8.70318536 19.12767878  4.02741907
  1.65079431 -0.45322626]",[-14.84850566]
4,4,"[ 3.92656217e+00  5.97898379e-01 -9.66735824e+00 -3.72858594e+00
  5.25075816e+00  6.18210706e+00  4.45251695e-01 -8.87827616e-03
  9.52289571e+00 -4.86079179e+00  1.73674188e+01  3.41374517e+00
 -2.17770241e+00 -2.22221271e+00]",[-0.32311061]
5,5,"[ 3.92297908  3.29254943 -9.57590056 -3.33724236  5.09096667  4.56912751
  1.20320125  3.19988319  3.76235387 -6.01747806 24.29343288  0.27807207
  2.37965619 -4.94006077]",[-0.7034064]
6,6,"[-0.11926595 -1.58535447 -7.35223659 -7.18598737  5.66046809  4.43563339
  2.41774247  1.07148752  8.8150508  -6.20555549 22.59589615  3.04177021
 -2.88303661  1.47457784]",[-0.37108124]
7,7,"[ 5.23916718e-01 -2.96100561e-01 -5.56851549e+00 -7.03431111e+00
  5.14827661e+00  5.72456268e+00  1.88864765e-02 -1.39205105e-01
  2.96242616e+00 -7.26694092e+00  2.62245638e+01  2.33956736e+00
  1.52112606e+00  2.02591790e+00]",[-1.54271811]
8,8,"[-2.83977841  1.66592799 -9.03672526 -5.9406881   7.90979131  2.13299722
 -4.07974486  0.04564152  6.01363847 -7.80206959 19.11767391  5.49090395
 -0.98312625 -0.6202766 ]",[0.]
9,9,"[ -0.4858598    4.98185656 -10.          -1.43076105   9.67631941
   4.268697    -2.57657607  -4.09159771   5.83987695 -10.
  21.86638031   2.33691067   0.65329717  -3.93369213]",[0.]
10,10,"[-0.27620995 -2.9679897  -6.93542832 -5.61986872  4.92874109  2.44628428
  0.70557595 -0.32733798  6.56983045 -8.89151257 27.77280492  0.61890274
 -0.42254124 -2.92891952]",[-0.21956373]
11,11,"[ 4.29801146  3.33292802 -8.48536809 -7.52013412  4.48040053  5.42598142
 -1.74325797  0.06315599  3.12905511 -9.91793561 21.74742976  1.94098192
  3.73985978 -0.36035636]",[-0.15540207]
12,12,"[-0.57295721  2.73508549 -6.55186686 -7.23515918  8.16580837  4.75401301
 -3.27230162 -0.25503014 -6.45567344  7.24446853 18.11438439  1.99559532
  1.54766287 -1.40950563]",[0.11706758]
13,13,"[-2.51138911  2.18239843  6.25213776 -3.88964059 25.49028279  3.53635527
  1.85781448  3.58069394 -9.99114825 -6.55577752 15.5699595   0.67589313
  3.73865711 -1.4522059 ]",[-2.7219821]
14,14,"[ 3.71063468 -2.26648791 -5.64672751 -6.68735885  7.8620419   3.82546655
 -1.47886576 -2.18307646 -9.17703482  8.52248384  9.65063228  6.14703748
 -4.07400958  0.40884637]",[-0.11132943]
15,15,"[ 3.97650906  0.9083758  -5.06831368  9.59065286 10.62607162  3.58867744
 -2.15121465  1.70741289 -9.95750854  2.93289127 23.67481814  4.54279479
  4.06535034 -0.36998237]",[0.]
16,16,"[-0.39341736 -4.2507514   6.07301742 -1.46554295 16.38540969  3.89242962
  1.85762556 -3.07105808 -7.99764504  5.28382829 17.87142294  4.10700045
  4.18404026 -3.17343393]",[3.14061427]
17,17,"[-0.76669923  3.82043333 -4.06606022  9.10158772 10.86556806  4.41390268
  0.15920261  3.15010967  1.55331807 -5.3201383  10.37949028  4.85807179
 -1.33575654  3.54253705]",[-1.32967841]
18,18,"[ 1.77674665  2.9380283  -6.07663721  4.41704745 10.09197357  1.19175895
  2.6496473   1.32463981  1.07319795 -5.0351384   6.88564101  0.1102073
  3.30131655  3.16710182]",[0.]
19,19,"[-0.85982114  1.29807528 -4.95888162 -2.79358868 15.76807112  3.98265181
  4.02510524  4.74491318  5.17272165 -8.8212833  18.81469494  2.6094627
 -2.25468816 -3.11542361]",[0.28195887]
20,20,"[ 2.49235323 -3.16855415  4.91571515 -2.44662707 22.42735255  4.37094159
 -1.15826554 -4.26617903 -3.38992867  6.3776418  10.59957577  2.89708573
  3.94132103 -0.90761505]",[0.]
21,21,"[-4.03289475  4.45051755 -8.62281111 -6.95767758  7.16078252  1.61082598
  2.7651808   4.66527436 -5.28643998 -3.97622819 19.10880773  2.19076856
  1.03492411 -4.00284117]",[-1.50904787]
22,22,"[-0.53804276 -0.46028148  1.10171193 -3.50163782 21.2345412   0.0971359
 -3.06966289 -4.637769    6.30064137  0.59013418 16.23003084  3.18400752
 -4.08259668  3.23501875]",[-0.43228788]
23,23,"[ 2.79348092  0.7160921   5.80463414  8.10867029  7.29686008  6.22068095
 -2.47524422 -0.51903757 -0.69045616 -3.68485956 20.77094254  2.90278172
  4.97255374 -4.67270588]",[0.]
24,24,"[ 1.52638125  4.41024394 -7.87487806 -5.71733131 27.87925026  6.04150271
  0.21453976  3.24062239 -8.83298373  2.83160667  9.9571107   2.41859621
 -3.48801434  2.38592261]",[-5.76112886]
25,25,"[-0.78302205  3.91313548  2.57891348 -9.68642162 11.13378456  5.83396699
  2.08750013 -1.93854862  4.2071754   0.91275206 10.92138549  0.69722473
 -1.80464673 -4.36637337]",[-1.90946522]
26,26,"[-4.91574429  4.24368753 -3.36230374 -7.91182336 18.25294291  5.32097339
 -3.42953624  3.06228443 -7.14313706 -9.96884601 21.10768938  0.38953423
  3.67571542 -1.02561937]",[0.]
27,27,"[-0.28980964  0.66163521 -1.67701364 -9.51653254  8.95254735  2.36152195
  2.84734938 -0.37422884  6.05174042 -3.88204016  6.94973859  2.15213303
  1.64866833 -3.2846796 ]",[-3.15565183]
