,evals,X,fX
0,0,"[ 3.09635483 -3.50172663 -7.33172725  6.21133833 23.40798932  0.42279537
  2.56789061 -4.07780067  7.85335148 -1.46024707 22.91931572  2.65955134
 -4.60177261 -2.47376955]",[-0.39855889]
1,1,"[-4.67356748  2.14061164  0.96530916 -8.72840028 10.35443433  3.85163029
 -4.46527158  1.10153104 -6.50173715  4.67787485  4.82440517  5.15348972
  2.41534918  2.5261836 ]",[-0.]
2,2,"[-0.31776888  1.85013278 -9.64263803  2.90099676 28.61174328  0.75267231
  2.8064159  -3.92006561 -6.88151791 -0.72573869 12.03400902  4.10548113
  3.79490614  0.1249317 ]",[0.2086529]
3,3,"[-1.0825148   4.38311011  2.30646377 -9.44077267 26.10060277  2.75214406
 -3.57534915 -4.66523765  9.77280395 -0.78491585 10.82988879  4.38685324
  3.75483559 -1.93284436]",[-3.48778638]
4,4,"[-1.47493167  2.78303772  6.1616098  -3.0100681  23.96473885  2.27986381
  4.28491332 -2.67806856  9.20401195  1.25378714 26.44774335  0.39243481
  4.91648397  1.02873389]",[1.5789336]
5,5,"[ 1.83781981 -2.2452676  -0.21284853  9.56738358  2.1242364   2.99791263
  1.83131142  3.72921799 -2.06915201 -3.02786358 29.77606952  2.93043458
 -0.26858071  0.31800833]",[-1.63495557]
6,6,"[ 2.35689755 -0.61874553 -3.60824982  8.47594935  3.70137837  0.17821389
 -3.9643289   2.83174854 -3.69081793 -0.56651564  9.42007648  5.28256522
  3.29704341 -2.77817588]",[-0.00733326]
7,7,"[ 3.85882822  2.01054693 -8.82867378 -6.22109161 18.3095666   2.92486303
 -4.75685614 -1.71052772  5.17749682 -8.35276955  5.79628426  0.23019784
  4.60750445 -2.13642873]",[-0.76710879]
8,8,"[ 4.8254187   4.61950999  9.78366758  5.82836649 21.67812166  2.50906053
  3.81874456 -4.87384253  7.00020683 -4.46809118 28.17684284  0.53173593
 -2.97282513 -4.88154581]",[0.]
9,9,"[ 3.31744837 -4.82744491 -7.09942772  5.27667743 12.70513662  3.0892214
 -3.37922041  2.52352     5.41435464  4.40819603 20.30475756  4.9808694
 -3.20439475 -3.66911763]",[3.38191261]
