,evals,X,fX
0,0,[-24.46680403  -6.43994557  -4.38074122   1.95859513],[0.]
1,1,[ 25.39684456   2.38936431  15.1573827  -15.17289488],[0.]
2,2,[11.74512638  4.66795001 25.21727902  3.76675666],[0.]
3,3,[-17.06667151 -19.77044551  22.568009    11.55633145],[0.]
4,4,[ -2.39742902  19.49654251  19.18282099 -28.36294598],[0.]
5,5,[ 19.36833188 -17.07607818   0.35955948   8.56749391],[0.]
6,6,[-16.0289204    6.58809943  23.63083851 -20.34694684],[0.]
7,7,[-11.0067679   11.06021367 -23.92996667  10.15697977],[-1.96094436]
8,8,[ -7.18794673 -23.03493196  -4.81966489   0.306124  ],[0.]
9,9,[-13.11452039  13.60431258   4.56040415 -11.25056076],[0.]
10,10,[-15.78314319 -26.15193212   5.15304966  -3.1718702 ],[0.]
11,11,[ 22.98991708 -22.92491397  27.79037795  22.0412262 ],[0.]
12,12,[ -8.8558113    8.98840578 -22.62072199 -19.06445127],[0.]
13,13,[-11.1226392    2.97065808 -16.58817163  28.74340899],[0.]
14,14,[26.57415424 19.71899788 -8.84339441  1.41900541],[0.]
15,15,[ 29.35199666  14.8628327   27.48581279 -22.62925877],[2.66615001]
16,16,[-16.31057874 -15.87651116  -2.22427054  -2.72228396],[0.]
17,17,[15.54188339  3.49099563 11.96892988 24.48479811],[0.73934169]
18,18,[ -4.21048078   2.6251538  -17.97173932   2.03363872],[-0.16458545]
19,19,[ 3.04404116 21.72788333  4.53320863 -2.82676453],[0.]
20,20,[ 1.60596183 -3.44715103 25.31759234 15.21556026],[0.]
21,21,[-10.33642616  25.43091441 -23.03572758  13.43639444],[0.]
22,22,[ 11.80989157 -22.75560946  -0.13208975  -4.07732057],[0.]
23,23,[27.29076115  3.46070005 15.53495068 27.27169136],[0.]
24,24,[ 18.6053532  -18.31437642 -15.17295586 -11.10548208],[0.]
25,25,[ -1.72847045  -1.76181891 -25.46229917 -26.21532077],[0.]
26,26,[-23.4429879  -15.29692277 -26.44314013  27.63443087],[0.]
27,27,[-2.44383001e+01 -9.63523883e+00 -2.02937470e-02 -8.12075979e+00],[0.]
