,evals,X,fX
0,0,"[-3.27219636 -3.01616263  5.38816734  4.19194514 11.59307301  0.64230569
 -0.60941282 -4.86306203 -3.2953249   4.17304802 23.8216576   0.44103857
  0.99050745 -0.99627716]",[0.02701988]
1,1,"[ 4.84130788  1.56712089 -3.07677384 -1.23610848 28.52449329  3.40876692
  0.19527392  0.8491521   8.78142503 -9.01653166  7.89550675  6.15089136
 -2.33417358  3.45938557]",[0.13083262]
2,2,"[-4.01700818  0.35916774 -0.08384065  6.01225023  2.18940883  1.52758435
 -3.05525905 -2.65452019 -7.44580486  6.69019728 20.48361655  0.68327482
 -2.40886071 -4.9570607 ]",[-0.]
3,3,"[ 0.316221   -1.61727392 -1.56516269 -3.25497578  5.22992467  2.71919118
 -0.95293607 -1.89627748 -9.6580428   2.68077877 27.30097619  0.21350553
  0.21462691 -0.34958015]",[0.69448127]
4,4,"[-4.93785684 -0.84032716  8.44886008  1.65812705  2.37506543  1.46870614
  3.3009626  -4.12072574  3.70058553  9.48726114 25.83290838  1.60461563
  3.19965528 -0.49478697]",[-0.]
5,5,"[-0.43780783 -3.55926547  0.73652591  9.84694453 14.97521843  0.72333464
 -2.45419983 -2.37083032 -9.04584519  4.32789702 16.52828189  0.3954842
  4.38540041 -2.85130843]",[-2.26497263]
6,6,"[-0.18837497  0.72023981 -2.41331219 -3.38698045 21.91368262  1.4355892
  2.266166   -4.03187336  1.19172298  9.40144302 25.64521522  1.1731291
  0.5031452   2.80214475]",[-0.04979553]
7,7,"[-1.33515713e+00 -3.77807248e+00  6.50543696e+00  4.97616603e+00
  5.23989065e+00  2.19340398e-01 -3.11897108e+00 -2.28298769e+00
 -3.78596871e+00 -2.59868122e+00  1.64283008e+01  1.88331542e+00
 -1.23543903e+00 -7.65001683e-03]",[-0.86496232]
8,8,"[-4.36707896 -1.43822668 -2.20999676 -0.32130967 22.36705335  2.4739806
 -1.59621419 -3.9415254  -2.18755729  6.40865647 13.36872411  1.6181656
 -2.68532669 -3.33065979]",[-0.]
9,9,"[-2.85153844 -4.36576035  9.52572156  0.42246721  9.00869791  1.87033087
 -1.53308603 -2.92882089 -8.10462724  9.98755297 13.03178982  1.48149223
  3.52801393  0.56762125]",[-0.]
10,10,"[-3.81287438 -0.76101448  4.05467361  9.86083704  2.90065767  0.91710375
 -0.04632013 -4.50262262 -1.02988574  0.03813758 14.81559747  2.87127276
 -2.70483705  1.53267788]",[-0.]
11,11,"[-2.31989515  0.91115672  3.30363315  6.11759628  8.91252111  0.89555493
 -0.97947745 -4.03813885 -5.36848824  7.30129689 26.9549492   1.83996267
  1.77776795 -4.24669401]",[-0.]
12,12,"[-0.4997808  -3.91858692 -0.52846849  9.32714871 28.93065977  0.41380546
 -4.78592905 -0.52225107 -9.81570865  0.95854484  5.97953581  3.54160852
  3.53768027  2.08922592]",[-4.84512126]
13,13,"[-0.09119068 -4.42002731 -2.98846781  9.99983896  4.04173294  1.12020278
 -1.9421972  -4.14852989 -8.30511616 -0.6239459  18.59811775  0.3444803
  3.25012673  3.54971004]",[-0.7502116]
14,14,"[-0.67773117 -0.75204232 -6.15796775  8.04408815 24.11392903  1.74805691
 -3.5700255  -4.16139113 -5.6038389   9.86533446  5.28703555  0.35115952
  2.74144591 -1.76588596]",[0.23318743]
15,15,"[-3.57429508e-01 -1.70455157e+00 -1.05245650e+00  9.61650177e+00
  2.93438318e+01  1.71784893e+00  1.45337269e+00  1.69481174e+00
 -5.02476891e+00  6.89146336e+00  2.38863265e+01  1.85664772e-03
  1.65696179e+00 -2.50193225e+00]",[0.29323096]
16,16,"[-0.0547102   1.67975655  9.38310862  9.46048758 22.34526706  0.09809665
  1.80375257 -4.64151902  0.07365654 -5.33493438  8.37760942  0.02843153
  2.84178507  1.901193  ]",[-0.12284142]
17,17,"[-0.19214826  0.13140733 -0.71628928  9.43185065 22.11878657  0.21219997
 -2.04776687 -3.74706708 -9.27789458 -7.32436369  8.6348528   0.80384954
 -0.56247025 -2.42510662]",[11.33103824]
18,18,"[-5.27469347e-01  4.77220660e-01  8.60409737e+00  9.18361646e+00
  2.82068648e+01  1.18236701e+00  1.49262010e-02  7.78580176e-01
 -3.58769443e+00  7.50842921e+00  1.34240266e+01  2.60626649e+00
  4.00499960e+00 -4.90622817e+00]",[-1.25686138]
19,19,"[-0.13080233 -4.47912989 -5.25105     9.25146529 11.68615961  0.3583266
 -3.30158761 -3.15006419 -1.91206334  9.22385756  9.58627954  0.61873243
  3.43049033 -2.90241248]",[-0.9773607]
20,20,"[-0.75126739 -1.34113748  0.25491357  9.93149567 25.03398013  0.94248875
 -2.66407814 -0.62736794 -6.00010381  0.69645199 21.12766823  1.95651297
  4.68064762  3.0246586 ]",[-0.85800208]
21,21,"[-0.18411187 -4.43026462  6.34981751  9.65096151  8.97465563  1.84859117
 -0.62516444 -0.21030641 -6.42388597 -7.79954355 10.14727312  2.21563584
  4.4453994  -3.83789382]",[-0.35689199]
22,22,"[-4.91009728 -3.72045586  3.60407114 -2.78312502 21.90443005  0.07444579
 -4.32257832  1.73304081 -7.96988421  2.92569164 23.327602    2.90971952
  4.08167048  0.37933328]",[-0.]
23,23,"[-0.95876247 -2.95904231  6.16303086 -2.84852568 24.65455888  0.58208469
 -1.24938226 -1.90603167 -8.08397697  3.24672083  5.6060565   2.74044859
  3.39273379 -4.21271152]",[0.1392612]
24,24,"[-2.67951012 -4.44226002  8.3309114  -0.12713457 16.90738157  4.13075837
 -3.9136929  -4.70190495 -8.66318441 -0.21582065  6.13036513  4.73415374
  3.92364904  1.50324301]",[-0.]
25,25,"[ 3.6896801  -4.31698724  3.36332321 -2.81935307 28.60374119  2.4467891
 -3.89169433 -3.53285387 -5.62449291  0.03886598  2.90061719  4.74790191
  4.14333897 -4.43700518]",[-0.]
26,26,"[ 4.40229356 -3.43514709 -1.93566918 -0.27980852 15.26876975  0.71369154
 -4.93048283  3.18416476 -8.01574213 -0.2847991  21.58014875  4.64290123
  3.56864452 -1.94463631]",[-0.]
27,27,"[ 2.13642299 -3.27673656 -7.38516301 -2.99602558 29.06399917  2.6725918
  0.54139855 -4.6038124  -3.44452556 -1.1239298   9.46756921  4.27689593
  3.89776145 -4.46694169]",[-0.]
28,28,"[-3.85307744 -4.77905632 -5.62920988  7.22454339 22.00362151  4.27591137
 -4.95788268 -3.04798141 -4.95411951  2.24543408  6.67656578  2.7112896
  3.56206183 -3.78459729]",[-0.]
29,29,"[-3.7837752  -3.32483257 -3.42434108  0.16811524 24.22366302  0.80785911
 -3.06168746  1.20942533 -2.31222975  1.87768555  2.39028294  4.3304994
  3.93344859 -2.1302801 ]",[-0.]
30,30,"[-3.09613675 -3.74181261 -8.97043414  4.80693342 26.67562926  0.88119406
 -0.61958768 -2.20462769 -1.72761868  2.1011519  18.93636729  4.74668831
  3.56339968  1.64770819]",[0.14363026]
31,31,"[-1.79371238 -4.64602964 -8.73194188  1.30004258 13.46875856  0.37370633
 -0.86042453 -1.4019078  -8.59063519 -1.05732472 12.7465628   4.36020012
  3.43778715 -4.61386564]",[0.08317291]
32,32,"[-2.35641509 -3.71559877 -6.05784148  6.46342786 29.9239207   1.53599296
 -1.54182751 -2.67501757 -9.8750375  -1.0781107  25.73288807  0.52597995
  3.48451526 -0.05104601]",[0.0214203]
33,33,"[-4.461863   -4.66447237 -5.67694008  8.81135908 28.36342619  2.25207779
 -0.49048879  3.74861181 -9.75173036 -1.17181968 22.00966099  0.82195894
  3.26781717  3.71578336]",[-0.]
34,34,"[ 2.33198643 -3.57931337 -9.35578428  9.60694975 25.72246518  0.91791182
  2.51896566  2.61347592 -6.82342953 -0.34229193 15.305206    2.36269631
  2.83064267  1.46191418]",[-0.9976913]
35,35,"[-4.38778847 -3.20714897 -1.66693926  8.60370334 27.79455835  3.23213865
 -1.53766995 -4.43274181 -9.65108558 -2.08196461 19.09254433  2.08477558
  4.05768248  2.83658147]",[-0.]
36,36,"[ 4.54394281 -3.49643473  4.06388879  8.00401982 25.01969302  0.94179546
 -0.88504491  0.41383326 -9.54886528  2.35201219  5.17231017  3.14387715
  4.03989129  3.936131  ]",[-0.]
37,37,"[ 2.5628829  -3.27744328  8.0922246   9.24749942 25.55962049  2.13364916
 -2.65917588  0.11839509 -7.40817824 -0.66266309 20.50907582  1.3248584
  4.0464267   2.71620214]",[-0.]
38,38,"[ 4.36951101 -4.78496246  4.35427666  6.61194306 29.83287002  0.03556103
  0.33482801  2.16967583 -8.40065744  5.18827892 11.95245009  4.31765333
  3.70728055 -2.08873928]",[4.49864199]
39,39,"[ 2.71096349 -3.94564638  9.12119627  8.39622365 24.78331939  3.50560172
 -4.56900386  1.19629085 -9.99161179 -3.157305    5.30851445  0.95312338
  3.86532758  4.67589617]",[-0.]
40,40,"[-1.62405312 -2.98167208 -5.9506613   9.01497293 25.68342167  2.95025035
 -2.48659049 -4.32528146 -8.62262962  4.67100439  9.72288132  0.04557549
  3.57748728  3.56770396]",[-0.00876369]
