,evals,X,fX
0,0,[-25.08473276  28.69958903  13.08439941 -18.40286152],[0.]
1,1,[  1.32480174 -12.07998168 -29.73041707  28.4693192 ],[0.]
2,2,[  0.49190381  12.92878054  24.07134293 -22.00521125],[0.]
3,3,[-0.40934613 -4.04823362 -9.45685897 -3.78451676],[0.]
4,4,[27.19870685 29.45867087 29.63708762 17.58573831],[0.]
5,5,[-29.04239525   4.52742911 -11.72916931  27.45122618],[0.]
6,6,[-26.49880024 -26.93418904 -24.0163187   -0.54726594],[0.]
7,7,[ 14.42766714 -27.85823631 -23.50432949   7.1464536 ],[0.]
8,8,[22.61786764 -0.75850181  4.21700086 12.17847655],[0.]
9,9,[-10.14801431  -7.36924808  17.40185024  -5.06668887],[0.]
10,10,[  8.57193319 -27.48616077 -22.7139239   25.49139007],[0.]
11,11,[-5.6296281   3.80646354 23.95782232 -8.03626351],[0.]
12,12,[ 9.66585915 14.82024524 16.35336435 18.21552756],[0.]
13,13,[-19.44345953 -15.84564166   8.33864137  17.63803924],[0.24656362]
14,14,[-17.03645323  27.98094006 -27.2347709  -10.93090975],[0.]
15,15,[-18.12091378 -16.00181269 -15.1250762   23.60712821],[0.]
16,16,[ 23.45628831  -4.44420812 -16.94740929   9.02443759],[0.]
17,17,[ -2.3460766   14.03203485 -10.49333896  21.754604  ],[0.]
18,18,[ -3.41199364  -4.92439672 -20.9861639   12.85968584],[0.]
19,19,[ 22.10890293 -24.34006474  15.92123552 -17.36239648],[0.]
20,20,[-26.48912807 -12.75763836  16.18992798  26.70504815],[0.]
21,21,[11.88738425 -7.03168224  5.64280001 25.42663776],[0.]
22,22,[ 22.82693793  -4.07458499 -29.57577983 -19.86996692],[0.]
23,23,[ -8.39853816 -11.10836885 -16.93577467  27.75221785],[0.]
24,24,[ -4.75217791 -21.49055711 -11.34129387 -17.84889662],[0.]
25,25,[-16.62630741   0.92736299  -3.65960379  14.00831904],[0.]
26,26,[-9.85635294 13.42371253 -5.95277613 12.63529692],[0.]
27,27,[-10.72681709 -17.70593635 -18.19892426 -22.05023058],[0.]
28,28,[-22.97924718 -25.75583173  -6.23477414  17.49477391],[0.]
29,29,[ 24.3317273  -25.11994053  -1.56382149 -10.35821686],[0.19077386]
30,30,[ 4.79834976  6.22658533 24.83308467 21.16030927],[0.]
31,31,[ 28.77171723  28.26631979 -12.83358287  18.16262769],[0.]
32,32,[ 12.78326358 -10.94333239  17.63418938  -3.24612588],[0.]
33,33,[ 9.80770636 25.80997139 -5.9283335   0.88642735],[0.]
34,34,[-12.91730006   7.90982555   8.23074322   0.53946151],[0.]
35,35,[ 18.47423477  -1.78513173  28.41375573 -11.86372437],[0.]
36,36,[ -6.60212835 -11.5339871   -4.99323034 -27.62678887],[0.]
37,37,[-11.82999063  -6.41846808  -2.40909896  22.77195153],[0.]
38,38,[16.96453498 -5.18554233 25.53006628 -4.77667388],[0.]
39,39,[ 9.51133292 -2.50866684 -1.07608718 -6.29152485],[-0.22743419]
40,40,[  1.5863425    8.61770155 -14.34677301  -1.49460774],[0.]
41,41,[ -8.24664325 -20.18077496 -11.75286648  19.19389161],[0.]
42,42,[ 18.09122982  15.79875784 -19.72303964 -14.49760577],[0.]
43,43,[-13.22155746 -13.05884149 -19.49182497   7.12448612],[0.]
44,44,[16.07693339 13.57380608  5.61595511 -9.85484416],[0.]
45,45,[ -8.55193446  10.2795119  -21.95016492 -21.34406559],[0.]
46,46,[ 22.87253608 -19.5999331  -14.22979364  -1.24292561],[0.]
47,47,[-11.57555674  -1.92228504   3.86950584   5.66980227],[0.]
48,48,[-20.30467784 -22.42497767   1.27395767  16.23305305],[-7.2758822]
49,49,[-28.1299086   17.30237121  -8.19249257   8.73565661],[0.]
50,50,[-28.23491788  19.53047696 -11.86613231  -7.6147085 ],[0.]
51,51,[-19.50230783  17.99822679  -0.99592988   8.44161792],[-0.02513564]
