,evals,X,fX
0,0,"[-3.27219636 -3.01616263  5.38816734  4.19194514 11.59307301  0.64230569
 -0.60941282 -4.86306203 -3.2953249   4.17304802 23.8216576   0.44103857
  0.99050745 -0.99627716]",[0.02701988]
1,1,"[ 4.84130788  1.56712089 -3.07677384 -1.23610848 28.52449329  3.40876692
  0.19527392  0.8491521   8.78142503 -9.01653166  7.89550675  6.15089136
 -2.33417358  3.45938557]",[0.13083262]
2,2,"[-2.71794267 -2.04064948 -9.29537459 -8.77175692  5.8944209   4.83012371
  2.24977921  4.13103758 -2.9136448   7.53273544  2.78200851  2.49534922
  4.84957551 -2.50382149]",[0.]
3,3,"[-3.05114437 -3.19808374 -9.07389963 -9.02411462  5.29183845  3.99090186
  3.49312324 -1.87873425 -3.90737692  9.83452524  6.09497019  4.20287422
 -4.14161162  3.40538479]",[0.]
4,4,"[ 1.15160153 -1.70139032 -9.34425869 -8.34561011  2.69625218  1.50451753
 -2.30553318 -4.40876161  5.58067439  9.40538     5.39526944  4.04637682
 -3.73169109 -1.69470904]",[0.59309063]
5,5,"[ 3.49766027 -3.52955999 -8.31117192 -8.74186618  8.30663767  5.16205016
 -3.54545665  4.51898205 -6.70414313  8.90780586  2.97451527  1.34351645
 -4.00514547  0.92318158]",[0.]
6,6,"[-4.51239848  2.98710342  9.85722164 -9.36319533  2.4004845   0.71793781
  3.52316349  3.39214054 -8.5656438  -6.07136066  4.80623381  5.96674165
 -1.54387752 -0.99590699]",[-1.45388555]
7,7,"[ 2.61937585  2.04879975 -5.72640488 -8.90618455  2.13274539  5.50797186
  2.48285385  2.21123799 -3.23470153  3.51936463  4.72838097  2.96973049
 -2.63664773 -1.41210636]",[-0.02505901]
8,8,"[ 1.14422551  4.83577188 -9.01943026 -9.86558469  6.24786098  3.86241713
 -4.39110027  1.91672019 -3.54734727  8.92872848  7.73802146  1.56708609
 -1.25512324  3.98271405]",[0.02447837]
9,9,"[ 2.00717293  4.66459511 -3.33340303 -9.37589716  2.04395945  4.06216191
  1.03650113 -0.32267319 -3.37048521 -4.72175835  3.18361913  1.39696526
  4.70365725 -1.1016109 ]",[-0.48542619]
10,10,"[ 3.46242725  0.37919435 -5.08015628 -9.6038666   4.94413749  3.97241447
  3.44968601 -3.81934441 -5.92005728  9.73569002  4.50779001  3.80737609
  1.32662827 -0.14092521]",[0.39980918]
11,11,"[ 0.44395018 -4.3674102  -9.77743947 -3.89072603  2.27802822  5.06860464
  2.8109325  -4.89642808 -1.20775903  9.9956302   3.00426058  2.8787094
  0.38566788  2.29713256]",[0.]
12,12,"[ -5.           3.7015744   10.          -6.54200622   2.
   1.12986224   2.96971705   5.         -10.         -10.
   2.           5.05036601  -1.57898098   5.        ]",[-0.38482267]
13,13,"[ -5.           3.70064447  10.          -6.54309967   2.
   1.12905298   2.9694077    5.         -10.         -10.
   2.           5.0494131   -1.57920658   5.        ]",[-0.38554451]
14,14,"[ -5.           3.70109807  10.          -6.54354731   2.
   1.12857329   2.96920396   5.         -10.         -10.
   2.           5.04939106  -1.57928503   5.        ]",[-0.38555721]
15,15,"[ -5.           3.70063069  10.          -6.54307083   2.
   1.12908806   2.96950744   5.         -10.         -10.
   2.           5.04928704  -1.57913063   5.        ]",[-0.38560352]
16,16,"[ -5.           3.7003562   10.          -6.54266987   2.
   1.12906466   2.96890988   5.         -10.         -10.
   2.           5.04973355  -1.57950643   5.        ]",[-0.38534465]
17,17,"[ -5.           3.70114166  10.          -6.54354754   2.
   1.12858384   2.96974393   5.         -10.         -10.
   2.           5.04962563  -1.57921016   5.        ]",[-0.38537401]
18,18,"[ -5.           3.70084728  10.          -6.54317231   2.
   1.12882952   2.96942059   5.         -10.         -10.
   2.           5.04932273  -1.57917981   5.        ]",[-0.38558819]
19,19,"[ -5.           3.70125724  10.          -6.54266848   2.
   1.12860736   2.96911417   5.         -10.         -10.
   2.           5.04997849  -1.57923151   5.        ]",[-0.38504813]
20,20,"[ -5.           3.70083036  10.          -6.54264875   2.
   1.12900626   2.96912348   5.         -10.         -10.
   2.           5.04908842  -1.57917833   5.        ]",[-0.385713]
21,21,"[ -5.           3.70089602  10.          -6.54347161   2.
   1.12881779   2.96944242   5.         -10.         -10.
   2.           5.04945652  -1.57914458   5.        ]",[-0.38548661]
22,22,"[ -4.2477162    2.92677782   9.44937291 -10.           2.43647732
   0.73181084   3.57278436   2.9450091   -8.02077813  -5.27175146
   5.49930867   6.01821822  -1.24918519  -2.66533924]",[-1.06734557]
23,23,"[ -4.24772667   2.92675664   9.44941101 -10.           2.43649036
   0.731801     3.57279366   2.94499377  -8.02079114  -5.27170329
   5.49931622   6.01824533  -1.24924298  -2.6653179 ]",[-1.06738172]
24,24,"[ -4.24773692   2.92676683   9.44937228 -10.           2.4364613
   0.73180825   3.57277379   2.94500709  -8.02077129  -5.2717714
   5.4993318    6.01822931  -1.24917854  -2.66533676]",[-1.06735475]
25,25,"[ -4.24767631   2.92679271   9.44934146 -10.           2.43646172
   0.7317985    3.5728098    2.94500491  -8.02079327  -5.27179425
   5.49929714   6.01822222  -1.24919693  -2.66529678]",[-1.06737225]
26,26,"[ -4.2477169    2.92678089   9.44937531 -10.           2.43647496
   0.73181134   3.57278771   2.94500739  -8.02077748  -5.27175821
   5.49930491   6.0182158   -1.24918869  -2.66534147]",[-1.0673416]
27,27,"[ -4.24773214   2.92679415   9.44940222 -10.           2.43648575
   0.73181298   3.57279451   2.94503761  -8.02081911  -5.27168414
   5.49927685   6.01823608  -1.2491986   -2.66532595]",[-1.06736653]
28,28,"[ -4.24772651   2.9267971    9.44938635 -10.           2.43646904
   0.73180637   3.5727914    2.94502362  -8.02077496  -5.27175977
   5.49930707   6.01821948  -1.24919082  -2.66537179]",[-1.06731778]
29,29,"[ -4.24771514   2.92678314   9.44936602 -10.           2.43648227
   0.73181017   3.57278416   2.94501472  -8.02077912  -5.27174728
   5.4993032    6.01821952  -1.24921191  -2.66534851]",[-1.06733221]
30,30,"[ -4.24771413   2.92678296   9.44937715 -10.           2.43646044
   0.73179222   3.57278235   2.94500539  -8.02077036  -5.2717582
   5.49930651   6.01820653  -1.24918996  -2.6653397 ]",[-1.06733599]
31,31,"[ -4.24771446   2.92681578   9.44941864 -10.           2.43646514
   0.73180739   3.5727734    2.94500372  -8.020778    -5.27175892
   5.49926483   6.01821299  -1.24922817  -2.66540144]",[-1.06730949]
32,32,"[-4.76170331  2.84421174 10.         -9.15994943  2.48738983  0.57624471
  3.60056773  3.62966254 -9.06809606 -6.13571878  4.42055678  6.15681347
 -2.0785937   0.18642291]",[-1.61551388]
33,33,"[-4.76171632  2.84413001 10.         -9.15978234  2.48736216  0.57630511
  3.60045291  3.62963613 -9.06805907 -6.13565663  4.42062592  6.15674012
 -2.07862207  0.18645202]",[-1.61563326]
34,34,"[-4.76170126  2.84406681 10.         -9.15971189  2.487403    0.57626226
  3.60054942  3.6296388  -9.06812109 -6.13573297  4.4206303   6.15665452
 -2.07867254  0.18636422]",[-1.6157714]
35,35,"[-4.76183921  2.8442094  10.         -9.15981756  2.48728102  0.57626299
  3.60058649  3.62974798 -9.0680858  -6.13578001  4.42062061  6.15697488
 -2.07861553  0.18632814]",[-1.61528597]
36,36,"[-4.7615713   2.84407351 10.         -9.15972174  2.48739165  0.57632911
  3.60044238  3.629764   -9.06803324 -6.13555952  4.42065212  6.15670992
 -2.07876444  0.18642149]",[-1.61586912]
37,37,"[-4.76162929  2.84412976 10.         -9.15962004  2.48733704  0.57635049
  3.60055913  3.62953785 -9.06804094 -6.13539757  4.42053705  6.15674631
 -2.07853572  0.18648634]",[-1.61552863]
38,38,"[-4.76169237  2.84417107 10.         -9.15978174  2.48734822  0.5762953
  3.60057838  3.62968168 -9.06805039 -6.13560515  4.42055889  6.15675921
 -2.07862814  0.18642113]",[-1.61563298]
39,39,"[-4.76174164  2.84417632 10.         -9.15976921  2.48733628  0.57627999
  3.60058141  3.62970754 -9.06807335 -6.13564919  4.42059273  6.15677755
 -2.07863619  0.18639558]",[-1.61561744]
40,40,"[-4.76170283  2.84434505 10.         -9.15975225  2.48731216  0.57640231
  3.60065983  3.62968334 -9.06787233 -6.13551886  4.42048339  6.15663652
 -2.07888629  0.18639686]",[-1.61573929]
41,41,"[-4.76172454  2.84417446 10.         -9.15979094  2.48731602  0.57627617
  3.60060049  3.62968292 -9.06807922 -6.13559525  4.42057711  6.15667225
 -2.07868014  0.18643181]",[-1.61579269]
42,42,"[-4.75413802  2.62313686  9.49114635 -9.52541587  2.62675207  0.44495165
  3.72117065  3.45989811 -9.11733977 -5.42976848  4.59427874  6.28318531
 -2.40439463  0.04634457]",[-1.64551786]
43,43,"[-4.75411671  2.62313487  9.49115666 -9.525432    2.626764    0.44496014
  3.72115845  3.45988606 -9.11735613 -5.42975167  4.59426068  6.28318531
 -2.40438264  0.04633937]",[-1.64554548]
44,44,"[-4.75412113  2.62314239  9.49118764 -9.52548124  2.62673658  0.44495786
  3.72116809  3.45987944 -9.11736453 -5.42973785  4.59425852  6.28318531
 -2.40438997  0.04634704]",[-1.64555715]
