,evals,X,fX
0,0,[-29.1783722   -9.88597469  24.02233706 -13.23930515],[-1.47176447]
1,1,[  4.21160816   5.94304467 -17.48085593  29.04784727],[0.]
2,2,[ 9.7209123  -6.94311658 16.03332081 12.88849605],[0.]
3,3,[ -5.87800147  19.75775518   7.98866042 -13.75709261],[0.]
4,4,[-15.67071458 -13.2852067    1.46187859 -18.48243325],[0.]
5,5,[24.29088068 13.84230154  7.5453811  21.59954111],[0.]
6,6,[-28.24910103  12.72790454  22.60575453  18.36524414],[0.]
7,7,[ 10.10348738 -25.63734991 -29.22037701   1.3236457 ],[0.]
8,8,[-20.54414967  14.26077381 -21.01795321 -15.27818288],[0.]
9,9,[ -1.80787116  15.7805529  -15.93678165   8.53808146],[0.]
10,10,[12.9215413  25.06553441  9.28613754 -0.89727826],[0.]
11,11,[  2.60224069 -15.93640854 -20.52987657 -20.76455916],[0.]
12,12,[ -7.52894958  -3.62782757 -20.78006887  25.91952835],[0.]
13,13,[  5.32699117   2.39702889 -10.40746031   2.46758077],[0.]
14,14,[ 23.09235277   2.18229741   5.62723232 -16.22948065],[0.]
15,15,[ 1.68446089 25.69121809 19.81392721 -2.18853073],[0.]
16,16,[-22.97811377  18.39017108   0.37974532 -27.39972608],[0.]
17,17,[  1.87664286 -17.28701061   9.9880072   -4.9983098 ],[0.]
18,18,[-9.78583303 24.62386664 15.90094267 -4.95949508],[0.]
19,19,[ 18.06747096  -4.14489627 -20.95651248 -10.54625742],[0.]
20,20,[ 14.81314914   2.96937754   1.78400845 -25.18365113],[0.]
21,21,[-18.0019428    1.42264945  -5.99137205 -16.2213332 ],[0.]
22,22,[-23.81793971  29.86781744 -16.86800766 -20.23281766],[0.]
23,23,[  6.68862861   5.41431844  14.1282333  -10.53199081],[0.]
24,24,[ 1.0536487  -5.43300526 18.36510103 18.7962607 ],[0.]
25,25,[-10.31887312  -3.79772902   6.85008727  29.45327233],[0.]
26,26,[ -9.64650328 -23.37608896   2.96539252  15.16990132],[0.]
