,evals,X,fX
0,0,"[ 7.34420585 -1.71809592  1.68829751  9.7274707  -2.12418861  0.93793779
 -1.0332881  -0.73966579  1.94197479 -4.46722956]",[69.50406841]
1,1,"[-4.34653025  2.65163798  8.74464884  0.83617563  9.02509111  9.83963757
  8.49368923  5.96109522  8.35396882  3.38705819]",[154.08535679]
2,2,"[ 4.48416709  0.80675267 -1.57887251 -0.73674538 -4.8590765   7.13226623
 -0.40928208  7.12700498  9.57811059  0.11365224]",[74.91910495]
3,3,"[-2.30369075  5.77773965  7.73223397  2.95169104  7.50075037  0.02978402
  4.07786921 -4.03305277 -2.63428737  5.22783078]",[36.20660784]
4,4,"[-3.79017862  7.39831244  4.39968702 -1.5026692   4.33319194  3.69227188
  3.32781356 -0.07752808 -3.96362786  3.97436771]",[17.0580615]
5,5,"[ 5.26543878  1.15744922 -4.27174043  8.78458681 -4.27926194  2.32344599
 -1.48511599  9.82570816  7.0363414   0.54447685]",[93.52538887]
6,6,"[ 4.88487385  5.60697246  2.98110622  0.1935409   6.74951091 -3.00957882
 -1.0756396  -4.29544617  6.81959872  1.96972148]",[49.89025365]
7,7,"[-2.61073286e+00  5.57784973e-03 -4.01151603e+00  7.87245403e+00
 -2.82945430e+00  3.87393522e+00  6.89884701e+00  2.65080660e+00
  1.21705022e+00  2.53521607e+00]",[26.2772306]
8,8,"[-0.67881999  6.94031448 -0.70811071  4.17311224  9.64561759 -1.64655966
  1.34806504  7.74609456  4.73077713  8.60348365]",[80.35305705]
9,9,"[ 5.47379306  1.60827398  6.85954654  1.61301521  0.19398693  7.9394071
  6.25993286  2.17062726 -0.17007351 -1.82108714]",[33.28082398]
10,10,"[-0.36488428 -1.78423474 -3.98394452  4.73711744 -0.72526317 -0.56845429
 -0.69256063 -0.10099385  7.39077453  5.73563827]",[21.03497276]
11,11,"[9.22409947 5.25671403 5.76898694 1.68942516 8.54645492 7.77916438
 3.25170165 9.3961196  0.35680975 2.49135255]",[92.85639762]
12,12,"[ 1.36006172  8.55489219 -0.73174446  5.55387473  3.01875247  0.2307158
 -1.59842988  0.415417    1.49786744  2.31641129]",[36.21964775]
13,13,"[ 8.91852507 -4.91214437  5.19983548  0.47492922 -3.71277742  6.40777455
  2.90753491  3.99997394  2.63891346  8.45273278]",[45.37209377]
14,14,"[-3.76479383  7.16108801 -0.67078559  4.28419616  9.50660498  7.10474467
  6.51724602 -0.57567518  0.47591522 -2.66041253]",[81.02411969]
15,15,"[ 5.48665797 -3.42617188  3.89644754  2.08279292  0.54663096 -1.32155894
 -3.29439029  4.40767361  2.9352187   5.75812469]",[22.60279832]
16,16,"[ 3.00437224  0.0954458   5.90272633  6.52434408  1.7250347   2.42754211
 -3.37327262 -0.02691348 -3.02508217  2.6548825 ]",[47.71608717]
17,17,"[ 0.6878399   4.90012863 -2.12402079 -0.58762165  8.73286341  7.21736383
  9.04487992  4.55156526  8.48535125 -3.60773042]",[96.96420851]
