,evals,X,fX
0,0,"[ 1.6655055   9.30247351 -3.26807579 -1.49653007 -0.89758589 -0.59397925
  5.96279855  9.37926923  8.98918538 -0.16091092]",[147.47707437]
1,1,"[ 9.97255599 -1.64154561  7.44569435  9.5568431   8.52857763 -4.34819022
  9.97979888  1.94589244 -4.22380049  6.42752586]",[134.10914787]
2,2,"[-0.93897386 -3.59647252  4.82251978  6.39460116 -2.55758476  3.84427127
 -2.53134608 -3.45458264  1.66299446 -2.76010578]",[51.44264249]
3,3,"[ 5.29461331  3.66491125  0.82357991 -3.49096324  3.10612612  9.11962602
  2.44306527  0.8809412  -0.72193242  1.96862264]",[45.09147967]
4,4,"[-2.71421001  6.79788569  3.13365173  2.55229229  6.65341479  5.66090152
 -0.27907251  5.18179988  6.77964025  7.01663326]",[65.6491487]
5,5,"[ 9.33402448 -1.59813738  6.60674988 -2.75366637 -2.60424304  8.63003569
  7.66251375  9.75537594  2.77625373 -3.96128627]",[112.92220844]
6,6,"[ 1.79133559  9.74174643  8.25920638 -0.37942545  5.82532647  0.47874949
  2.87068955 -4.46986352 -0.22622794 -0.5322015 ]",[81.3998009]
7,7,"[-3.35627666  3.09856186 -4.26256651  7.55988144  1.33174944 -4.17782224
  4.03075012  2.88807917  7.88551692  7.56185963]",[17.35941182]
8,8,"[-1.71413584 -4.14873258 -1.35522685  1.8568112   8.41422957  2.64849046
 -2.46466065  0.9655291   4.14660426  1.69635475]",[28.38005501]
9,9,"[ 5.92993428  4.48439969  3.61043768  4.65220728  0.22526512  5.95906154
  0.39665653  4.09374269 -4.31127791  6.1138825 ]",[31.21560701]
10,10,"[ 4.5567692   7.39627528 -1.97008428  8.11912316 -4.96759723  6.54538602
 -1.27049965  0.04008177  3.03141923  3.65748222]",[42.38322665]
11,11,"[ 7.46069701 -2.15991762  4.8812312   6.20980162  2.42661691  1.49460142
  3.48236006 -3.38090659 -0.93748274 -2.47400694]",[40.71131709]
12,12,"[-4.90458537  4.20320571 -3.11545634  2.90483054  6.30921092  8.32416588
  9.57540503  5.14498774 -2.10565804  9.34090561]",[108.97993417]
13,13,"[ 2.27792426 -0.96170555  2.61754785 -0.70635828  9.34789906 -2.99801848
  6.07785663  2.03151969  8.727337    5.25672193]",[96.28975515]
14,14,"[-1.79420243  1.29264422  7.67888849 -2.41691697 -1.15742003 -1.62434429
 -4.77721758  7.97753879  6.27101392 -0.77240106]",[42.39864802]
15,15,"[-3.63776509  1.52693406 -4.23495731  6.17689023  5.17292279  8.15975037
 -2.79594409  9.92065393  7.72701251  4.61985626]",[101.31389221]
16,16,"[-0.72677191  6.15380445  0.55501682 -3.94782939  8.08988392  2.00887892
  5.21853531  1.18092282 -1.61346535 -3.44442491]",[42.24733259]
17,17,"[ 9.65056505 -1.50998219  9.18418881  7.65372196  3.50489756 -4.69797301
 -0.90356485 -0.23270866  2.41208501 -0.9023403 ]",[51.8946697]
18,18,"[ 6.91164327e+00  8.59715472e+00  2.20838482e+00 -1.87626214e+00
 -4.16027852e+00 -3.37705591e-04  1.05558876e+00 -4.37587514e+00
  4.06814975e+00  1.16047051e+00]",[29.88657454]
19,19,"[ 2.2963993  -4.13764193  4.70916166  3.1810849  -1.38733242  4.59968854
  9.07258015  4.74870906 -4.57101433  7.39383769]",[61.70350742]
20,20,"[-1.01938471 -2.40411397  9.23661643  2.0957981   0.2468951   2.52031551
  2.18021265 -1.24025949  3.43231961  9.30950256]",[59.97906369]
21,21,"[ 9.38714582  1.52889105  5.8124225  -3.9836941   6.76313241  8.02771798
 -3.05366416  1.60708198  0.6892143  -2.55510121]",[44.41875234]
22,22,"[ 6.48566549 -0.0428526   3.32301224  6.16567304  9.56869251 -2.07036633
 -0.51827533  4.95557691  8.95448154  4.29989484]",[113.80440663]
23,23,"[ 1.00564799  4.15568247 -3.03557587 -0.15910571 -3.38492289  6.7067338
  7.85759023  8.89380218 -3.56245902  3.02386833]",[64.92484123]
24,24,"[-3.55783034  7.48083078 -1.90609398  9.83462379  3.32476846  0.80220947
  4.6950325  -4.69964579  6.16064994  0.13306205]",[88.81518071]
25,25,"[ 7.05627444 -4.72509076 -3.97637012  7.66090497  5.6885722  -3.38161672
 -0.51391399  7.90225921  5.53434618  9.35868555]",[55.21479582]
26,26,"[-2.56248326  5.59852266  6.41900564  4.10282644  1.46219836  6.24455508
  2.15460969  1.95369547  8.71602644  2.11726155]",[70.8679975]
27,27,"[ 3.72858973  8.16091368  3.50874759  2.80529116  9.73605633 -0.54783928
 -2.1244578  -0.26987102 -1.91676711  6.21661255]",[77.16961584]
28,28,"[ 0.58420239 -1.70434997  0.89032912 -0.30972189 -2.77789427  7.67200395
  9.82354749  5.92998538  2.62995591  0.88417059]",[86.40098696]
29,29,"[ 5.6709062   2.59500518  7.13430089 -3.36083309  0.23308267  2.10520969
  6.03797804 -3.30767656 -4.37607495 -3.35955823]",[42.25735984]
30,30,"[ 9.73803146  8.70992996 -2.19758975 -0.27153694 -1.44445942  6.94623613
  6.99550978 -3.66059567  6.28729167  5.90969025]",[73.64193386]
