,evals,X,fX
0,0,"[ 4.12067122  9.82205841 -4.95327309 -3.10263228 -1.73906351  8.34537191
 -3.51736194  8.97244927  9.87550508 -3.77118319]",[177.14266287]
1,1,"[-0.51999542 -4.93260427  5.39928462  2.83120043  9.67489726 -1.72890015
  9.6173298   0.89729489  1.49716974  3.79874066]",[129.85489049]
2,2,"[-2.57693359 -1.87906176  3.60801378 -3.08219561  6.17786065 -2.93753242
  7.10014701 -0.16577924  6.2749372   0.0591117 ]",[62.0621735]
3,3,"[ 4.15461939 -4.73849777  9.03871049  4.03697711  5.15216297  3.39303726
  7.9656185  -0.21739352  7.00437781  0.57225774]",[63.07461652]
4,4,"[-2.49177051  0.84314045  5.05728662  2.02998857  6.66380325  1.73947465
  9.14453111  3.58377073 -1.82935577  8.05102483]",[72.0815636]
5,5,"[ 1.86370428  0.56464485  4.13755869  4.32976875  6.84367125 -3.06824582
  8.45346571  1.99669299 -1.34264623 -0.91769713]",[39.25903542]
6,6,"[ 1.34275707 -3.7774284   0.0555774   2.3692668   7.78275986  1.12402653
  6.85244804  3.79682422 -3.36168192  0.25068579]",[25.22413169]
7,7,"[-4.98164358  0.49036498 -0.09601967  4.98557224  6.20877715 -2.26371601
  8.23692265 -1.09400773 -2.90905623  2.37623689]",[50.76840946]
8,8,"[ 1.44381835 -1.11493171  3.66659192  3.62972321  4.51979335  1.21262359
  4.08381814 -0.57176492  4.21157506  6.14329405]",[11.84429385]
9,9,"[-1.15482079 -3.70533291  4.42025235  1.89965502  4.24904674 -1.81863967
  3.96628987  1.80825707 -0.69664952 -1.72899757]",[17.1627511]
10,10,"[-4.480333   -1.27102864 -0.27800411  7.94600012  8.45782973  3.37062234
  4.73996419 -3.95247095  6.53331371  2.07065275]",[43.43219391]
11,11,"[ 2.90569365 -1.40406915  5.68169091  6.99166775  8.67216499 -2.9844334
  6.09720082  2.97254513  4.10154199  6.3045977 ]",[77.91431913]
12,12,"[ 0.34206902  0.88622184  5.45981946  9.96851981  4.93100568 -4.52564988
  3.76713038  2.35798292  2.16040571  6.95602651]",[81.40974126]
13,13,"[-4.22903071  1.26605674  0.06415107  8.69010121  5.23184361 -0.81939548
  3.19179169  4.16001547 -2.70038455  8.01982733]",[49.95577361]
14,14,"[-4.01184435  3.94843928 -1.7827146   8.64084065  4.63993011 -3.158019
  2.41329515  1.57389043  8.53277343 -2.61367887]",[55.46347998]
15,15,"[ 0.50690502 -4.83687368  7.11991506  0.53740978  3.92503867  9.46568966
  3.83633457 -0.8085984  -3.37216354  0.84052678]",[68.9161197]
16,16,"[ 7.24352741 -4.23244209 -1.23616683  2.99623549  5.27522754  0.6579648
  2.60238925  4.6857357  -3.55679885  9.77703085]",[36.68116056]
17,17,"[ 5.38822463 -4.75221735 -1.428922    4.83985454  4.67436544  8.00785452
  4.74198843 -4.12705646 -1.20664005  6.16520374]",[35.31498139]
18,18,"[-3.82225808e+00  5.67987591e+00  2.93682798e+00  9.35507357e+00
  4.95894461e+00  1.21156737e+00  4.10457809e+00  3.56031131e+00
 -3.45540027e+00  3.96794886e-03]",[75.87127934]
19,19,"[ 4.17104437 -2.45908329  5.97280358  9.46374059  4.81015897  3.09329838
  5.01357864 -2.85795506 -0.61211299  0.74336303]",[96.08320579]
20,20,"[-0.96730536 -3.28141479 -1.96548806  7.151452    5.6608544   0.76610878
  4.23474648 -4.10374922 -2.3565065   6.92093116]",[48.82053063]
21,21,"[-2.6944404  -3.95769899  8.11061236 -1.20356157  4.83131992 -4.39319575
  2.54924493  5.22881041 -2.328014    6.57979078]",[40.40782575]
22,22,"[-2.61323726 -4.44853084  1.70690348  2.88414132  4.93244377  2.17755683
  4.77874175  2.93389347  4.02020029  6.72913676]",[21.89600044]
23,23,"[ 1.49420649  3.34321415  2.9314604   4.70996089  5.20312103  2.85632456
  3.56774672 -2.5663259   1.68413699  4.20974029]",[28.67064546]
24,24,"[-3.31426983  3.58068736  2.47359519  2.737473    4.57850173  3.06701393
  3.2125728   2.40990655  3.10590278  1.8476666 ]",[10.31779233]
25,25,"[ 3.136379   -2.87033191  5.74443551  2.46224508  4.51258024 -0.78571267
  3.05195139 -4.05400719  5.79990923  7.50334588]",[52.54949228]
26,26,"[-3.00191152  3.20461252  1.96983253  3.90791551  4.95900104  0.45022968
  3.65512748  4.35614603  5.83411548  1.40336877]",[28.46474272]
27,27,"[-1.4587589   1.74933153  3.3105419   2.63830087  4.97311528 -3.00560256
  3.84327408  3.02240726  2.8570891   4.24049068]",[22.71274604]
28,28,"[ 6.08540056 -1.02411704  3.20416026  3.22065674  4.74637748 -2.04421825
  3.29023569 -3.78140782  2.48397445  8.34881703]",[25.82833136]
29,29,"[-2.50866486 -2.53100434  3.85624257  3.32144505  5.03558826 -2.75879458
  4.22095016 -3.27791599  5.27367624  4.68375213]",[47.20802909]
30,30,"[-1.16291769 -3.05245667  2.52304978  2.57593732  4.71283353  4.81153943
  5.01096598 -4.89911016  6.73008549  5.74308265]",[52.30215376]
31,31,"[ 4.78652409 -3.70710912  2.51346706  3.39812697  5.18812024 -2.21845663
  4.1507565  -2.00768408  1.37863191  8.20673162]",[36.49741799]
32,32,"[ 0.53696265  1.22503846  0.88309437  2.10507713  4.8443756  -0.56925395
  0.15876577  2.78175917  5.31127423 -1.44790414]",[20.87748381]
33,33,"[-4.41759638 -1.68378357  1.4013798   2.15119614  4.49090035  6.60880037
 -0.60756994  3.36563338  0.13641073 -2.1934592 ]",[24.78984313]
34,34,"[ 2.07419322  4.53065507  0.60307295  2.19508568  4.78392448  4.34619945
 -1.10983527  0.24640178 -0.32490683  2.76762505]",[14.70699747]
35,35,"[-1.28807641  8.0326247   0.70233007  4.09806363  4.74488232  2.4997396
  6.9636177   3.09420525 -2.3909717  -0.90995303]",[31.66097235]
36,36,"[-3.153331    7.86990003  0.96291913  3.18841133  4.36995513  1.88067521
  7.0966187   0.05924264  4.46275036  5.87889099]",[20.60226062]
37,37,"[ 0.40521559  1.10543245  0.21702347  1.64569807  4.3553998  -1.93060211
  7.32905053  1.59439775 -2.20286215  1.70154427]",[20.59269565]
38,38,"[ 0.48892813  1.90555025  3.9744865   3.52502788  4.37029503 -1.53724507
  2.54886613  1.03426355  7.14203859 -3.0263306 ]",[16.67509577]
39,39,"[-2.64601595  2.80128579  1.20618766  2.25706001  4.6881616   3.62944002
 -0.97725354  2.40646188 -2.46790989  4.44668313]",[18.65167182]
40,40,"[-2.97715214  8.57134716  2.09462772  2.53578904  4.56893632 -2.47631924
  1.60749493  1.46384405 -2.35838802  3.93705131]",[40.13987297]
41,41,"[ 0.58665376  3.52464866  0.31778143  2.71745349  4.43511611  6.55956663
 -1.04692712  0.99383597 -1.4245113   6.39940376]",[25.46781865]
42,42,"[-1.39971157  2.40481031  1.52687677  3.50690767  4.58023502  2.63551718
  4.14050475  2.99780573  1.92570825  3.40265751]",[10.94363333]
43,43,"[-1.98092533  2.46194956  2.79353908  2.74816082  4.47569538  3.23051902
  5.58025909  2.80874574  4.44209749  4.39480596]",[27.02581648]
44,44,"[-0.66991516  2.19017628  1.4460025   3.35354374  4.44968879  1.32122529
  2.30552214  2.60535985  2.99061922  1.21363219]",[8.59728025]
45,45,"[-0.98577886  1.63991287  2.50654666  1.92771924  4.55477546  1.3491149
  5.39142504  3.52444345  4.77836237  3.43631596]",[25.88594303]
46,46,"[-3.78167026  3.15625022  2.50797896  2.15385402  4.71572654  4.8873375
  5.94746913  1.19106547  3.30840322  4.16567501]",[33.31872764]
47,47,"[-0.79882703  2.16835975  3.19371112  2.34447631  4.69889512  5.54263053
  3.95862805  1.36118572  3.75070914  3.70687003]",[24.58241778]
48,48,"[-1.09651768  3.23573297  3.49559622  1.98622498  4.46371679  3.290514
  3.5421018   3.42633247  5.38380562  2.79569217]",[20.24077223]
49,49,"[-1.46174837  1.87639378  2.14115932  3.08521747  4.44155384  4.33430766
  5.55185278  2.08876077  0.95001489  3.66554759]",[23.64774297]
50,50,"[-4.01416581  3.25685643  1.70039135  3.51991772  4.44997144  4.47722673
  5.82535027  1.57279223  3.20038197  3.79134074]",[25.92672152]
51,51,"[-1.7459874   1.67905412  1.48067231  3.11306309  4.56518355  3.6373891
  3.76334346  3.47923291  2.74291297  3.95364431]",[9.47974557]
52,52,"[ 2.45905434 -0.197986    2.4570163   3.38789184  4.21933442  2.61284407
  1.29008268  1.4984949   2.8535145   0.87878722]",[6.5793834]
53,53,"[0.62117618 0.30729385 1.57943566 3.34395473 4.4857877  2.10583412
 1.49326597 1.31535067 2.33280222 1.50132903]",[6.21097879]
54,54,"[2.63193109 0.08019692 1.96451333 2.76788081 4.32223689 2.97316594
 2.47506976 1.75105338 0.62473583 3.02727771]",[7.60105562]
