,evals,X,fX
0,0,[-8.32322194  6.15621913  6.67932168  5.57842665],[-146.7887035]
1,1,[ 6.34017685 -1.20759404  1.20297827  1.8730463 ],[-71.71044147]
2,2,[-5.89044963 -7.259122   -9.182191   -3.76524069],[-89.88574303]
3,3,[-1.43845225  4.76929046  5.50555661 -6.48753025],[-119.13494087]
4,4,[ 3.25369671 -3.31812996 -4.33078079  9.51257001],[-222.52994188]
5,5,[ 8.86097031 -8.40721915 -8.99989636 -9.91602323],[-329.92963376]
6,6,[-9.72358511  9.88664563  9.09101015  8.15936009],[-281.28109943]
7,7,[-9.15381271  9.80784893  9.70178769 -9.96040108],[-463.01094241]
8,8,[ 8.85636233 -9.94802527 -5.39011595  9.53774904],[-392.52453471]
9,9,[-3.94816102 -9.35359442 -9.96248554  9.07105111],[-219.21174176]
10,10,[-9.85624095 -6.35309534 -9.06263343  9.31411296],[-360.22356741]
11,11,[ 9.65299081  9.05609185  3.64580933 -9.08471135],[-317.32095195]
12,12,[-9.51520275 -9.42751468 -5.34337498  9.75630418],[-447.15768502]
13,13,[ 9.17843847  8.6960423   6.68076701 -8.78524801],[-193.3348859]
14,14,[ 8.30890717  8.84805498  7.76069193 -8.25879645],[-98.44626916]
15,15,[ 7.41960317  9.04341548  9.09997615 -9.20906995],[-244.37092473]
16,16,[ 7.65082252  9.65505884  8.18240408 -9.23567034],[-296.62378601]
17,17,[ 7.85541059  9.45883749  5.36203348 -9.13252818],[-258.88002081]
18,18,[ 9.11415781  5.84793891  9.97990589 -9.13097543],[-256.09172377]
19,19,[ 8.12451866  9.98845344  9.06354201 -7.80680101],[-183.69495057]
20,20,[ 9.95926883  8.08168062  9.77565178 -2.55257454],[-177.81804759]
21,21,[ 9.40375944  5.99386561  9.97510614 -7.131129  ],[-224.5308446]
22,22,[ 7.01009052  9.55714607  8.22194467 -7.70891432],[-184.53830105]
23,23,[ 9.63789289  7.76679306  4.8892379  -9.78267818],[-385.20299885]
24,24,[ 7.1298016   8.89583135  9.82745405 -8.03721152],[-113.42914606]
25,25,[ 9.37993375  8.26899199  9.98316451 -4.87154192],[-141.49479972]
26,26,[ 9.59263761  9.04010646  6.23739159 -9.59696092],[-401.08204598]
27,27,[ 9.79155356  9.34122194  9.71531589 -8.83888403],[-312.78070038]
28,28,[ 8.08244241  9.38977827  9.58159862 -3.3795338 ],[-128.57493094]
29,29,[ 9.92212316  9.87435362  4.78836552 -5.25993237],[-324.12915594]
30,30,[ 8.18035576  9.77164398  8.8960837  -5.9812913 ],[-242.17395529]
31,31,[ 8.1911238   9.60565516  9.68509621 -7.13106518],[-206.93130871]
32,32,[ 9.88302117  8.55498428  9.83741563 -6.52851084],[-272.64421257]
33,33,[9.66437586 9.29474202 9.19861006 6.27110661],[-316.3270059]
34,34,[ 9.00357718  7.06476076  9.40711115 -9.54469752],[-312.95882941]
35,35,[ 8.15791012  9.78018875  5.21566771 -9.65475274],[-373.5551698]
36,36,[9.63003904 9.20469915 8.60400797 8.4706907 ],[-242.28931126]
37,37,[ 6.65794612  8.25963873  9.6110882  -9.2648434 ],[-230.9054747]
38,38,[ 8.50415005  9.74313122  9.31806504 -9.23488185],[-307.62575353]
39,39,[ 8.1926446   9.88536851  8.29869462 -9.56698593],[-366.16084959]
40,40,[-9.1241155   9.92205678  9.54454289  7.84770995],[-229.39918048]
41,41,[-9.44913824  9.25216283  9.07584283  6.88939632],[-273.32053606]
42,42,[-6.7491737   8.7749584   9.65240878  8.4687431 ],[-132.44156819]
43,43,[-9.2357042   7.93730179  9.04420978  9.55627557],[-308.00996217]
44,44,[1.08446064 9.63943286 9.54577867 9.36791877],[-295.15534488]
45,45,[ 9.77214627  9.16963437  9.35590364 -9.68270669],[-440.40899743]
46,46,[-9.99774927 -8.44229597  8.20204319  7.51457073],[-207.58105273]
47,47,[-8.05571536 -8.68397613  9.55135712  9.67038238],[-280.80653426]
48,48,[-9.78434461 -7.49391692  8.52965093  8.0881972 ],[-179.27822985]
49,49,[-9.82630758 -7.07892415  8.40532455  9.77873243],[-418.68532129]
50,50,[-7.80829183  9.99110912  9.49214363  9.32498208],[-325.24612671]
51,51,[ 9.74698811 -6.56679212  9.8491488   8.87001793],[-278.23312441]
52,52,[7.66851324 9.99325604 7.72272227 7.87970771],[-184.74585245]
53,53,[8.91090394 8.07839326 8.21099471 9.35226259],[-245.22825508]
54,54,[8.99467908 5.56748782 9.40038952 9.13990541],[-238.21647951]
55,55,[9.90059615 9.95404698 9.33626539 5.1600389 ],[-319.73458078]
56,56,[8.60174953 6.78179628 6.42071586 9.83818305],[-334.65964618]
57,57,[ 9.84948855 -8.62280178  9.87494615 -9.67088006],[-399.95153485]
58,58,[-9.21947549  9.13141021  7.73077491  8.27670173],[-179.63934565]
59,59,[-7.44036962  9.47622487  6.84811987  9.79656989],[-375.81838058]
60,60,[-8.83989566  9.2385213   6.10602541  9.43909983],[-319.73940441]
61,61,[ 9.75101684  9.77420011 -8.76420032  9.63885888],[-482.25568307]
