,evals,X,fX
0,0,"[ 9.22219817  3.44188983 -3.44567841 -4.61399598  5.80607383  2.72407158
  5.92624918 -0.13141964 -2.91134538  0.07191176]",[51.4577844]
1,1,"[-0.56852887 -4.82013588  6.69140566  4.44439335 -1.88674102 -2.87356189
  0.19853439  5.80340288  3.67650804  6.58486764]",[54.91477573]
2,2,"[ 2.31996567  7.54287757  1.77125581  8.84313153  5.33495531 -4.30837243
 -0.09941823 -0.81619428  5.21173572  4.18790879]",[56.90117997]
3,3,"[ 5.54889937 -1.48294813  4.51926684 -2.81155419 -1.56735201  8.95400435
  6.89689678  4.62615897 -2.9151687  -1.59033443]",[72.44222542]
4,4,"[-2.28367841  7.80764966  8.10059667  0.18319691  0.1688531   5.30200093
  0.01101104  5.04886498  6.79595402  4.94355369]",[41.91753544]
5,5,"[ 5.83858787 -4.53853302 -3.17993433  9.78701955  4.22938153  0.18608133
  7.37857644  0.42954355 -1.43683542 -0.52502169]",[72.52998099]
6,6,"[ 3.46970398  6.64958299 -3.59138881  9.64075932  0.11208834 -0.94235245
  0.30385451  4.47915003  9.45044263  1.29394793]",[121.05883233]
7,7,"[ 0.44739624 -1.39820033  8.81577389  0.58564243  7.4524443   9.3548145
  7.25249173 -2.25544561 -0.8536657   3.97285433]",[91.16617397]
8,8,"[ 6.57695745 -4.32656848 -1.33345067  9.45952261  0.9071365   6.1382067
  5.91459521 -3.36510674  3.82910036  3.05217752]",[92.01539313]
9,9,"[ 1.69294891  7.30132463  3.57499238 -1.8940481   2.86831693 -3.42969988
  0.48031093  7.38342078 -1.40766277 -2.93914621]",[26.08991152]
10,10,"[-4.37846736  2.1978039  -0.94429373  1.28096825  3.77525158  4.45258805
  7.68983134  1.71677746  5.05516363 -4.51495102]",[20.61710336]
11,11,"[8.98089752 4.68154334 8.05811805 3.68525241 0.21222576 1.31064714
 0.45364059 5.19330644 0.45017314 3.54600343]",[21.61914163]
12,12,"[ 0.99223239  9.78718223  5.25777237  4.03704827 -3.1957226   8.70897101
  2.23921111  0.24107499 -1.38127219 -2.84712676]",[98.32260448]
13,13,"[ 8.75265913  1.54134631 -4.30901306 -3.38037897  8.73820818  1.36227923
  4.85989749  4.59470948  5.73111267  6.54584875]",[59.77820301]
14,14,"[ 9.73970013  0.6327048  -2.42679602  2.11395735  7.75383834  8.80420814
  2.84122979 -4.58268844  0.57052955  4.78514825]",[42.31601738]
15,15,"[-1.12411726  3.67196818  9.83464307  6.27063286  1.21750809 -4.44471653
 -1.40813411  2.9670961   9.13181073 -1.65642366]",[114.49168123]
16,16,"[-1.72732187 -1.26662877  6.87483936 -0.34615489 -2.20391375 -0.35947563
  3.67933494 -2.93368643  0.99038703 -3.85183024]",[31.93058849]
17,17,"[ 4.1749223   4.32233635 -1.40369521  2.50559142  2.7273352   5.96161114
 -3.78109486  7.59626353  8.4640344   6.83622519]",[46.24608555]
18,18,"[-0.52247568  3.50663627 -3.29215327  1.11086812 -3.01755855  5.57740154
  9.51979132 -2.93335653 -3.91032531  0.26515097]",[90.10679093]
19,19,"[ 6.75299913 -0.41304623  2.81523138  5.62950171  2.53199826 -3.15098398
  0.29542138  2.96155537  4.71020124  9.91084565]",[41.41978762]
20,20,"[ 8.92799824  3.79388689  8.71323942 -4.68447857  1.50215269  0.06997441
  5.84435582  7.53677686  5.95276378  8.35002417]",[68.22248314]
21,21,"[-4.14916937 -1.18881928  1.53617155  9.45646957  4.15252249  4.38947727
  1.78009354 -2.40861996 -4.57345569  0.36165004]",[64.74107821]
22,22,"[-2.82136328  9.25533151  7.51590683  8.41624258  1.71804648 -3.12358293
  9.3986546   8.96953815 -1.20436053 -0.74073369]",[143.92226053]
23,23,"[ 3.36199179  0.7158688  -3.70081245 -0.99622969  3.44827979  3.0468782
 -0.43229417 -1.31597653  7.56107451  8.43140637]",[18.36327139]
24,24,"[ 6.57384591  6.68025541  1.51415975  5.89008712  6.51231684  0.18222778
 -4.32878756 -1.76056011  3.26600666  3.5335742 ]",[52.38869237]
25,25,"[-4.98405831 -3.42720173  4.12477947 -1.12816639 -0.72343821  8.67970885
  6.15033392  9.18590949 -2.03704408  0.58458585]",[92.19698947]
