,evals,X,fX
0,0,"[ 5.63394705  3.34094429 -4.0809094   4.66587365  5.16391377  6.80915095
  6.92798627  9.01715103  6.70850233  9.53725261]",[91.04943897]
1,1,"[ 8.13398212 -1.72334897  8.96023271 -3.32647771  2.08469429  7.67516351
 -0.78044025 -3.59317925 -4.19229327 -1.12462168]",[52.93618849]
2,2,"[-0.6269408   6.58160174 -0.24124129  7.85046359 -1.16606748 -0.63613377
 -4.38376897 -1.39586387  2.54210518 -4.73831189]",[27.85405377]
3,3,"[-3.5492434   8.08652864  3.12305987  0.24023867 -2.92672123  3.06754124
  8.12080037  3.00440441  8.01954599  2.71838161]",[27.89593421]
4,4,"[ 1.97742147 -3.66456485  4.18458679  1.72802627  9.91480782 -4.30824739
  3.07443253  5.95143057  0.17181742  5.42526583]",[80.92538738]
5,5,"[-0.90217825  8.65853372 -4.41085827 -1.42378311  6.17700887  6.35481011
  3.91629509  0.55291425  5.63078298  4.26937261]",[74.41363585]
6,6,"[ 2.46661973 -2.21619096  6.3628546   8.45528268  8.36583808  1.65395731
 -1.46835986  1.22087101  0.67717956 -3.07947015]",[52.75332466]
7,7,"[ 7.42999695  5.24238076  1.14732677 -4.37187995 -2.80787563 -3.04663169
  5.43693489  7.82434152  8.95666938  3.86934853]",[77.75133826]
8,8,"[-3.69343833 -1.78960248 -1.82680554  4.24861306  3.87912156  8.62228251
 -2.4876127  -4.48989937  1.78103522  0.07593254]",[42.07149975]
9,9,"[ 6.68671098  2.02206545  7.19401959  3.59235901 -1.12738266  0.22324722
  7.47410096  6.08489031 -2.47574114  9.18145624]",[42.714702]
10,10,"[-4.056041   -1.16211621 -3.70755493 -3.3816605   1.28670045  9.51073642
 -0.39579539  3.32490345 -1.3074912   0.89588005]",[63.61042948]
11,11,"[ 0.25308192 -3.97071841  0.84558294  3.10153534  6.52168326  1.13649192
  4.16692462  9.22821182  4.9140593  -3.4496469 ]",[68.68851055]
12,12,"[ 4.46878727  9.93385723  2.50825314  6.48700324 -1.77788661 -3.56325364
  1.18683844 -2.34727571 -3.66256946  7.20564975]",[93.72864713]
13,13,"[ 7.22948885  5.61637797  4.22669921  7.55131695 -3.69092875  5.49334849
 -3.25006425  5.86153804  2.1184345   5.85620975]",[64.55481334]
14,14,"[ 1.47173398  1.82652543  9.39615481 -1.5407321   7.66996892 -1.27106546
  8.43852191 -1.99776343  7.09093408  2.38464445]",[81.10925833]
15,15,"[ 9.11816855 -4.81537785  7.8840805   3.96433826  0.91366669  8.44553917
  6.20708016  2.89796732 -3.60292079 -2.4288007 ]",[46.50843216]
16,16,"[ 4.51755476  0.48529577 -4.87379143 -2.39913892  6.02798976 -3.66225767
 -2.98528926  5.38110551  9.34000967  7.34033225]",[103.00688433]
17,17,"[-0.47552771  3.61446862  3.78258783  7.66100899 -4.24420909  3.71203741
  2.03655202 -4.82938228  6.14466002  2.24325658]",[30.10998789]
18,18,"[-2.79402744e+00  5.43127490e+00 -4.98303337e-01 -7.47314269e-01
  7.87145469e+00  6.70213260e+00  6.36273396e-03  3.66497030e-01
  3.68721859e+00  4.75056683e+00]",[31.05734381]
19,19,"[ 3.75946184  9.58781526  5.51825579  5.70370652  1.34479671  0.28634752
  7.51967502  8.60150812 -1.62068808 -1.78124872]",[106.00182407]
20,20,"[-4.2288722   5.82203121  6.86806947 -2.35269758 -0.12347481  0.01139832
  0.69148254  3.04530023  5.47318394  6.24946134]",[52.44170312]
21,21,"[ 1.71947128 -1.97042953  1.24921644 -0.48444661  8.47855396  8.91589103
  8.72472414 -4.77582527 -0.81121348 -0.84118312]",[78.08027402]
22,22,"[ 8.0159371  -3.41928831 -0.4013635   5.61581599 -2.84591736 -3.77128031
  5.80239574  7.10697447  2.24085699 -2.2565608 ]",[58.41905551]
23,23,"[ 6.67427102  3.56664459 -4.01529095  7.25873086  2.0280378   1.01817113
  1.15289627  0.86633312  9.34570889  2.61925224]",[54.25947703]
24,24,"[ 0.9932126   9.66631864  7.24837607  1.66202097  6.55333898  6.65224294
 -3.55650877  4.68161331 -2.69675144  7.18244098]",[105.699892]
25,25,"[ 8.12518635  8.69146525  6.79186454  6.29025979  2.41320341 -4.86765434
 -3.46272922  8.99855137 -1.73365696 -1.23288405]",[99.27183189]
26,26,"[-1.53700863 -3.3637893  -2.12758649 -0.34657708  9.13981375  6.2816257
  7.95004838 -1.77894902  2.5868082   4.39972801]",[78.18793917]
27,27,"[-4.73122261 -1.47018968  8.78986542  2.66261226  6.02801046  3.09678816
  0.28535872  1.7460698  -3.66008233 -4.70808509]",[54.1640543]
28,28,"[ 3.77160016  1.11938246  3.66616096 -4.53530019 -4.71656574  9.84771106
  4.80769232 -4.05799721  4.97948075  7.96830213]",[83.6285019]
29,29,"[ 6.8786959   5.66920026 -0.92177179  7.43254833 -0.14827654 -0.36225364
  2.50408263  6.8624441   9.14312114  1.51183233]",[70.09086305]
30,30,"[-2.63852308 -0.52981736  0.59804746 -3.86083625  8.88494326 -4.35943921
  6.52676915  9.51807186 -3.302497    7.96926534]",[109.09660707]
31,31,"[ 2.04270457 -3.21595177  7.38522723  2.53141852 -4.11372119  8.02473506
  1.96551715  3.50361155 -1.47349816  4.7093427 ]",[24.81381111]
32,32,"[4.49342477 1.04530232 2.27681419 6.53184248 0.70824777 2.46209699
 8.26412908 0.60450169 2.58548433 2.64600152]",[26.76710353]
33,33,"[ 8.94793575  4.23883819  6.51551673  7.31722913  2.59696464  6.77802863
 -3.35387956 -3.97337647  6.1798926   0.70304365]",[59.11666139]
34,34,"[-0.1512939   7.16765843 -2.3635742  -1.94606765  6.03471771  0.70013807
 -1.52766331  5.58449539  9.11516377 -4.47346511]",[94.03527378]
35,35,"[-4.62699427 -4.19045233  5.97633776 -0.51829214 -2.94896432 -4.6884614
  9.7549997   8.20859659 -3.18755157  7.02285249]",[101.56432021]
36,36,"[-0.53386518  6.83204943 -3.60000151  7.39603742  1.95649633 -1.58779057
 -2.98812471  3.5614672   4.13714121  4.06480816]",[35.91841858]
37,37,"[ 4.67973661  1.61602548  1.01276391  2.02839293 -1.51525949  3.4290307
 -0.73238902 -4.28933791  0.7700821  -1.12797721]",[7.17236944]
38,38,"[ 3.9233166   7.41183699  0.46896707 -2.65761105  5.87890013  5.38172388
  5.20081756  6.89415425  8.91626087 -2.2613065 ]",[92.72093487]
39,39,"[ 8.62899301 -0.75044586  7.64707656  5.37318382  9.83638242  8.56750198
  2.81675012  0.01711956  3.34912104  3.34703779]",[88.27521444]
40,40,"[ 0.21223096  3.45544692  6.74770421 -4.76779242  2.52734271 -1.56513806
 -4.31034082  4.27758147 -3.38801939  0.6794271 ]",[32.24766354]
41,41,"[-4.54126823 -0.49319015 -0.13342407  6.84893668  8.86570668 -3.18219873
  1.45933284 -0.84211574  2.30610159 -3.68164347]",[50.80027062]
42,42,"[ 2.53295029  5.09726604  9.11502192  3.37497593 -4.3240897   7.68394824
  6.93622096 -4.91857228  5.59622755  7.1929176 ]",[85.77148465]
43,43,"[ 7.32124184 -3.20210478  1.58825817 -0.09360263  5.79733638  6.89175437
  0.25664695  3.34841056 -1.72107845  2.63787389]",[39.73581904]
44,44,"[ 5.11633749  8.21956721 -2.14284792  7.34589594 -0.05260754  3.58725569
  7.33523461  9.12298412  7.65982054  4.95388865]",[65.2960929]
45,45,"[ 8.08116141  0.76712955 -1.06496052  3.45901906  3.64822624  5.26406213
  4.01875041 -0.98823006  9.78958975 -2.46684583]",[69.66464564]
46,46,"[ 2.67894973  5.97824858  6.58268232 -3.91166639  4.96709886 -3.09721683
  8.74952906  1.25074032  5.26921424  4.3730586 ]",[84.9418014]
47,47,"[-0.53229333 -3.37339943  2.08998949  5.47088671  9.09006117 -1.55883121
  1.93006411 -3.58241045 -0.05696335  3.21178361]",[65.86487639]
48,48,"[ 4.89701528  2.39850374  7.78301159 -1.62776146 -4.31325697  3.89995376
  0.45735306  8.87640996  1.81599637  0.3569479 ]",[38.4593549]
49,49,"[-2.095824    7.42575505 -4.73318104  7.48902006  0.68883527  7.78591681
 -3.36790636  6.91552365 -2.18662152  8.66573982]",[43.301079]
50,50,"[ 8.66322812 -2.37477966  7.1959868   0.26677656 -0.580146    4.4252665
 -0.50821143  0.54012743  3.14769882  8.31221845]",[24.28625454]
51,51,"[ 3.20152318  1.73784883  4.34208111 -4.82855712 -4.38175891 -2.15018708
 -2.76200042  6.47957577  9.30865059  4.54898059]",[85.56815963]
52,52,"[-0.15095823  9.2235648  -3.24387772  8.01909705  5.55998239  9.41619944
  7.95011761  2.70842841 -0.15810485  1.51962809]",[117.89851107]
53,53,"[-4.2992609   6.4306566   3.27071466  4.42506146  8.76129092  2.07293712
  1.55613253  9.21056983  6.65970881 -0.54448638]",[96.99312387]
