,evals,X,fX
0,0,"[ 4.12067122  9.82205841 -4.95327309 -3.10263228 -1.73906351  8.34537191
 -3.51736194  8.97244927  9.87550508 -3.77118319]",[177.14266287]
1,1,"[-0.51999542 -4.93260427  5.39928462  2.83120043  9.67489726 -1.72890015
  9.6173298   0.89729489  1.49716974  3.79874066]",[129.85489049]
2,2,"[ 7.95004828  6.73689794 -0.51430869  4.73461836 -3.57591933 -3.79850301
  4.50764618  1.78908244 -4.87459581  7.66542994]",[-41.62066519]
3,3,"[-4.70178147 -4.65794409  1.35101172 -2.37762715  8.16610858  2.87321595
 -2.46412262 -4.62495457 -4.85110109 -1.80194614]",[-39.25919302]
4,4,"[-3.96171133  4.09425709  4.72772072  5.15816488  2.05318833  8.49300349
 -4.2353834   6.60320679  0.54754584 -4.70579276]",[-50.00816117]
5,5,"[ 5.65377547  9.99104974  9.31429651 -0.06876919  3.11171633  2.54643545
 -1.97902394 -3.78138304 -0.58613737  4.33117461]",[-109.62868076]
6,6,"[-3.38688702  0.67302843 -3.76983681 -1.25212729  2.14459484 -4.47212185
  0.14941448 -1.35729634  3.13872523 -1.80453554]",[-12.84513034]
7,7,"[-0.44769332  0.06703377 -3.15280685  5.16685896  5.42731578  4.24514256
 -2.21248388  0.76554458 -0.46397738  8.00572434]",[-46.26792836]
8,8,"[8.44024649 0.54625816 3.19777526 7.58356231 1.15192743 3.82130758
 9.8362561  1.50223548 1.47285882 6.66071314]",[-60.77829216]
9,9,"[ 4.76859672  1.64923511 -4.18237546  4.80601586 -0.2039793  -1.45986934
  1.36419053  8.65075975  4.88353209  9.6753801 ]",[-45.93659719]
10,10,"[-2.15796097 -0.16004656 -0.78830889 -4.17986527  0.99980684  7.22558495
  2.98720915  8.75334884 -2.86840744  8.70677029]",[-45.88198173]
11,11,"[ 5.64655359  0.40250946 -2.49203974  5.02301708  2.59082238  7.68425835
 -4.65195567  7.38648223  6.46087439  6.74494562]",[-46.13360491]
12,12,"[ 0.75644453  5.8590771   7.60615274  0.5903089   1.31341219  5.08064744
 -2.48018917 -4.04836609 -1.30963593  2.23975707]",[-40.67260456]
13,13,"[-1.52777271  3.93155982  9.97686174 -3.08642643  3.21563704  9.91401386
 -1.96555419  1.43738861  3.45017582  1.37367744]",[-123.52243339]
14,14,"[ 4.45440886 -4.80095708  8.05337169 -3.18373785  9.03094531  7.02872762
  0.52258362  2.42379068 -2.64643425 -1.90419136]",[-70.6273513]
15,15,"[ 7.48847852  5.27512735  3.84028312  6.70053709  1.71890173  2.7558319
  4.8582653   6.68694029  5.15054258 -2.35570444]",[-56.95388409]
16,16,"[-1.19921131  4.32942649 -1.38564294 -0.42895004  0.92612003 -2.63285782
  5.65315936  5.66234322  5.51458377  5.93929663]",[-60.5845183]
17,17,"[-3.94665509 -2.87520371  9.11745137  0.90694814  5.33268255 -4.78724702
 -3.39922902  0.48462886 -4.77989295 -4.90411048]",[-76.13753474]
18,18,"[-4.83575757 -0.37785099 -4.49091394  9.73617333  2.9250171   5.50233204
  9.7743886  -1.40015945 -4.51513494  0.285     ]",[-128.60630663]
19,19,"[ 6.02588511  2.60050832  1.80836248  1.17695393 -3.98037686 -2.41799324
 -2.85582773 -2.95432109 -0.86202686 -4.30790981]",[-32.8056824]
20,20,"[-3.71183815  5.72864493  8.19962901  7.93542438  4.19112573 -4.13694323
 -3.48158454  6.32364172  0.08299285 -3.14519123]",[-52.85479568]
21,21,"[ 6.62938837  7.68801578  0.71956963  1.16062442  8.85644111 -2.25703599
  6.75660644 -4.91088674 -0.27087994 -4.64869092]",[-59.92610917]
22,22,"[ 3.74663279 -4.52203765  4.2869288  -1.3478622  -2.85866202 -0.99631799
  2.91188125 -1.82266438  8.95617704  9.39259834]",[-59.3708909]
23,23,"[ 7.19594981 -1.00268212 -0.50797995  8.75439062  1.01223002 -3.62012711
  5.2677552   8.12738254  7.68309722  5.26758123]",[-51.53861521]
24,24,"[ 1.97157002  8.29180197  4.10587949  5.35068904 -0.92472224  1.12093451
  3.81201268  9.5561622  -0.75381292  1.46811147]",[-74.35799678]
25,25,"[ 2.36837559  6.44040941  1.65137683 -2.5790373   5.98060818  0.8158652
  3.42151923  3.95015587  1.49595916 -3.49668063]",[-44.33498532]
26,26,"[ 7.11207191  6.99915907  0.51917909 -2.05746409  1.96866539  0.072872
  5.29503624  3.24028532  4.74459207  4.39113864]",[-35.59877908]
27,27,"[ 6.37259709  5.74980141  3.61141962  1.59888839  0.47186401  9.15498061
  4.13462141  8.51107027  9.94571138 -3.10855536]",[-126.10373544]
28,28,"[-3.18775072  4.55966452  3.06608714 -1.48835783 -0.87981138 -2.04061971
  9.65309722  0.77045741 -3.83765191  7.74355684]",[-74.18122829]
29,29,"[ 4.86796582  5.69721959  1.14010881  5.32605601  4.65424066 -4.78823948
  3.2008829   9.60575906  2.26268122 -2.30236213]",[-90.23892543]
30,30,"[ 4.23225637 -2.79850235  2.87242483  6.01520311 -1.82106976 -4.36599273
 -3.07871633 -0.94715724  5.01745982  5.55113455]",[-52.087217]
31,31,"[ 6.27690781  2.87941905 -4.48902981  3.18593087  6.53264263  8.91071515
  0.4210384  -3.35125262  3.79586049  6.33756088]",[-58.45094201]
32,32,"[-0.89643066  0.27858043  7.29408675  9.02446471  5.76519318  5.29170144
  5.93184531  1.05301492 -2.30694344  3.70084206]",[-91.16088396]
33,33,"[ 2.64285776  1.57331557 -4.80398237 -0.56618138  8.85490293  2.13753986
 -0.31895613 -1.53590882  4.01691091 -3.86305262]",[-41.81209944]
34,34,"[ 4.84478316  6.00617989 -2.90796847  1.00861165 -0.03226375 -2.87049757
 -3.44907125 -2.28614794  9.25921623  6.21198378]",[-91.07224398]
35,35,"[ 7.57759007  3.06504533  4.71672253  3.19045613 -2.05726519  8.07442113
 -2.61092494  1.60631921 -1.94469916  0.59044706]",[-33.58521154]
36,36,"[ 1.74819795 -4.38388058 -3.57070066  6.21517174  7.59804733  9.12687739
  8.02643461  3.03655847  6.40776338  0.72682707]",[-84.44137236]
37,37,"[ 1.53713847  5.10874953  2.15346276  0.85806853  3.9136567   1.27876411
 -1.48905077  2.44930846  8.68559313  2.99851319]",[-36.24192848]
38,38,"[ 3.93991783 -0.69640349  4.74374886  2.95339058  9.62159446  5.94438231
  1.61212567 -1.94049415  8.65235667  9.80015157]",[-109.34251304]
39,39,"[ 3.51243105  0.07190953  4.81803298  0.69117918 -1.35486852  6.2012918
  4.36295685  2.13044524  5.09002595  5.92516719]",[-40.9875795]
40,40,"[ 5.16571089  9.39628093  5.68848222  8.41993123 -0.61980482 -0.86695514
  7.09558286 -1.34934642  7.19205119 -1.82538852]",[-91.48669951]
41,41,"[ 8.59770737  6.01234923 -1.04287456 -4.9827384  -4.29447079  2.49705175
  2.9911505   9.78867083  0.42510545  1.69628149]",[-83.14056984]
42,42,"[ 3.3048917   6.21424624  8.47843617  4.13253046  8.20170339  5.68645253
  1.20795841 -0.38964383  2.53411956  5.15448119]",[-57.83770907]
43,43,"[-4.08058664  2.42897686 -2.28165877 -1.78082879 -0.58226832  7.21256536
 -2.38420699  7.57397261  0.39248747  9.96197449]",[-41.04317984]
44,44,"[ 1.84803266 -0.05516296 -0.33112323 -1.80901519 -0.49251161  9.73426987
 -1.32005782 -3.18292907  4.282557   -3.21640768]",[-70.5968079]
45,45,"[ 5.05847471  4.7471861   8.02555739  0.28864548  0.4219915  -0.82605609
  6.85145597 -2.63531499  4.20171231  3.81602781]",[-32.54051575]
46,46,"[ 1.0967896  -0.24788878  2.09742121  8.68460797  4.8341366   0.26447978
  8.86544895  0.10100553  0.65933856  5.61755182]",[-57.91787684]
47,47,"[ 1.74222808 -4.91236331  5.93501626  0.40709965 -3.49844194 -4.63158433
  3.61493296  0.17795537  6.60841497 -2.2150772 ]",[-48.26027387]
48,48,"[-0.71471656  9.64251329  0.22807343 -1.93506618  5.4584533  -1.84483765
  8.11876619  2.78674143  8.88036616 -3.13618728]",[-112.09807974]
49,49,"[-1.08384775 -3.09290342 -0.82047553  3.73543606 -2.68082062 -2.14656713
  9.66200809 -2.70861433  2.08631635  6.12350883]",[-88.92309336]
50,50,"[ 1.6717114  -4.17429461  9.46898528  1.19439024  8.27186011  7.60172986
  5.68515582  3.62804306  3.77323902  7.61011011]",[-82.11486086]
51,51,"[ 5.15040044  3.64615528  2.94786553 -0.7754817  -3.8554805   6.4099035
  8.53921053  9.32703452  9.90978993  7.39304489]",[-136.98605681]
52,52,"[ 1.65585103 -3.68803512  1.54870789 -0.58878467  9.97889743  8.91783913
 -4.43085236  2.18322436  3.00479037 -3.12163372]",[-92.60887074]
