,evals,X,fX
0,0,[ 3.71248931 -1.68141809  6.88122483 -1.73885398],[-42.63939749]
1,1,[ 6.904048    2.38612366  2.50863989 -7.94568751],[-78.14654944]
2,2,[-5.26224054 -7.88343162 -9.46168022  4.38698124],[-147.50127615]
3,3,[1.38624594 6.42778274 0.02098436 7.39930514],[-37.42737663]
4,4,[-7.51546467 -2.85865941 -2.58409883 -4.02305265],[-55.80323294]
5,5,[ 9.78943577  9.54852143  9.34808079 -6.98067474],[-361.75149517]
6,6,[-9.68272804 -9.34065157 -9.05954921  6.91990257],[-248.50535556]
7,7,[-9.58700069 -7.61760535  9.94616153  9.16474545],[-353.50740313]
8,8,[ 8.99437508  9.62145644 -8.75762125 -7.92579886],[-168.17323766]
9,9,[ 9.73194308  5.91723032 -9.65401473 -8.37211746],[-284.64611017]
10,10,[-7.8937532   9.95474057 -9.63690708 -9.53621405],[-363.65579204]
11,11,[ 9.38385972 -8.81694633  6.69199633  8.80373707],[-216.10206363]
12,12,[ 9.77718209 -6.73943493 -9.42162326  9.0858642 ],[-369.25490562]
13,13,[-9.73983076 -5.72462062  9.46938958 -7.87618117],[-275.83327816]
14,14,[9.50837288 8.9328139  9.81182496 8.01583869],[-263.41766555]
15,15,[-9.63537557 -6.33704677  9.81373318 -9.66238847],[-453.24343226]
16,16,[ 9.14625901  6.1519058  -8.70860688  9.74898667],[-283.50253667]
17,17,[ 9.90820043  9.57996394 -9.64319372  0.54001175],[-304.2059618]
18,18,[ 8.86776899 -8.94475036 -9.86755154  8.68508945],[-286.61886457]
19,19,[ 9.69555073  8.37305584 -9.55448937  7.34120309],[-262.06413387]
20,20,[-8.78827554  8.75360108  9.42781031  9.65991921],[-322.71198685]
21,21,[ 9.66411317 -9.22923924 -7.37101244 -7.73533166],[-241.77209364]
22,22,[ 9.71522476  9.67241634 -8.47205945 -8.29267573],[-206.71629234]
23,23,[ 9.89021232  9.91454576 -8.18593739 -7.6106303 ],[-246.58120529]
24,24,[ 8.75156577 -7.59614046 -7.51651042 -9.21001155],[-204.39739341]
25,25,[ 7.82355258 -8.01578623 -9.38170075 -9.83715288],[-340.35359242]
26,26,[ 8.04356497  9.50743116 -9.38201162 -9.81614875],[-376.53075666]
27,27,[-9.33679493 -8.20811447  9.47134589  9.03486898],[-294.95332728]
28,28,[ 9.732937   -9.30746817 -3.8107849   9.82785832],[-342.24242716]
29,29,[ 8.5852514   9.74459111 -8.77738209 -6.85261303],[-217.02140675]
30,30,[ 9.21055661  9.83126069 -8.87055146 -8.72569807],[-210.60731439]
31,31,[ 9.90605327  9.86095679  7.77360439 -9.13828103],[-288.82686714]
32,32,[ 8.41131415  9.11484208 -9.64020987 -7.03294929],[-276.54502482]
33,33,[ 7.35237175  9.58656858 -9.51468639 -9.27059537],[-310.06968696]
34,34,[ 9.78575987  9.0470575  -7.63558348  9.87767274],[-363.31873721]
35,35,[-9.6094807  -9.96174562  9.79907344 -8.52060194],[-323.58453854]
36,36,[ 9.7671481   7.63600056 -8.51107144 -8.41652041],[-164.74307672]
37,37,[ 5.23186577  9.72866778 -9.28464692 -8.97208219],[-231.71975594]
38,38,[ 9.80992655  7.68423743 -5.92403786 -9.73957768],[-400.0948252]
39,39,[-7.82695679  9.76533604 -9.19272163  9.43557303],[-286.27709689]
40,40,[ 9.61153722 -8.96995091 -7.48890772  9.83849152],[-347.77595555]
41,41,[ 9.9846834   9.53267666 -9.7070584  -6.88037347],[-419.02601268]
42,42,[-8.74061847 -9.17038266  9.73333253 -9.17607703],[-281.17146556]
43,43,[-9.36364284 -9.23857583  8.36162858 -8.89712003],[-212.57421318]
44,44,[-9.19875652 -7.13625188  7.1115158  -9.21234304],[-231.27519166]
45,45,[-9.11488391 -8.38785209  9.31693149 -8.65481702],[-196.74046734]
46,46,[-8.9939434  -2.59690549  9.20832217 -9.44973142],[-301.3226103]
47,47,[-7.9308981  -8.71971066  8.37186196 -5.67365464],[-125.55714671]
48,48,[-9.85955584 -9.61691288  9.48803566 -7.30868086],[-360.78847503]
49,49,[-7.04405276 -9.53009536  9.67528134 -8.36551043],[-222.23363704]
50,50,[-8.81521027 -9.84152805  6.97191213 -6.85552868],[-239.87992247]
51,51,[-7.30260963 -9.40577116  9.87303066 -8.97142738],[-258.78114026]
52,52,[-8.61048037 -9.45568537  9.00426594 -7.53054446],[-203.02593274]
53,53,[-9.03831673 -7.44469006  9.12648533 -7.07766092],[-248.9877257]
54,54,[-9.14357008 -9.851478    9.23215861 -9.6287532 ],[-414.88812122]
55,55,[-9.34314639 -8.55415934  9.55210049 -3.62608055],[-209.41628511]
56,56,[-8.56024204 -9.68140523  9.95797077 -9.22252917],[-311.15949989]
57,57,[-9.40391506 -8.94498771  8.80627907  9.83305106],[-339.73869002]
58,58,[-8.66232024 -7.58859591  9.26472634 -8.18686205],[-153.95183442]
59,59,[-9.33448837 -7.03697595  9.45082137 -9.77302903],[-429.21211457]
60,60,[-9.68261489 -8.81752416  9.65382258 -6.12180656],[-341.74589086]
61,61,[ 8.21400811  9.62786101 -9.3976931  -6.94634993],[-261.32216308]
62,62,[ 8.04418961  9.76060127 -9.86681635 -6.31488417],[-326.22300519]
63,63,[ 9.5644669  -9.19084503 -9.66497938  9.68538862],[-436.96262198]
64,64,[-8.63161436  7.36846585  9.71307138 -9.36381627],[-279.1131021]
65,65,[-8.90488659  6.0246422   9.57598968 -9.0764021 ],[-254.60556519]
66,66,[-9.97642832  9.95036895  9.29093024 -5.59371926],[-341.90625501]
67,67,[-7.62711968  7.34777206  9.98460977 -8.52760531],[-159.80553639]
68,68,[-5.89911192  8.48380108  9.67720618 -9.3996633 ],[-312.35382534]
69,69,[-8.58341191  9.69484837  8.56894325 -9.7318464 ],[-322.39314838]
70,70,[-7.7944191   9.06145443  9.47944546 -9.09352385],[-237.24640806]
71,71,[-7.70706267  8.99524633  9.77646324 -9.31673315],[-286.81844641]
72,72,[-9.85948027  7.30137989  9.55991055 -8.12823246],[-255.58484542]
73,73,[-5.23491911  9.63487031  9.40666107 -9.85337857],[-396.68229832]
74,74,[-9.63350873 -7.14002154  9.49660239 -9.26059649],[-359.48738038]
75,75,[ 9.65424981  7.81694781 -9.32022737 -8.96637962],[-275.04416063]
76,76,[ 4.0532341  -9.23314228 -9.51358362 -9.83718521],[-375.98907363]
77,77,[-9.25447471  9.34955137  8.94715183 -7.11656116],[-276.30548512]
78,78,[-8.15929652  9.51180622  9.77027699 -9.42616392],[-319.66465164]
79,79,[ 8.34936791  9.32183329  6.53898642 -9.83038707],[-314.99156567]
80,80,[ 9.65720929 -8.85657538  9.08789408  8.56698798],[-262.91383555]
81,81,[-9.22952504 -8.38380618  6.11009286  9.9226477 ],[-291.9103144]
82,82,[9.61898914 9.39974793 9.1970826  8.15418589],[-266.53897594]
83,83,[-9.50861696  7.85439796  9.55829246  9.57045363],[-365.51143258]
