,evals,X,fX
0,0,[-3.29498039  2.62747095  4.17859607 -8.88605087],[-62.67742362]
1,1,[-9.88049516  6.88783154 -0.86589967  0.77255167],[-356.54725317]
2,2,[-0.96299021 -0.33959521 -5.90407247  5.12125906],[-15.23320681]
3,3,[ 3.76181487 -3.63654873  7.55188503  9.7455346 ],[-76.45871093]
4,4,[ 7.22545413 -8.1726671  -7.40342381 -3.76458365],[-69.867281]
5,5,[ 9.90087023 -9.86255248 -8.73512112  6.63407905],[-434.8660669]
6,6,[ 9.26291251  8.85651481  7.84586873 -9.25326885],[-270.14662721]
7,7,[-8.68363563 -9.02423163  9.7320598  -9.00784812],[-177.84309452]
8,8,[-6.50641447 -8.89532841  9.40458999 -9.98703393],[-294.0851716]
9,9,[-9.82850358  8.70347809 -8.18913822  8.70063614],[-344.56617815]
10,10,[ 9.37491519 -9.56552208  9.80426091 -7.10352177],[-370.39748902]
11,11,[-9.4425571   8.37391135  9.46059754 -9.95838542],[-308.4319737]
12,12,[ 8.06515289 -8.22637154 -9.71767539  8.31035804],[-63.58856031]
13,13,[ 9.32335726  3.01882613 -9.6744038   9.65615902],[-253.80887477]
14,14,[ 9.84384336 -9.30472813 -9.30866051  7.66285542],[-371.12305347]
15,15,[-8.50213773 -9.28152496 -9.21169541  8.36645651],[-182.30611279]
16,16,[-9.12909224 -9.49470067 -4.19421189  8.65772828],[-307.81695262]
17,17,[ 9.90139736 -9.90678149 -9.09291886 -5.61650668],[-444.77681194]
18,18,[-8.71545557  9.4917025   9.3903038   6.8687918 ],[-229.43163977]
19,19,[-4.86532758  9.29758694  9.0513119   9.50372342],[-210.44988931]
20,20,[-8.98519696  7.41201872  8.28057572  7.01250836],[-164.07948964]
21,21,[-9.39285553  7.2243811   8.15045958  6.74702951],[-262.85391433]
22,22,[-8.83776372  7.67806411  9.88285254  6.65954255],[-127.5421476]
23,23,[-8.09250623  9.70996788  7.01662709  9.98525909],[-276.39356104]
24,24,[-8.93571496  9.59653391  9.05411956  2.58106994],[-266.09807321]
25,25,[-9.74900424  8.53382133  8.03508786  6.95819867],[-302.13295035]
26,26,[-7.91006141  8.48738822  8.03948652  8.14709406],[-76.52698369]
27,27,[-9.77341997  9.28274158  9.86927208 -2.10021933],[-390.0879865]
28,28,[-8.38507518  9.38185145  7.47981416  8.61562142],[-193.3322114]
29,29,[-5.08915594  7.61144097  9.74258952  9.59956227],[-138.67304648]
30,30,[-9.44622894  7.72794942  6.36704568  9.67007052],[-290.21142894]
31,31,[-9.17278291  9.44682908  9.96525602  6.41807757],[-308.24117438]
32,32,[-8.45227377  8.87171325  8.09119816  9.04784222],[-139.3786821]
33,33,[-9.74160476  9.88653765  9.6148486   8.2424371 ],[-477.25068082]
34,34,[ 7.94611093 -8.24048974 -9.11412881  8.09221743],[-57.86114795]
35,35,[ 9.90608028 -9.21740387 -8.80342888  7.42127247],[-362.92175105]
36,36,[ 9.11779509 -9.70635929  5.03038574  9.96603885],[-379.64059766]
37,37,[-9.28978855 -9.98890677 -9.97580643  6.84221148],[-365.70600629]
38,38,[6.5195188  9.22448634 8.93356386 8.7924023 ],[-226.96990155]
39,39,[9.69405701 9.42160787 9.49070849 9.95365598],[-433.38535663]
40,40,[-9.81282312  9.70116397 -8.90513949 -6.50993886],[-489.75529752]
41,41,[ 9.20941135 -7.97846575  9.51751281  9.38375397],[-226.17401467]
42,42,[-8.07266101 -9.53730198  9.94742536  6.89256377],[-193.21754215]
43,43,[-9.90477532 -6.70997957  9.32541274  9.72225692],[-408.63788264]
44,44,[-9.39382992 -9.80983978  7.99121232  9.50000607],[-422.57324155]
45,45,[9.37905543 7.29352934 6.79766231 9.43818081],[-292.93312716]
46,46,[7.90933253 6.86695622 8.83781182 8.60408714],[-126.63025628]
47,47,[9.06651909 9.98067198 7.96104914 6.48199304],[-364.18329135]
48,48,[8.10107837 8.8079797  8.76246771 8.18829722],[-99.17386779]
49,49,[7.94625128 5.70284781 9.31573896 9.61162566],[-149.69099633]
50,50,[9.98398734 9.28693604 5.88263564 9.18739032],[-409.20643431]
51,51,[9.44178853 4.03626219 9.78552507 9.81418744],[-263.22929292]
52,52,[7.89012433 6.83100943 8.72438519 9.29144511],[-152.48434758]
53,53,[9.77957157 8.11511857 9.6759192  7.86576722],[-259.88266142]
54,54,[8.73658524 6.84606022 9.07824911 9.84707235],[-231.21702039]
55,55,[9.53828335 8.75760646 5.54515832 9.09287366],[-297.87815465]
56,56,[9.75822969 0.95430068 9.61688043 9.03458218],[-268.88730278]
57,57,[9.40193574 9.60567945 7.10486569 8.86342633],[-388.12078735]
58,58,[9.99603854 9.89617698 8.78655988 6.68497152],[-462.25779519]
59,59,[-9.4272466  -8.89182532  4.03130944  9.22074548],[-317.23377771]
60,60,[ 9.8589256  -6.65475277  9.52069684  9.49087775],[-356.25071714]
61,61,[-9.44984298 -8.2859454   9.56575978  7.93086976],[-236.41648579]
62,62,[-9.8202468  -2.31262951  9.57523418  8.01692962],[-293.16169928]
63,63,[-7.72716624 -9.79231623  9.26831224  6.86462347],[-233.6010079]
64,64,[-8.18275272  9.95452608  9.00099619  8.91776445],[-269.68054305]
65,65,[-9.03212011 -9.2671081   9.2357244   7.12236402],[-246.83802134]
66,66,[-9.3237429  -7.22553252  8.55092124  9.34119863],[-263.45933984]
67,67,[-8.27795983 -9.25070366  9.0601913   8.94148282],[-183.17031773]
68,68,[-8.22637833 -7.58328727  8.26100503  8.92750694],[-83.76527944]
69,69,[-9.40184044 -8.71340726  9.36601798  8.44530517],[-267.44113337]
70,70,[-9.61534301 -9.79534502  7.82686009  7.81164546],[-420.62967954]
71,71,[-8.12478653 -9.0570998   9.02551178  7.86310925],[-133.98520089]
72,72,[-9.3984067  -7.32704988  9.67885304  7.61347118],[-232.47350127]
73,73,[-9.6262879  -9.3014259   9.45393213  9.72633768],[-426.76783149]
74,74,[-8.97818058 -8.84467554  6.41431036  9.72402192],[-238.12969219]
75,75,[-9.72734864 -4.12766659  9.39128407  9.95785092],[-326.08880075]
76,76,[-7.07685872 -9.11177233  6.31901405  9.95130432],[-271.58659487]
77,77,[-8.90562902 -9.49230426  9.9753295   7.10799869],[-250.21867949]
78,78,[-9.50894926 -9.95639182 -7.85284937  9.69868057],[-460.65637847]
79,79,[ 6.63568947  9.35520222  9.72966954 -9.98821349],[-300.68911561]
80,80,[3.61199355 9.68020665 9.408276   9.91710745],[-255.04432633]
81,81,[8.15462731 5.96844046 9.84913616 9.28440248],[-156.17726288]
82,82,[9.78224482 9.73321917 7.35003822 8.91567818],[-450.44531601]
83,83,[-9.22763096 -9.37832122  8.52354036 -8.98275083],[-315.55763635]
84,84,[-9.81802341  9.24431116  7.65008459  9.10009929],[-427.07644329]
85,85,[ 9.36694053 -9.74709556  9.21792451 -9.00743406],[-382.19638933]
86,86,[4.8576573  9.12776757 9.77444204 9.99295123],[-194.48569026]
87,87,[-9.49327312  9.50276205  9.65006787  6.93121402],[-376.77097185]
88,88,[ 9.57443322 -8.50306252  7.87333923  9.06577185],[-286.62117528]
89,89,[ 7.93666158 -9.24384946  9.90961714  9.81061715],[-207.19986258]
90,90,[ 8.42304093 -6.97697099  9.35662615  8.17345384],[-113.68708046]
91,91,[ 8.38344388 -8.05484727  9.64638708  9.75934425],[-124.84424841]
92,92,[ 8.59179858 -5.09734038  8.70009778  7.82624236],[-105.29706578]
