,evals,X,fX
0,0,"[ 2.55445765 -2.40493924  3.48744072  6.48881008  4.81914992 -1.8222704
  6.01158412 -3.22080345  9.01496229  2.23536364]",[91.72129349]
1,1,"[-1.40734731  1.86888892  4.42636041 -2.65005658 -3.76238348  1.10251393
 -3.12791004  2.98190719  4.89548588 -3.66159648]",[34.07482215]
2,2,"[ 7.66637364  7.22009252 -0.59228442 -1.71148322  0.7101105  -4.6415286
  2.57439813 -1.74913099  0.750584    9.73134515]",[29.21765068]
3,3,"[-4.10320966  5.75316736  8.69773608  2.84181495  3.86960697  4.78293694
 -1.30695373  5.60034547  3.84981442  5.47917878]",[63.80342145]
4,4,"[ 5.62180153  0.29645531 -4.86396281  7.41989836  9.37721076  7.08940407
  9.64937643  8.62236457 -3.65605946  0.67640762]",[137.87347334]
5,5,"[ 8.04519535  7.36001857 -1.60696128 -2.84982016  2.66425851  1.75390429
 -3.21632013 -0.25736583  3.23064814  2.48545075]",[26.80600755]
6,6,"[ 9.81281098  9.55653723 -3.67504479 -1.17769137 -2.30923486 -1.76407228
 -2.96199978  1.54565605  5.2478855   6.01075689]",[90.06510555]
7,7,"[ 2.04068713  5.21144028  6.59656846 -1.05400795 -4.17197781 -1.47479681
  0.02900512 -4.55362676 -2.22865046  6.78834014]",[42.96187991]
8,8,"[ 7.81263313  4.36808514  5.43512003 -2.9186695  -3.75638335 -1.22656009
 -3.34266133 -2.87093957 -4.34225477  3.26264152]",[46.57794077]
9,9,"[ 8.8568145   7.19758627  6.20405326 -0.73122777  3.14791291  0.15811385
  2.6230311   1.13708337  5.11314289  6.65899469]",[37.04783367]
10,10,"[ 9.64881764  2.26505186 -0.03110591 -2.51225121 -4.97019081  0.53882154
 -3.1453012  -2.34142656  2.43146601  5.63746109]",[36.31895327]
11,11,"[ 2.32245661  6.45119416  5.32976594 -2.64635066  3.67524005 -0.70233867
  5.53252925  4.83083934  3.33035291  9.46572556]",[64.06142836]
12,12,"[ 9.74325451  4.79058697  5.57577198 -1.38129285  3.58584475  0.77296321
  5.07006667 -3.59971528  3.98974719  6.47139758]",[40.51252416]
13,13,"[ 7.88221595  8.82639986 -3.81034015 -2.71019632  1.97290719  0.35851866
  5.32039876  0.78848486  0.85287538  3.30124689]",[51.13453728]
14,14,"[ 1.59340384  8.14075439  6.55092076 -0.63431624 -2.55746381  1.57316232
 -2.6795693   2.24390574  2.27723089  8.68450868]",[44.51122243]
15,15,"[ 1.86326572  7.32411864  4.02972415  5.28353121  0.63534433 -0.35463527
 -4.71007963 -2.125744    8.7402612  -4.5486199 ]",[54.22978362]
16,16,"[ 0.6631293   7.91316221 -4.64244099  4.58960313  0.54672187  7.05315441
 -3.32959212 -1.9234754   9.36075002  8.99495661]",[79.99689658]
17,17,"[ 8.61543125  8.03493314  3.64111602  3.42396418  1.62970155  8.37303013
 -4.93457286 -2.82164403 -2.88516492  9.38122153]",[47.90157217]
18,18,"[ 2.33607804  8.38362477  0.77514638 -1.25201525  4.01593619 -3.83371394
 -2.57213644 -3.43408753 -4.24684532  2.58411676]",[34.43072695]
19,19,"[-0.77590049  6.67751626  6.78849365  4.16674451  1.64739604  8.73940021
 -3.13201384 -0.37833549  1.80944428 -1.19093999]",[58.33154095]
20,20,"[-0.64447452  8.17738427  7.12094927 -4.08709794  2.83357806  2.63206571
  1.82153626  0.36409399 -2.79657669  1.43723547]",[28.46720595]
21,21,"[ 4.93408972  7.5088464   1.29376033 -4.32942989  2.96336029  8.97045463
  3.73625668 -2.13635702  5.42567849  9.53466982]",[64.5583076]
22,22,"[ 2.46632045  8.20362386  6.07371679  4.18981807  3.6081725   6.64949805
  0.34661251 -3.83146853  8.66103411 -4.48798731]",[66.23886294]
23,23,"[-1.49758748  6.73267064  2.70551027  0.5602613   2.38123221 -2.763419
 -4.4165586  -3.50625491  0.50095499  8.26758534]",[37.30126858]
24,24,"[ 1.89410653  6.21044436 -2.83786216 -2.00987464  2.10201386 -4.4630336
 -4.37322354 -0.03621024  7.05198854  6.68773651]",[46.83239726]
25,25,"[ 7.01189985  7.35569529 -0.58027981 -2.78443583  0.38446123 -0.3822164
 -1.82486153  1.98257624  5.21653897 -2.75995218]",[31.61104021]
26,26,"[ 7.77241794  7.32272955  1.29623849 -3.49452788  3.56593125  1.86269139
  1.0392518   1.43045572  1.884626   -1.3893291 ]",[13.19550987]
27,27,"[ 4.70187782  7.02510603 -2.83227121 -4.765115    0.85406477 -0.7240212
 -0.12158836 -2.02701266  2.15901049 -1.75556844]",[30.31652114]
28,28,"[ 9.29244976  6.9316161  -4.11957928 -3.77229212  5.15660935  2.75523946
 -2.59231629 -1.06168271  3.85279632 -1.70252631]",[37.04097697]
29,29,"[ 6.6183271   7.19569198  3.45682003 -2.68597607  3.85705066  0.21689802
 -3.1932288  -2.28063824  0.67984971  2.89348801]",[31.87648002]
30,30,"[ 9.84133275  7.0438266   2.26838034 -4.88124538  2.82855091  3.0032167
 -4.61897501 -2.35590214  1.81979992 -0.52551278]",[30.1271383]
31,31,"[ 3.12721557  7.46253005 -3.33630374 -3.18286303  0.60451879 -0.05670152
 -4.37465468 -2.31188428  1.08601389 -1.89280618]",[29.14212775]
32,32,"[ 8.97438098  6.89034013 -3.8497387  -2.94979276  1.42909314  0.15346245
 -4.26828609 -0.48300413  0.23404358 -0.41461732]",[23.93437681]
33,33,"[ 7.3045224   7.13027624 -4.18865906 -2.98335028  2.57770784  2.44125364
 -4.96335609  1.06980262  3.13901503  0.16192316]",[29.22132092]
34,34,"[ 3.03224463  7.2577169  -0.89379791 -4.63435363  0.36415429  2.53662304
 -0.00804569  0.41089125  1.21105139  1.47188506]",[12.27598098]
35,35,"[ 0.70049256  7.4013266  -0.93731753 -4.65273312 -2.57435579  4.49364014
  0.54305125  1.11147124  0.86879752 -3.29359486]",[21.79969562]
36,36,"[ 4.08757527  7.65286054  0.96202487 -1.54885675 -2.55333435  1.91757038
  5.27234445  0.86460231  0.08134795 -3.64966786]",[29.04139911]
37,37,"[-2.08192364  6.92727433  1.15727388 -4.82171717  1.50544409 -0.34903633
 -0.42641983  0.81304235  0.47274887 -3.35309743]",[18.06743985]
38,38,"[ 3.9722905   7.58874362 -0.63809125 -4.95171404 -4.11181069  2.45957602
 -4.26561424  0.46360412 -1.21604101  6.6407731 ]",[20.81279268]
39,39,"[ 6.16136145  7.17261635  0.81052807 -3.69154165  1.19977362  4.55771653
  4.9928461   1.23810907 -0.63684898  1.4537167 ]",[23.39279666]
40,40,"[ 7.51869513  7.50697748 -0.27296561 -3.24552726 -0.14619281  2.96904614
  5.01479825  1.62017179 -0.90473109 -1.60271141]",[22.42146283]
41,41,"[-1.90235561  7.60873807  0.32264956 -4.80594528 -3.20639222  1.10745644
  4.00780461  1.6155291  -0.32602163 -0.62711055]",[17.8555151]
42,42,"[ 7.25526503  7.49442576  1.79060839 -4.53867004 -4.40232275  5.51178409
  0.29883124  0.55032027  1.69051885  2.84857529]",[23.97855607]
43,43,"[ 4.75168741  7.40898597  2.20951556 -4.86553508 -1.58181064  2.71639997
 -0.89221181  0.67103583 -0.28674621  4.22325462]",[18.19430304]
44,44,"[-0.1305309   7.37410418  3.06846926 -4.89237209 -0.33474815  3.86300782
  1.98695209  1.33530959 -1.25531763 -3.73557708]",[18.70764392]
45,45,"[ 4.9760491   7.09119668  0.58605257 -4.51267168  2.82183582  1.86906955
 -2.58084847  1.01537745  0.72000782  0.14351821]",[20.3278385]
46,46,"[ 2.02013784  7.25488189 -1.8537598  -4.81791551  2.33478826  0.7112033
 -1.23876518  0.90983477  0.682543    2.61444459]",[20.06143878]
47,47,"[ 1.40207002  7.42085168  0.01995411 -4.60046794  0.68965814  0.29307347
  0.29274584 -0.13449061  1.53077818  0.1604574 ]",[8.02772079]
48,48,"[ 3.63062996  7.05625252  1.11202922 -4.75060782  2.97529627  1.07510752
 -1.07333038  0.45688125  1.35818073 -0.25242619]",[16.23803098]
49,49,"[ 3.88185869  7.24157339 -1.08327936 -4.80917168  2.93012429  0.89921007
  0.22768307  0.64542804  0.93733965  0.26456242]",[14.48839022]
50,50,"[ 1.4944864   7.22110627  0.38180101 -4.67740888 -1.87889639  0.56228295
  1.13539929  0.94959731  0.34588164  0.56153705]",[15.62683569]
51,51,"[ 2.75996785  7.30277545  0.81530363 -4.89277079  1.69799972  0.99265411
 -0.98982583  1.14885429  1.62313912  0.393215  ]",[14.63355544]
52,52,"[ 1.04846833  7.46493705  0.90081981 -4.58392247  0.29807714  1.09408627
 -0.2501179   0.89905673  0.10571816  1.89975673]",[7.18268362]
53,53,"[ 1.91257264  7.15827055 -0.81087801 -3.86040322  2.24648458  2.01378798
  0.65214931  0.88295972  0.23633975  2.11911848]",[12.62796287]
54,54,"[ 3.82307422  7.39432585  0.98080525 -4.59735639  2.53024776  0.49475202
 -1.43605088  1.17423611  1.86743857  2.60242194]",[12.70221652]
55,55,"[ 3.45291264  7.60355004  1.85181876 -4.75046417  0.87136686  0.96544214
 -0.84015885 -0.31300294 -1.10959167  3.21102278]",[11.56395497]
56,56,"[ 2.97874504  7.56388197  0.6928948  -4.80367216  1.14845823  0.79104664
  0.55573402  0.20175952  0.29101062  3.59980533]",[10.6854404]
57,57,"[ 1.96327593  7.59102406  1.20053486 -3.29250487 -0.06304509  1.39744887
  1.18412165  1.46997629  0.22775649  0.82327875]",[10.70465785]
58,58,"[ 3.36739859  7.59238857  0.41923555 -3.87144388 -1.57106248 -0.01901727
  1.03542384  2.12435364  1.43140562  2.09723597]",[11.49258797]
59,59,"[ 1.46892618  7.58995558  1.75847351 -4.62569953  1.85384175  1.17144401
  0.34989031  1.87499408 -0.80765548  2.51706521]",[8.88034665]
60,60,"[ 2.10624262  7.68081622  1.69299636 -4.27143563  1.72734327  2.04678961
  1.15702678  0.58729345 -1.1538603   1.24220849]",[8.09032185]
61,61,"[ 1.21693819  7.6166735  -0.25331602 -3.80926654  0.02953807 -0.4745253
 -0.16927924  0.57779591  0.35758913  1.90339559]",[6.9402436]
62,62,"[-1.68596208  7.29712844  1.26169636 -4.90701858 -0.3220664   0.43863393
  1.06407448  1.05542351  0.83839736  1.3118549 ]",[13.33402547]
63,63,"[-1.10174892  7.70687254  0.38674715 -2.37862441  2.29306761  0.25717102
 -1.41612749 -0.15367664  0.72196886  2.10400132]",[15.60400269]
