,evals,X,fX
0,0,"[-4.30746054 -3.60304841  5.09170545  5.47575606 -0.95887449 -1.85604114
  0.13914625 -3.46660813  1.58588077  2.70540695]",[39.91853995]
1,1,"[ 7.52850633  5.62978602 -0.80982629 -3.94709796  3.98576117  8.50558427
  9.76196182  4.85068134  7.69241962  1.57291864]",[96.5244712]
2,2,"[ 1.47312737  1.08339335  9.17381794  9.58065639 -2.44876823  3.38965644
 -4.14498513  0.08587638 -3.72246752  6.0405247 ]",[106.25684383]
3,3,"[-3.02814752  2.22851455  2.75210949  4.21342979 -0.9336744  -4.5273068
  3.2953841  -4.03923772  2.64938544  8.42657834]",[16.52128472]
4,4,"[-4.8197648   1.2041104   1.16707769  8.59084645  4.72986431  4.02845499
 -0.52421809 -4.0487398  -1.44217112  5.64419798]",[32.26717804]
5,5,"[-1.40393057 -4.55012156  9.907072    1.25459822 -2.33396032 -3.00185561
  0.67080399  1.70537352  1.41255979 -2.46382199]",[74.67759191]
6,6,"[ 1.63392911 -2.02384188  9.54189745  9.48493007  4.93595549  1.5672812
  4.18341352  1.84198841 -0.67861189  4.18541936]",[114.45027319]
7,7,"[-2.93642131 -1.35734878  2.63669962  8.31197634 -2.49537029 -0.02786544
  5.44720224 -0.94845827 -3.53881443  7.92554252]",[46.54164078]
8,8,"[ 1.06069935  0.44240142  5.01653226  0.56078796 -3.47698313 -2.86666102
  1.1059832  -1.85782996  0.46316675  7.73094139]",[32.69266583]
9,9,"[-2.44687244 -1.51027266  4.45438187  3.66220507  2.52663641  3.30385684
  4.10008835 -1.06980428  0.02036308  6.36690294]",[13.86765137]
10,10,"[-1.95474339 -0.77685204  0.31038321  1.43767363  0.03230198  1.82828028
 -4.98182222  1.90316766  4.41264397  8.17302167]",[19.67088516]
11,11,"[ 1.24054147 -4.11179777  3.12702292  6.73995311 -2.95950068 -1.67650398
 -3.68358598  1.65500318 -0.8451776   3.40272698]",[32.64722691]
12,12,"[-3.63492534  0.84981479  4.49326742  2.15351284  2.43431583  6.82730436
  0.32367025 -3.97520828 -2.83761318  9.7635573 ]",[36.25944984]
13,13,"[ 2.89910814  1.48732475  2.93798542  4.60502079  3.56035501 -1.01328075
 -3.59904043  0.86077033  0.84879677  3.13032814]",[12.78450514]
14,14,"[-0.59556814 -1.88691507  3.6966217   2.86750483  6.49281412  1.44636035
 -2.06368153  1.47080308 -3.17750332  9.85476   ]",[45.87952374]
15,15,"[-0.3248342   1.35262547  2.86454089  3.64369191 -4.92703182  5.56809485
 -0.14022621  4.29545926 -3.23765131  9.29555218]",[38.23360413]
16,16,"[ 2.42192474  6.36466938  3.61679682  3.74784601  5.82888603  7.02995241
  0.40774231  1.2379197  -3.94759546  8.95012782]",[48.33695003]
17,17,"[-0.67340009 -4.70978736  3.30172768  3.35374863  2.45755807  4.30464655
  4.08075313  3.78578006 -2.24623816 -1.1626865 ]",[18.74998976]
