,evals,X,fX
0,0,[-6.83309985 -5.6514828   1.91447337  4.55968409],[-80.48744516]
1,1,[-5.71585577  5.12211671 -7.72782176  1.19663426],[-57.40456325]
2,2,[ 6.57341315 -7.88442032  2.4730977  -2.66952062],[-28.35029136]
3,3,[ 1.112627    1.48004859 -5.91912641  7.65864776],[-84.58115321]
4,4,[ 3.84591745  9.77867567  8.08739329 -6.29761345],[-226.06039148]
5,5,[ 8.9956425  -9.97249314 -7.09244132 -9.84296263],[-420.19031696]
6,6,[ 6.07631498 -9.92992847  9.28309096  1.40709727],[-136.99076638]
7,7,[-9.89270154  7.53915885 -6.13981655  8.29176279],[-144.96081949]
8,8,[ 3.03262338 -4.40068004  0.65012862  0.8691818 ],[-10.39821264]
9,9,[-9.80823459 -6.84994515  3.87480739 -8.32605834],[-154.03379615]
10,10,[-9.99126332  9.16676173 -9.89724541 -8.91409736],[-298.7622269]
11,11,[-5.56321949 -9.26984294 -9.61140962  9.25388338],[-303.4310476]
12,12,[8.868707   9.09066089 2.96021715 9.72903316],[-428.47122213]
13,13,[-9.43696487  0.85120187  9.99814701  9.43679602],[-305.36471314]
14,14,[ 9.84619797 -8.9011462   0.06025502  6.08300138],[-283.31148509]
15,15,[ 1.42890001 -4.77144774  2.14818338 -2.13162533],[-16.73177055]
16,16,[ 8.61093197 -5.91390007  6.75391593 -9.02738102],[-224.00794389]
17,17,[-0.3109682  -8.71760514  1.1155359  -0.85841386],[-45.24911165]
18,18,[-1.13090198  1.02714771 -2.29903796 -0.30358696],[-5.12330553]
19,19,[ 7.11328109  8.41529297 -9.57873893  0.23447767],[-21.3473327]
20,20,[ 2.42028072  5.05250754 -7.4954748   0.37220595],[-22.21491241]
21,21,[ 9.74634116  9.82496531 -6.24726202 -3.84905367],[-202.21918909]
22,22,[-0.05228779  8.79578644 -9.09763582  6.18753606],[-211.79480809]
23,23,[ 7.99899011  0.39275863 -8.89385647  1.72779821],[-26.83059574]
24,24,[-9.97831267  0.92876055 -3.78677008  2.49032414],[-121.9906364]
25,25,[-0.58558084 -0.70756724 -7.40160436  0.52356775],[-2.23303137]
26,26,[ 1.81908967  0.04973448 -4.1435253  -0.09191516],[-1.61000865]
27,27,[ 6.91317147  4.28830998 -9.92962789 -1.79915753],[-17.57534279]
28,28,[-9.53233543  7.87235502  9.37460738 -7.15185134],[-114.161763]
29,29,[-6.26271895 -8.31377758  9.85237206 -3.92243456],[-62.78177702]
30,30,[ 8.85617395  6.26510795 -9.98978424  2.74284591],[-142.3082739]
31,31,[ 3.16117455  8.19446335 -9.78481616 -2.64454771],[-19.46474738]
32,32,[ 5.6319623  -3.68481076 -9.22358666  0.57815385],[-17.04527353]
33,33,[-0.51674415 -0.33835756 -3.52100516  3.42332694],[-31.28183375]
34,34,[ 2.89584486  0.32137958 -9.43754358  0.16513759],[-2.80670878]
35,35,[-9.30531306 -9.90673231  8.44475999  4.0208216 ],[-161.62375945]
36,36,[ 4.92277195 -2.70590915 -5.48387261  1.77098032],[-32.39354893]
37,37,[-2.60893635 -1.9925195   8.62124324 -0.63546999],[-10.23018726]
38,38,[-6.37179253  0.4785299   9.58448574 -5.5112661 ],[-109.90140139]
39,39,[ 1.33212426 -3.51677948  4.88705553  0.89323993],[-4.71453438]
40,40,[-4.23574813  9.95878651  6.98334254  0.90790835],[-162.30600893]
41,41,[-2.83689461 -3.73328465  6.27125104  1.61109709],[-27.59746705]
42,42,[ 1.33165977 -1.45422843  9.80040077  0.53834694],[-1.48232501]
43,43,[-0.3715402  -2.35520359  9.98237662 -0.60176785],[-3.37441033]
44,44,[ 4.54492938 -1.86323736  3.22172126 -1.16413624],[-5.13131135]
45,45,[ 5.64166089  8.25286383 -9.85006285 -1.04205833],[-25.98105577]
46,46,[ 0.82141763  1.89462618 -7.07658216 -2.3958427 ],[-17.01706049]
47,47,[ 5.09028079 -0.22652385 -9.37270165 -0.89544772],[-9.54443983]
48,48,[ 2.21971878 -0.21069707  7.97623944 -0.7450162 ],[-2.08854237]
49,49,[ 0.7127213  -1.47293142  3.18182164  0.23150772],[-0.92518627]
50,50,[-0.61982263  0.24261175 -9.69855446  0.88380603],[-4.86054831]
51,51,[-0.40671177  9.72781336 -5.82587506 -1.08344713],[-134.6503412]
52,52,[-0.99360275  3.70845135 -9.54173693 -2.76554722],[-16.38695769]
53,53,[ 2.31276251 -2.74685463  6.21214664 -0.64891219],[-4.36083173]
