,evals,X,fX
0,0,"[-4.77515424 -0.19777184  4.50391655  9.2001405  -0.77466842  2.58372647
  6.81271475  8.56508837  4.32458015  4.47467022]",[76.87672942]
1,1,"[ 5.63560796  2.57321224  8.91283073  2.20448633 -3.05058467 -0.80929999
 -3.12825166  0.3022149   7.53692173 -0.87327269]",[50.96107445]
2,2,"[-0.49240082  9.06000124 -4.23896105  5.66422259  5.87479253 -2.3134965
  8.08856077  5.91267122  1.57433921  2.49338234]",[98.00546217]
3,3,"[ 7.54733621  6.75514912  2.29546621 -2.50943569  2.25032891  6.71400277
  2.21447565  1.99352351 -0.28358369  9.53633095]",[44.04695789]
4,4,"[ 3.58304294 -3.21293565 -1.74601517 -0.20820018  7.73636113  9.19778035
  0.68395388 -3.45579809 -3.18930947 -4.80479656]",[70.02376036]
5,5,"[ 8.21947082  5.56375842 -0.00950873  3.2950869  -1.95772968  1.52090513
  6.57892816 -2.29204476  5.65802645  4.22009681]",[58.54801585]
6,6,"[ 7.98666798  9.6457178  -0.57400867 -3.1137382   7.17081577  5.24748773
  8.33935745  5.35355086  5.58630129  3.20080303]",[114.3756735]
7,7,"[ 7.84769302 -0.70011233 -2.86358207 -0.69189812  9.41056132  7.80595206
 -1.30738655  2.97315081 -4.74521984  2.16573959]",[66.74560938]
8,8,"[ 8.37614131  6.31728077  6.1185199  -3.60776861 -1.22264951  1.5754839
 -1.3181861   0.48732218 -0.65313494  8.27236061]",[47.78415767]
9,9,"[ 7.2777484   6.12366567  9.96944964 -4.92702201  8.55906457  2.48578995
 -1.12251218  7.40500592 -4.62370332  6.88778964]",[107.51330174]
10,10,"[ 7.20697332  8.92459229  9.63054091 -3.45408429  7.33571172  9.5368152
 -3.16923422  0.76901356  6.28400197  8.49389287]",[169.85155695]
11,11,"[ 8.34960901  5.7832466   3.51837665 -3.92107534  6.94092274  9.01524877
 -3.32495298  3.88590403  7.75940282  2.86664649]",[71.80323864]
12,12,"[ 7.70559816  9.76388038 -2.94298463 -3.28460552 -1.35813639 -0.61876638
  7.50683911  4.33521507  1.90069314  9.07843721]",[81.38701592]
13,13,"[ 7.52770073  8.56947482 -2.51885295  1.10077895 -2.19225198 -0.39732405
  2.49900513 -3.01437842  5.53641394  5.31279813]",[57.70067807]
14,14,"[ 7.96930872  9.04041925  9.90866631  3.70909537 -2.80629143  6.25620651
  2.75595316 -1.28354189  2.62258035  2.108868  ]",[117.34717386]
15,15,"[ 5.34430211  6.31417935  2.45362478 -3.59190981  1.73283307  4.20859644
 -2.32195177 -0.82207908 -3.78841771  5.51846974]",[37.20166775]
16,16,"[ 7.78190023  6.29670962  3.58530025 -4.04581473  2.25704404  9.73829063
  3.97297891 -2.61337603 -1.02592123  6.39636781]",[85.88881327]
17,17,"[ 9.86865145  6.29179336  1.26440667 -3.32373977  3.57892101  7.25063869
  2.86004335 -0.90413168 -4.20071029  6.07996649]",[35.94254817]
18,18,"[ 3.75475412  6.39238479  1.03219236 -2.64224107  0.85419612  9.8761526
  6.78006231  4.46541416 -3.53020688  8.44443696]",[103.42645795]
19,19,"[ 8.31046465  6.33136774  1.4727267  -4.92152805  1.0013049   9.95468008
 -1.25399163 -2.31560266 -2.70114153  7.97331145]",[101.14643094]
20,20,"[ 9.85423605  6.39625525  1.78296749  1.44201594  0.79433281  1.81318718
  1.35229605  6.49416563 -2.64231104  8.75137783]",[44.3517856]
21,21,"[ 9.3189241   6.26809492  3.32830105 -0.23954127  1.32272371  4.18578313
  1.7559735   4.50709761 -3.07361028  6.59857533]",[32.60356582]
22,22,"[ 6.99411326  6.28648831  2.99690514 -2.34643199  0.81458507  3.15452163
  6.13912983 -0.59497399  2.99019391  5.95254636]",[47.3492414]
23,23,"[ 5.50138175  6.73000687  1.59940094 -2.61240344  0.9743282   1.82805961
  6.36492266  1.77483115 -2.02379335  9.46606246]",[50.12499349]
24,24,"[ 3.13092395  6.49820118  1.04497471  0.16336047  2.89905394  3.34620602
 -0.84463773  4.98177837  2.49785261  5.58431895]",[29.15347273]
25,25,"[-1.07303434  6.34646822  2.92550174  3.35780348  2.30272173  4.15607769
 -4.62383997  7.29777031  2.00141365  1.4656463 ]",[29.98035536]
26,26,"[-2.32786938  6.24018814  2.2869915  -1.83933982  2.48709455  3.18669974
  4.89640173  9.41478648 -0.73575779  5.5711819 ]",[79.85763325]
27,27,"[4.1889549  6.00819152 4.35062174 5.46250179 3.32059444 3.99663453
 1.59377424 6.20898641 3.6790273  2.47611909]",[50.9794613]
28,28,"[-0.72462161  6.01228926 -1.62562252  4.58698055  3.49333851  3.65982578
 -4.98541266  8.15646308  7.2583861   9.59249183]",[54.53887831]
29,29,"[8.31438373 6.10815963 1.5141598  5.60219124 3.42225131 4.1439272
 4.46565575 1.86877145 6.93655716 2.99569096]",[46.64564924]
30,30,"[ 6.53281672  6.64443474  4.30223094  4.69456965  3.39567677  2.8745832
 -3.3309212   3.04903181  6.43944951  7.16726844]",[47.75540546]
31,31,"[ 7.2870483   6.09522158 -0.25840761 -2.47712888  3.33643731  3.92884447
 -0.86297746  9.77560955  1.57113137  1.21257922]",[80.7669628]
32,32,"[ 4.13393344  6.28395694  3.8758254  -2.8640673   3.4108429   4.12006649
  2.36337694  0.62590784  4.86197161  0.32393631]",[34.8754907]
33,33,"[ 1.75629894  6.03477264  3.44101532  5.56980679  2.91841787  4.28995373
 -2.45489785  9.42434451  4.72335891  8.96248733]",[98.04646222]
34,34,"[ 6.46062433  6.91877695  3.93249298 -3.45953562  3.30721308  3.24465313
 -2.90299287  8.5864941   7.79859799  9.92881026]",[57.3476504]
