,evals,X,fX
0,0,"[ 5.63394705  3.34094429 -4.0809094   4.66587365  5.16391377  6.80915095
  6.92798627  9.01715103  6.70850233  9.53725261]",[91.04943897]
1,1,"[ 8.13398212 -1.72334897  8.96023271 -3.32647771  2.08469429  7.67516351
 -0.78044025 -3.59317925 -4.19229327 -1.12462168]",[52.93618849]
2,2,"[-0.6269408   6.58160174 -0.24124129  7.85046359 -1.16606748 -0.63613377
 -4.38376897 -1.39586387  2.54210518 -4.73831189]",[27.85405377]
3,3,"[-3.5492434   8.08652864  3.12305987  0.24023867 -2.92672123  3.06754124
  8.12080037  3.00440441  8.01954599  2.71838161]",[27.89593421]
4,4,"[ 1.97742147 -3.66456485  4.18458679  1.72802627  9.91480782 -4.30824739
  3.07443253  5.95143057  0.17181742  5.42526583]",[80.92538738]
5,5,"[ 0.49496897  1.39201099  3.76034543  8.82072141 -2.17496321 -4.28200993
  2.47377418  4.04274475  0.328172   -2.12156645]",[38.40016225]
6,6,"[ 5.17613431  7.24784505  0.98111065  9.99602469 -1.66787848  6.91060753
  2.92995711 -1.66442358  5.95864773  1.64728961]",[94.53160539]
7,7,"[ 3.10664912  9.276036   -2.60596469  3.07022173 -0.51993167 -3.52050059
  2.84358828 -4.71414433 -1.00259081  0.47968486]",[64.18177074]
8,8,"[-3.99884961  8.23680236 -2.65680125  4.5189496  -0.14872894 -0.29506149
 -2.85503733 -4.0844234   8.23577255 -2.45856003]",[40.58236432]
9,9,"[-4.80528242  9.35048792 -4.05085771  5.45632664 -2.25535379 -4.22801682
 -4.25060482 -0.09447568  3.74233574 -1.18055939]",[72.02063474]
10,10,"[-3.77396379  9.96084382 -1.27415538  0.81180792 -1.8512189   6.15529464
 -3.4865631   3.40430304  6.23915941 -2.76680233]",[100.6283686]
11,11,"[-4.47753853  9.67318261  3.44755593  6.69651214 -0.11939939 -2.58431911
  1.26748481 -4.49381581  2.94553906 -3.95993754]",[80.70910734]
12,12,"[ 4.22296523 -0.29886737  1.59995203  8.411363   -2.25621303 -1.57803497
 -0.62044714  1.75074529  6.29796058 -2.46461546]",[41.68921765]
13,13,"[-4.5501051   3.44263672  6.17518732  0.05993781 -1.81147457 -2.73567095
 -1.0767667   2.6108101  -1.6878438   0.9423319 ]",[37.66083574]
14,14,"[ 1.82645611  9.56605376 -3.72677944  1.77014686 -1.02722657  2.66791411
 -1.72934691 -4.0930509   6.41828537 -3.9532589 ]",[81.09521226]
15,15,"[ 5.5025808   6.355676   -2.95505483  6.12377866 -2.22876608 -0.63037767
 -2.8225528   3.38008423 -2.90251322 -1.6678475 ]",[66.17060346]
16,16,"[ 3.1342533   6.66722376 -1.75008111  9.80097076  0.32287127 -1.16173799
 -2.65682129 -4.45520181 -1.1351771  -2.71844855]",[86.20846655]
17,17,"[-0.64012561  7.63211833 -3.12550687  9.68295871 -1.57066643 -0.14065344
 -3.05707349 -3.16239593  7.79683115 -2.28433156]",[86.22219189]
18,18,"[-0.04363297  6.26666451  3.52854497  2.22827947 -2.75629769 -0.90834743
 -4.70937719 -2.11384381  5.90168759 -1.36426682]",[54.89817988]
19,19,"[-0.32844909  5.73695377 -1.98786827  9.72626883 -2.38851915 -0.4093007
 -3.40300365  2.87544723 -3.28324223 -1.30138392]",[96.65716217]
20,20,"[ 5.37609703  5.66499629 -2.56525214  4.86012376 -1.5637258  -0.4309604
 -2.92902714 -0.90993237 -2.14666807  0.56269882]",[49.20316319]
21,21,"[-1.74311413e+00  6.91933811e+00  7.86191406e-01  9.71110759e+00
  3.71845827e-01 -2.75409221e-01 -2.44783405e+00  1.53974599e-03
  4.24880053e+00 -1.32251645e-01]",[72.92881533]
22,22,"[-4.30168535  5.76247534 -2.46629575  8.4911678  -0.68349961 -0.20627291
 -4.74527705 -4.2598909   2.40108678 -4.95183631]",[49.31427606]
23,23,"[-0.2688198   5.60626041  3.14639916  4.60284561  0.44629874 -0.53348641
 -2.50118578 -4.29852019  0.7794922  -1.753306  ]",[31.22985941]
24,24,"[-4.17562329  5.70357051  3.35842329  5.84048132 -2.81387277 -0.44422011
 -2.89495151  1.32427523  8.1095685  -2.51395773]",[56.55444453]
25,25,"[ 0.15594157  6.36746685 -2.17931593  7.89351698 -2.0650759  -0.48828845
 -3.44624607  2.63477662  4.03941022 -4.66153631]",[43.18473798]
26,26,"[ 3.35259173  6.39167414 -1.85849941  7.7339931  -1.53848343  0.03019458
 -4.72635642 -3.50806023 -1.11082236 -4.91380671]",[41.05665001]
27,27,"[-2.17862763  5.79044701  0.39976296  7.83039626 -2.59823788  0.28700524
 -4.81311894 -2.80102189  4.55078273 -4.99321501]",[47.81907746]
28,28,"[ 0.49277447  6.11477418 -2.26033497  7.80074629 -3.21446332 -1.013541
 -3.51936262 -0.97768663 -1.73786923 -3.98426796]",[48.79892694]
29,29,"[-2.70011884  7.50019585 -0.98975979  7.73239569  0.99348868 -0.54749113
 -4.76213413  0.82599457 -0.8779662  -4.13306331]",[16.42992014]
30,30,"[-4.53135731  6.95495159 -1.67510519  7.7291231  -1.19215045 -1.67855709
 -3.39660672  1.73706544  5.53146514 -4.67979409]",[45.51063894]
31,31,"[-0.0930753   5.80700557  1.08599845  7.91121441 -2.66710755 -1.06875864
 -3.69174406 -1.81940424  3.89351717 -4.91869191]",[41.41115678]
32,32,"[ 3.30143998  6.55728956  0.79592324  7.93187113 -0.39052494  0.38746502
 -4.55967049  1.06223959  1.0947597  -4.80517801]",[24.26781957]
33,33,"[ 0.57795557  6.40918314 -1.42904215  7.82710117 -0.44170056  0.51392393
 -3.62626548  2.16677476  5.18923238 -4.53557358]",[39.75474989]
34,34,"[-1.18413812  5.66380267 -1.36807136  7.83532232 -3.21070946 -0.05844024
 -4.4403305   1.99229143  3.49124541 -4.90022691]",[34.24165813]
35,35,"[ 1.08497323  8.07914963 -4.20849165  7.66853553  1.34902091 -0.53616305
 -4.56310231  1.58722281 -4.2745364  -4.4454374 ]",[18.1695056]
36,36,"[-1.1081196   7.79969761 -2.82027304  8.04753769 -2.79618819 -0.28937369
 -4.97132932  1.80932417  1.68131147 -4.41469007]",[38.07881204]
37,37,"[-0.09078482  8.144788   -3.96449051  7.57116969  4.40497153 -2.08299508
 -4.74928374  0.37384809 -3.3401787  -4.25580432]",[36.14270159]
38,38,"[ 0.43747369  8.09461016  2.24064069  7.50287492  3.82129171 -2.05413703
 -4.8961343  -0.20546855  2.26716665 -3.84544318]",[27.85879704]
39,39,"[-0.13500612  8.0404143   2.43956248  7.94248885 -2.39034689 -1.24091973
 -4.9397999   2.43335482 -1.34752372 -4.13853328]",[34.38207842]
40,40,"[-1.31897157  7.43436778 -4.13595418  7.46984873 -1.15165442 -0.41976232
 -4.59765239 -0.13918221  3.66639594 -3.84510276]",[18.57353706]
41,41,"[ 1.38320065  7.82936832 -2.53540284  7.45648617  0.81917446 -3.59942624
 -4.72421891 -0.17451413 -1.35558792 -4.38581222]",[29.87104372]
42,42,"[-2.34984181  7.64204424 -2.3670599   7.63727333 -2.50859472 -3.4388647
 -4.67273779  2.36366896 -3.64163793 -4.34152845]",[40.20725797]
43,43,"[ 0.84239116  7.78170371  2.18348544  7.38144613  4.37766611  1.10804717
 -4.75430441  2.60367905 -1.9410186  -4.0870345 ]",[25.39246833]
44,44,"[ 0.0291435   7.53902828 -2.00940484  8.0060899   0.4076097   2.54999063
 -4.89245409  0.81872521 -1.60804757 -4.29733148]",[29.11382611]
45,45,"[-3.50148862  7.82099669 -1.30259041  7.64356788  1.43983077 -1.11709193
 -4.82585537 -0.6207008   1.57584598 -3.90414047]",[18.97611014]
46,46,"[-2.65477863  8.71999537 -1.54541865  7.65395848  0.61076574  0.05118069
 -4.71214153  2.13886938 -0.98687821 -4.37735806]",[37.66242055]
47,47,"[-0.83073348  6.28968091  0.71306236  7.65909112  1.47957171 -1.00282277
 -4.73895515  2.35934874 -0.93462407 -3.92847502]",[30.56561317]
48,48,"[-4.55065139  6.51838009  0.1001907   7.61865471  1.50459    -0.08598195
 -4.75059109  2.16740253 -3.22213845 -4.23941862]",[34.65623514]
49,49,"[-0.50947499  8.56700098 -0.91544035  7.71618417  0.60616829 -1.12036548
 -4.66325797  1.52144923  1.45637798 -4.25373845]",[30.21220461]
50,50,"[-0.47270339  8.21100439 -1.30129466  7.62555598  0.41720993 -0.38504992
 -4.84648454  2.22924684 -0.21673258 -3.98379671]",[24.02823379]
51,51,"[-4.18040969  8.23323696 -2.56771908  7.74810487  0.43574336 -0.55376267
 -4.69521053  1.9532211   0.22817506 -3.94776075]",[28.22438107]
52,52,"[-1.60443163  6.268288   -3.1272452   7.7008367   0.62145463 -0.27982681
 -4.70138407  2.17614649  1.20842921 -4.00261387]",[35.72905293]
