,evals,X,fX
0,0,"[ 9.22219817  3.44188983 -3.44567841 -4.61399598  5.80607383  2.72407158
  5.92624918 -0.13141964 -2.91134538  0.07191176]",[51.4577844]
1,1,"[-0.56852887 -4.82013588  6.69140566  4.44439335 -1.88674102 -2.87356189
  0.19853439  5.80340288  3.67650804  6.58486764]",[54.91477573]
2,2,"[ 9.08117333  9.18328732 -1.16194128 -4.36249921  0.53947954 -2.49602072
  0.02741919  1.81501698 -2.95262956 -3.0137022 ]",[60.2538464]
3,3,"[ 7.84157134  0.92400764 -2.27624765 -0.88670385  1.4935642   6.83671486
  7.28711003  3.80663923 -3.68371539 -3.94317179]",[32.77458571]
4,4,"[ 5.20704954  4.54579354 -4.99603036 -0.97937497  6.3270312   4.27188879
  7.04665864 -0.82308412 -3.97765749  2.51590685]",[42.33909083]
5,5,"[ 4.02920276 -2.36736741 -0.57494728  1.03799375  6.97467172  8.25166189
  3.17839257  4.11009782 -2.58010703  2.99944996]",[36.74464426]
6,6,"[ 5.0072475   4.99585067 -0.29989203 -2.99748078  6.96408542  0.49396585
  5.48474473 -4.30879532 -4.85695391  1.32293709]",[47.09205977]
7,7,"[ 9.70263976  4.92617992 -1.26295327  0.4961453   9.11354768  6.79053127
  3.31083309 -0.54001111  0.56138977  2.90390085]",[58.6354589]
8,8,"[ 3.36543819  2.25412759 -1.11564531 -2.55048277  0.25302773  4.28770175
  6.00581422  2.18632102 -1.60803657  1.3432084 ]",[34.44391454]
9,9,"[ 9.26090429 -0.73682735 -0.70052877  1.15946289  2.6854546   6.73785527
  1.92994599  5.84048698  1.01478101  3.37036609]",[31.18002041]
10,10,"[ 9.79875916  3.87408635  1.18593699 -4.59234534  3.49399588  4.82426723
  2.60468996  2.61998867 -1.54582212 -1.83598146]",[17.28971341]
11,11,"[ 4.34123858  4.1051277   1.50434253 -1.57019734  9.07219896  0.83751177
  2.39929684 -2.54071951 -3.82819707  3.47746081]",[52.94195511]
12,12,"[ 6.44469174  9.84908015  0.82778391  8.34674013  4.67727299  3.69912703
 -3.85154404  2.27025054 -1.24898434 -0.1359275 ]",[76.13613799]
13,13,"[-0.55648701  0.18831089  3.14681674 -4.89894862  2.94526093  5.43047587
  4.82817531  4.67656893  9.4560042  -4.50088812]",[83.66425529]
14,14,"[-0.45422983 -4.17985586 -0.51666279  1.80532556  2.67605499  4.57562021
  9.6191889   2.45022817 -1.37081854  9.12132978]",[66.6677129]
15,15,"[ 9.12164856  5.52948713 -0.87087052 -2.96626344  2.13726187  4.41062021
  6.12948298  3.89565059 -1.86522007  1.60874352]",[48.37959433]
16,16,"[ 2.35504456 -1.78880528 -0.58641089 -2.49501662  4.51072711  5.77069192
  7.89937526  1.03933104 -4.37234286  8.87819916]",[42.28220858]
17,17,"[ 9.10644306  4.20031041  1.81252816 -1.09045703  2.5659159   5.75220824
 -1.44591816  3.17838338  0.27771562  6.22773141]",[26.68271172]
18,18,"[ 8.13290281  7.8875941   1.4820795  -3.18466264  2.21710975  4.27780387
 -1.3006334   4.41698218  5.03101021  0.56648627]",[27.22595737]
19,19,"[ 9.3343735  -4.66427656  2.84917942 -0.25322533  2.80143101  5.9030341
  5.34244418  2.98544582 -1.02919385 -4.11102345]",[39.61411429]
20,20,"[ 9.21908642 -4.00460318  0.41388207  4.38380926  3.55763574  5.54140946
  6.26746386  2.12181664 -4.80327064 -2.92364053]",[42.65218659]
21,21,"[ 9.55709634  4.72063661 -1.74634211  1.42974034  2.94144666  5.55251662
 -0.6157054   4.08393138  2.71449178  2.99794495]",[27.60232498]
22,22,"[ 9.29761933 -0.03084391  1.53956758 -4.35583606  2.82195959  4.27505173
  1.27571398 -0.93808616 -0.06401445  0.61312968]",[6.1044723]
23,23,"[ 9.7070303   0.53053242 -2.04915825 -4.61271491  2.40340812  5.33559802
  1.46566231 -0.05501131 -3.23378612 -3.34747988]",[31.57763271]
24,24,"[ 9.61983746  2.01914983  3.89391807 -3.88510568  3.39933887  3.81266346
  1.9575291   1.81524896 -4.84531582  2.59038953]",[12.90277711]
25,25,"[ 9.90721226  5.6079417  -4.27444351 -3.68579848  2.54968495  5.57791442
  2.18313283  7.29107684  0.81924189 -3.72953904]",[44.76288751]
