,evals,X,fX
0,0,"[-4.30746054 -3.60304841  5.09170545  5.47575606 -0.95887449 -1.85604114
  0.13914625 -3.46660813  1.58588077  2.70540695]",[39.91853995]
1,1,"[ 7.52850633  5.62978602 -0.80982629 -3.94709796  3.98576117  8.50558427
  9.76196182  4.85068134  7.69241962  1.57291864]",[96.5244712]
2,2,"[-3.75215167 -1.22014307  3.06981453  5.89228019  0.26530231  4.81825667
  3.42117401  7.54239313  7.96864242  9.71885227]",[-41.92095915]
3,3,"[ 6.00261598  1.48872071  9.98872402  0.4103344   5.54180621 -0.48615021
 -0.27563924  4.48611766 -0.91142762  7.95791799]",[-78.31936183]
4,4,"[ 0.13250206 -3.04062649 -0.3198109  -1.64474395 -1.48635808  1.32958366
  9.22484167  4.15021558 -3.30617166 -2.54070719]",[-64.63304171]
5,5,"[ 8.68685963  8.41594152 -4.78252802  2.06191848  6.68252407  7.82932759
  3.58144884 -2.23725957 -2.49504347  6.72579853]",[-52.76645259]
6,6,"[ 0.98489657 -3.1388948  -1.57734854  7.17640211  6.84247949 -0.32205489
  8.09849742  9.30012714  1.28684599  0.40177441]",[-77.09531479]
7,7,"[ 7.38175252 -4.23952703  5.47431193  4.18180537  9.33266633  2.81466617
  7.94400749 -4.12093751  5.38355715  0.83396274]",[-80.24375203]
8,8,"[ 6.01471772  8.8188441   7.99766119  6.94819241  7.68394867  0.81686493
 -2.28519562  5.90055201 -0.74899744  7.0939625 ]",[-69.42187684]
9,9,"[ 9.63024835  7.41007695  5.0907547   9.69400035 -0.69522971 -4.98910693
  8.25684488  1.2049943  -2.39794917  4.48122997]",[-92.09754412]
10,10,"[ 8.91088966  0.49756454  7.97939954 -3.88290611 -1.7006104   9.89594945
 -3.3195239  -2.7576029   1.52218072 -0.44514602]",[-80.2923334]
11,11,"[-0.60650482 -3.02081115 -2.95760982  1.69821453  6.93805562 -4.7553096
 -4.88168442  8.0475795   4.16058428  4.65872265]",[-46.13456215]
12,12,"[ 3.16230846  5.44611942  7.0824014   3.85866313 -3.38284142  0.62299888
  7.18107336  6.90571794  0.50848268  0.45203066]",[-45.17794077]
13,13,"[ 4.24155738  2.61031854  0.99168434 -1.7628379   6.24802573 -3.51449371
  2.21703232 -0.28966315 -4.1772177   7.07692545]",[-32.55378113]
14,14,"[ 5.3524115  -0.69997639 -4.29748466  1.534181    4.12380077 -0.56119918
  0.87534563 -0.79950584  4.97119245  8.31011079]",[-18.05979328]
15,15,"[ 4.44745061  0.15640514  7.37608968  0.26259476  0.92209455  4.41319438
  7.95807185 -3.81590895  9.14397594  4.08650436]",[-53.36823503]
16,16,"[ 4.44030764  7.99917315 -3.27615321 -1.73100092  4.97598463  2.71401819
  5.62067766  4.44400945  8.77596148  4.43753204]",[-67.47405526]
17,17,"[ 6.54525785 -4.97374882  5.31378676  7.57630336 -1.55209255  2.31575191
 -3.11310439 -3.75671357 -1.37264117 -3.08738015]",[-42.90130529]
