,evals,X,fX
0,0,"[ 3.83400675 -3.43445503 -0.75601418  4.79366684  9.32270107  2.368451
  2.70530185  4.0563694  -3.14709351  8.83628717]",[70.89049373]
1,1,"[-3.14919801e+00  3.83124424e+00  6.04546090e+00 -9.21476298e-01
  2.31109586e+00  6.09289359e+00  7.18067641e+00  3.00146337e-04
  9.01191361e+00  1.63114768e+00]",[74.76060694]
2,2,"[-1.61322111 -1.05371495  8.09113231  2.71059031  5.31580454  9.96512151
 -1.69386557  7.62663027  1.48392855  5.95932498]",[84.090862]
3,3,"[ 4.75987481  8.39893232 -4.26672322  7.47690875 -1.66887458 -0.03101123
  4.41454885  1.58974709 -0.89382449  0.46297969]",[25.18549115]
4,4,"[ 7.29130383  6.51383472  1.28829522 -2.0706216  -3.5940464  -2.06971674
 -3.18546344 -2.78220926  4.11756338 -4.15157911]",[53.10201916]
5,5,"[-0.30202106  4.38042151 -4.30060619  5.79898038 -1.27225121  6.66960313
 -2.88626093  4.69955891  3.60994376  3.9439193 ]",[50.45451928]
6,6,"[-0.0094204   6.85842348 -4.9004641   2.37283104 -3.06679869  6.56020707
  7.93858357  1.85816079 -4.87737253 -1.92791084]",[53.24299573]
7,7,"[ 7.65475924  5.01599625 -4.39126071  3.89688262 -0.07224151  4.7405069
 -3.67437879  7.80105531  3.99979421  1.66268118]",[25.0632134]
8,8,"[-0.72578313  4.40879806 -3.50034609  6.92758772 -0.88703519 -4.27087973
  4.93984401 -0.5066964   8.32177334  8.6309869 ]",[43.6492638]
9,9,"[ 7.98352898  5.64344224 -4.98714757  2.08057261 -1.40655129 -4.0867146
  4.24393676  6.5294683  -2.17019466  2.77220157]",[52.26518936]
10,10,"[ 6.92045766  7.10347481 -3.50742564  4.87103752 -1.19495172  5.60468126
  7.22523214 -2.11152822 -4.80480421  6.82865198]",[56.94747488]
11,11,"[-1.31912752  2.4719731  -2.84101001  8.00671103  0.24947184  2.65538107
  4.25329866  8.07216138  7.27803509 -3.05512288]",[29.71932526]
12,12,"[ 3.44237803  3.75318734 -4.52761401  8.07841902 -0.36767229 -4.36658867
 -0.75610112  1.75222471 -2.42410942 -1.33815458]",[20.73507408]
13,13,"[ 1.22010178  2.00889293 -2.91250245  8.66331367 -3.19602411  0.5829196
  7.96670653 -1.46952316  7.99976185  5.12776689]",[49.0438343]
14,14,"[ 9.51767719  3.15182797 -3.06668796  8.45285659 -0.3081908   0.98456325
  8.57994472  3.41390461 -2.0567853   9.01525547]",[50.83929802]
15,15,"[ 0.65558866 -2.36257203 -4.61274246  8.94988384  6.50034963 -4.73084893
 -0.79867043  5.06862193 -4.21790258 -2.1645334 ]",[73.18271018]
16,16,"[-0.41553367 -4.61878973  0.99835403  7.62475493 -4.78596936 -4.88142924
  0.45789692  3.73701245 -2.1222939  -0.50502282]",[26.51961662]
17,17,"[-0.6447235   6.43708766 -1.95724784  9.78322326  2.45677804  1.83098369
 -3.85484671  2.39117026  0.17242949 -3.12537299]",[81.47028965]
18,18,"[ 0.07993637  3.59265596 -0.86765364  9.39815914  7.65802469 -0.08548401
  1.65034674  3.36542815 -2.882867   -3.14958972]",[60.53495775]
19,19,"[ 5.40937583 -3.36365402 -4.77303955  8.87850743 -1.68487487 -2.90785962
 -3.47042408  4.06390309  5.94687201 -3.21989015]",[75.95545958]
20,20,"[ 7.31316007  4.24610376 -4.52016615  7.29750552 -4.72634837 -2.38356804
  6.3340886  -2.75543429 -2.60717855 -1.30567086]",[55.89859409]
21,21,"[ 6.71202336  0.98123804  0.52700719  6.95150608 -4.81210995  0.91825542
  1.6906178  -4.3349831   4.55600606 -2.84511253]",[22.96432452]
22,22,"[ 7.20167487  8.46051753 -2.88691795  7.14595707 -2.66587255 -4.67702027
 -4.55742592  4.80701804  3.4295337  -0.46058792]",[52.17667034]
23,23,"[ 5.55914017 -0.67898944 -3.78192323  7.26009824  8.27829034  3.47903371
 -3.0392856   6.97822869 -2.47627453 -0.76346841]",[44.64268305]
24,24,"[ 5.46202167  6.11658871  1.41644252  8.76908905  5.3570816   0.83769973
 -4.40570137  8.01879346 -1.82023502 -2.52773234]",[65.42077764]
25,25,"[ 4.27729746  4.53307052 -4.44673321  7.91560235 -1.04703651 -4.48194845
 -0.27553211 -2.08894967  0.7005552   2.03718966]",[19.83799309]
26,26,"[ 1.27592789  5.92603211 -0.85954239  8.22585143 -0.36046778  0.45421549
 -0.08067149 -4.14469512 -0.31917095  2.44784332]",[27.45263373]
27,27,"[-0.50360892  5.03475303 -4.13162882  8.03763507  0.14717406 -4.98705711
 -0.2181706   6.16854845 -4.2620672  -1.30458269]",[43.41091275]
28,28,"[ 1.31582105  1.07877934 -4.68409028  8.11766913  1.81771648  0.22926174
 -0.5964319   7.24639017 -4.54777435  4.40015083]",[20.72876004]
29,29,"[ 5.24322838  9.72900803 -3.41155758  7.91822018 -2.08583476 -0.05759831
 -0.59135252 -1.8993655  -0.23390911  2.19750579]",[74.43980527]
30,30,"[ 5.78084926 -2.38724188 -4.75932412  7.97316914  2.66806933 -2.37411343
 -0.29238346 -3.79208192 -0.16200673  2.56993831]",[29.9804766]
31,31,"[-0.27580448  2.67186874 -1.14909754  8.11923055  2.20628684 -4.50172672
 -0.75626093 -3.54308197  3.18391485  1.79914894]",[19.16907289]
32,32,"[ 3.84342276e-01  8.55981572e+00 -2.51503512e+00  8.03517718e+00
 -2.04943381e+00 -4.18932249e+00  7.92662450e-03  1.24831677e+00
 -8.57843906e-01  1.37793330e+00]",[38.86096423]
33,33,"[ 5.13234494  8.1108284  -1.3221109   8.09586874 -1.70175985 -4.57844745
 -0.05517484 -1.43992919 -1.17699017 -0.8688374 ]",[25.61619926]
34,34,"[ 3.65613287  9.77084134 -2.25469304  7.95519213 -3.42489483 -2.31747947
 -1.37485286  3.71208338  2.67140907  2.07904378]",[82.43468777]
35,35,"[ 3.15790079  1.04046651  0.9782554   8.07433701 -1.84509743 -4.15571459
 -0.20973363 -1.61130873  6.78397954  0.58446433]",[28.55578961]
36,36,"[ 5.24747075  4.15868734 -3.94092432  8.27124115  3.98350357 -4.05746638
 -0.69013378  2.74475084 -1.57557525  5.54963707]",[22.66820618]
37,37,"[-2.97706266  3.67601338 -3.49868571  7.97194046  3.69908654 -4.39481149
 -0.29305067 -4.47053311  2.25199848 -2.58501146]",[16.88340241]
38,38,"[-3.67572887  1.10086613  4.04963753  8.17551702  0.4559897  -4.10913874
 -0.2597782   2.07075786  1.31477073  3.95876693]",[12.22569667]
39,39,"[-3.08572678  3.39747861  6.08026201  8.28238325 -1.57934077 -0.79368054
 -0.55592136 -3.76245672 -2.69060597  4.63840338]",[43.69414093]
40,40,"[ 5.66968217  1.17874456 -1.08199257  7.99411362  3.20046582 -1.09566381
 -0.70309139 -2.81145976  1.46866292  0.0345662 ]",[17.04221045]
41,41,"[ 4.42902132  1.40850555  3.22000369  8.01138841  0.59773162 -4.54284015
 -0.36546258 -0.55292837 -4.41348493  5.48819416]",[12.7313808]
42,42,"[-0.47672168  2.79728283 -2.74249043  8.27957825 -0.70442714 -4.70967185
 -1.34166897 -0.47831151  9.4160974   1.96159154]",[72.96712974]
43,43,"[ 2.82172533  1.1739546  -4.57668491  8.1970333   4.53893755 -1.26490936
 -0.75752231  2.47029398  2.07182288  2.27144073]",[19.40046843]
44,44,"[-0.69617024  1.71725134  1.68572018  8.12428478 -0.06512763 -2.9362418
 -0.57496302  0.56884571  9.50100631  2.90298977]",[64.93695926]
45,45,"[-1.04653702  2.46705337  7.28755087  8.05154003  6.20324027 -3.5537439
  0.44582864 -0.81472486 -0.62410725 -0.8445192 ]",[34.961987]
46,46,"[ 2.55871345e+00  6.97955397e-01 -2.48664320e-01  8.13645599e+00
 -3.21555794e+00 -3.41977291e+00  3.01434665e-03  1.84666216e-01
  5.29980341e-01  7.01025382e-01]",[20.7336734]
47,47,"[ 3.29163529  0.52277396  0.66723138  8.10614425  1.16844449 -0.70914406
 -0.62032345  9.94856775  1.79838228 -1.03549609]",[61.85965509]
48,48,"[-1.50910212  0.62620941 -1.71177648  8.07354461 -4.00161796 -0.83359378
  0.19855599  9.11948085 -0.09301744  0.21851106]",[50.25312238]
