,evals,X,fX
0,0,"[ 4.97751116 -3.46513524 -0.35546775  4.74741005  4.50120456 -0.34149625
  6.46856571 -3.99065041  6.35183591 -3.61670101]",[49.70096653]
1,1,"[ 0.89001361  8.90481469  6.20677628  1.34921114 -4.40265892  6.28934568
 -4.51035122  5.71091746 -4.27601813  3.45369979]",[83.37949865]
2,2,"[ 6.00840613  4.0130742   7.30305044  6.12302377  6.2892754  -2.09830512
  0.95228091 -0.64996866 -3.78276051  0.2556426 ]",[49.34704343]
3,3,"[ 2.2341331  -1.24993729  1.67140048 -2.4378976  -0.74641904  5.70659472
  5.77560447  8.32419389  6.5170313   9.6530667 ]",[74.9604629]
4,4,"[ 2.70401774 -3.14617071  3.00358278  9.95389009  2.27935235  8.50193763
  7.01362841  0.73719895 -3.73080915  4.69767424]",[92.42921765]
5,5,"[-1.06949844  5.17468211 -4.65740776  2.37365084  5.8101619  -1.2199967
 -2.57344012  4.44808565  5.40167414  1.24012675]",[57.18463529]
6,6,"[ 6.87013666 -4.80836794  7.46651514 -2.09357431 -1.27194651  5.61179378
  5.13153926 -0.86766571  2.29683017  3.34582161]",[44.83004076]
7,7,"[-2.65056104  2.81348282  0.53799819  7.43134291  4.1097681  -1.8743492
 -0.17118549  7.46110995  3.7785785   1.61239177]",[15.85383489]
8,8,"[ 6.57508923 -3.34371564  1.88843985 -0.55936567 -2.40321568  4.47833897
  1.85436608 -1.85198404  6.55143637 -0.43668382]",[39.0000261]
9,9,"[ 1.19687371  7.17672388  3.82534121  6.93443014  6.16949625 -0.89069165
  7.74640465  4.34358373 -3.60029641  3.32937361]",[44.11249994]
10,10,"[ 3.21466039  4.62816856  4.11193288  4.642028   -1.46442607  6.62122616
  8.83834837  9.91382276  2.86651065 -3.25911311]",[109.4887304]
11,11,"[-0.1751643  -3.78900078  1.5260942  -3.3694818   8.06316279 -0.10234615
  0.99164134 -4.76564328 -3.27819478  7.78470624]",[33.11529679]
12,12,"[-4.5075225   2.8262589  -2.03636931  7.51320285 -3.51479666  9.07199839
 -1.75708178 -0.35268902 -2.82179943  7.1144093 ]",[67.17155949]
13,13,"[ 9.65244972 -1.63988963  4.05287379 -1.80974531  5.83430699 -1.19286885
  6.44299937  2.81821894  3.73314315 -1.62329615]",[44.7620355]
14,14,"[-2.51094716  6.11093622  8.112805    1.43379639 -1.89154959  8.86513386
  5.83428206  7.86810313  2.56336273  2.68901068]",[76.02142856]
15,15,"[ 9.5533787  -4.23396539 -0.03524157  4.62444058  4.00631758 -2.08749363
  1.94426197 -0.72294343  1.87535959  0.26698181]",[15.11202297]
16,16,"[-0.77467917  9.07421401  7.5818863   8.81749785  9.44620965  9.55836905
  1.12014364 -4.01454046 -2.40027489  4.06376871]",[172.4181505]
17,17,"[ 9.00536153  0.94247664 -2.38248769 -0.73144601  1.03848655  1.24870934
  4.04345258  7.9801015   8.52560623 -4.67653223]",[31.66643357]
18,18,"[ 7.8475547   0.77394743 -2.5193973   4.21457689  7.19757969 -1.89140563
  9.52585804 -0.18160686  5.40175257  8.91339746]",[87.50173693]
19,19,"[-2.14405562  3.83732371  8.36244569 -1.45843559 -3.05389697  7.69299434
  2.35363809  4.34690192  0.92682852  0.71751433]",[28.85372616]
20,20,"[ 4.72384563 -3.68206855 -4.40571372  3.99174319  5.72191464 -0.18641177
 -4.34465616  0.36797941  3.26308608 -3.68300697]",[27.48549191]
