,evals,X,fX
0,0,"[ 4.12067122  9.82205841 -4.95327309 -3.10263228 -1.73906351  8.34537191
 -3.51736194  8.97244927  9.87550508 -3.77118319]",[177.14266287]
1,1,"[-0.51999542 -4.93260427  5.39928462  2.83120043  9.67489726 -1.72890015
  9.6173298   0.89729489  1.49716974  3.79874066]",[129.85489049]
2,2,"[-1.04068382  9.53178688  6.41272092 -4.18854963  3.68667555 -0.91098011
  6.4330306  -0.21792317 -1.98878417  7.37353832]",[92.72820208]
3,3,"[ 5.47675002 -0.32062915  0.75553725  3.84230433 -2.18318174  6.26899794
  0.1500031   4.40259736  6.66055647 -0.31301867]",[39.79161359]
4,4,"[-3.63165947  1.88787279  5.73866554  1.22641077 -1.87417771  9.28500692
 -1.96381087  4.98380877 -0.70895922  8.84082737]",[81.73401203]
5,5,"[ 8.95760734  6.96766088 -4.36503792  6.97949955  4.34090281  0.49445086
  9.20988469 -1.13949522  7.02672633 -4.51199141]",[74.95906615]
6,6,"[-4.63599398 -4.17636411  0.13017411  6.35990273  6.78731029  8.82780245
 -1.34196771  1.07608317  6.32682722  1.9504052 ]",[74.22945164]
7,7,"[ 7.50195829  3.6154513   5.23414881  1.49331187 -2.37286092 -3.5823068
  6.04465982  5.44585881 -0.35802555  5.77574719]",[57.11873914]
8,8,"[ 7.1767663  -4.37611908  0.49749038  7.59014052  8.6951715  -2.39411497
 -4.55839929  7.08866362 -4.06989036  8.19647147]",[53.87737141]
9,9,"[ 0.95817488  5.5647009   9.57848129 -3.69665155  2.06939387  5.99117256
  8.22245231  0.64615147  9.85907439  2.29958496]",[146.92509449]
10,10,"[ 6.51176951e+00 -8.12029248e-04  5.81005528e+00  4.54353594e+00
  9.62251705e+00  7.96202080e+00  2.54742953e+00  3.24495824e+00
  7.23769184e+00 -2.83972380e+00]",[83.92189605]
11,11,"[-1.94283742  8.36148343 -2.34390846  1.94356448  0.40339091 -0.86055169
 -3.64276373 -1.92806458  0.72161342  9.93097614]",[40.50070187]
12,12,"[ 8.72063462  0.90049236  0.16165955 -2.45055188 -1.66594502  5.24752104
  8.80349549  4.96241603 -2.58068768  2.01468143]",[64.28893075]
13,13,"[ 1.89990511  9.76505594  8.55661715  3.15186713  3.18182914 -0.82188444
  1.42137828  1.63148398  7.27636505  9.66853445]",[86.15277462]
14,14,"[ 3.38834137 -2.18494892 -4.77669502 -0.9666375   9.59371221  5.83843895
 -0.31885067 -0.41140739  2.00034376  8.0088929 ]",[87.22611033]
15,15,"[ 1.18615696  5.01887057  9.30598485  3.88906926 -1.94013298  0.5308898
  5.00092286  9.14600674  8.95491897 -3.7616141 ]",[136.42941901]
16,16,"[-2.97225888  3.42420917 -1.57295569 -3.2396221   6.72364926 -3.47926214
  6.33540462  9.61244413 -2.2112472   9.65664317]",[110.52805019]
17,17,"[ 2.92904437 -0.88396161  6.99848118  9.71314988  1.93888848  6.33179597
  0.69614605  2.31928961  8.02375198  2.1546698 ]",[85.03777344]
18,18,"[ 1.49593142  6.82924053 -2.90409797  3.4209194  -3.26108599  3.43744424
  4.25335323  5.37685008  2.82173898  1.29033023]",[42.67592692]
19,19,"[ 5.52857696 -0.74473277  7.27100511 -4.00368495  3.12030709 -3.8260084
  2.39668542 -4.21613569 -1.83008059  9.0629676 ]",[24.1785275]
20,20,"[ 5.02884873  6.95611099  2.78308885  7.32481391 -0.424202    4.21595442
  5.6951332  -3.54863777 -4.8400262   6.87939905]",[45.62557914]
21,21,"[-1.65982217  1.31542486 -3.5070826  -1.69550715  7.50590899 -4.48749027
 -2.33497528  7.64527227  4.33803923 -2.27017008]",[30.02915228]
22,22,"[-1.80296625  3.92597497  7.29147327 -1.78883764 -1.20644697 -0.11711331
  2.04956151  1.06187295 -4.07587525  1.80596657]",[15.79228528]
23,23,"[ 7.578005   -2.60431104  0.47494741  6.06222939  6.70774423  6.7886852
  3.63616937  5.21486589  5.76801056  2.93293824]",[76.69444367]
24,24,"[ 4.54822132  5.50203777 -0.71574347 -4.10388562  8.47138284  4.9281397
  3.3672149   0.30399886  6.36181179  2.70325301]",[53.96651535]
25,25,"[-0.7791229   0.73156633  2.73282001  7.43190716 -3.12393567 -1.73542769
 -4.45874435  6.49171392  2.04121681 -2.71388219]",[36.72824669]
26,26,"[ 9.31480309  0.50889385  1.23495499 -3.78496825  1.34154325 -1.88268257
 -2.84984723 -0.78603298  8.93119926 -1.7512351 ]",[48.49868678]
27,27,"[-4.41673424  4.6545871   4.63983199  7.72788578  9.66299453  6.62610571
  4.40209394  7.7734741  -3.89204741  2.9622182 ]",[85.99842364]
28,28,"[-0.4539184   2.36883901 -4.83897583 -1.12439927 -1.34924665  7.18855896
  8.89880075 -1.26475318 -0.70564124  6.26915888]",[52.03809459]
29,29,"[ 8.47331525  9.30201336  4.9199576   7.93297754  7.41066961 -2.20034126
  1.02622     7.71290258  6.18904952 -0.71058117]",[84.4775249]
30,30,"[ 9.04287988  4.82118233 -2.55191172  0.04897354  4.66641193 -4.38714481
  4.66074304  0.22808918  6.26999115  6.85047621]",[44.20697801]
31,31,"[-0.30321849 -0.98671796  9.70977848  8.57997557  2.22536626  7.70008368
  1.01285567  8.13537589  2.05823135 -2.44660531]",[83.22233017]
32,32,"[-4.08771773 -4.19086831  6.38200093  7.38626042  1.25588007 -0.71416008
  5.00426915  7.75605423  3.90769539  4.99593702]",[35.24389013]
33,33,"[ 3.40698446  7.60516776 -0.9526126  -1.70394361  4.22699637  8.82768899
 -2.02651455  1.84224792 -2.96154937 -0.22060915]",[51.44420538]
34,34,"[-1.41237104 -4.37882358  9.72812082  8.76399433  4.24280727  8.82563956
  0.60641409  3.31334987 -2.99823277 -0.18616311]",[115.49416169]
35,35,"[ 7.80359972  5.07715203 -4.03262164 -1.28847711  0.72994035 -1.0915975
  3.95799179 -2.71743852  8.18032294  5.95525355]",[34.45017761]
36,36,"[-2.76254753  9.34116507  6.89262536  4.70625293  2.73217681 -0.01496776
  9.62051123 -0.69124991  4.75210949  4.97321599]",[118.02112584]
37,37,"[ 6.18003934  2.37974287 -1.77090116 -2.09595587 -1.29098312  4.16286783
 -2.8194101   8.575617    1.69656846 -2.22331903]",[43.3607102]
38,38,"[ 1.64093431  5.96902489  3.95064231  8.77042674  1.73217691  7.53967306
  8.54041389 -4.8573584  -0.34532384  1.05265401]",[67.5776354]
39,39,"[ 4.64392582 -3.83471268  1.67843379  0.86754885  5.18663535 -0.66747095
 -3.29061879  4.98485676  7.64949463  8.20889166]",[37.73810477]
40,40,"[ 9.72207975 -2.4616519  -2.54196536  7.89743842  3.57240032 -1.88043441
 -3.24677489  5.82869016 -3.2113845   2.57275442]",[56.1867384]
41,41,"[ 8.48527644 -4.46484624  4.49760375  3.16395239  5.19657318  3.56801516
 -1.54164293  5.98622117 -3.49509248  3.70833007]",[43.24607291]
42,42,"[ 8.38117547  0.776691   -4.22899625  3.83235472  3.40469529  3.53450605
  5.19380001 -3.08463935  3.21233783  8.19978217]",[28.58737471]
43,43,"[ 9.35603836  2.17957733 -4.13244056 -3.30694988 -0.3615146   0.63486215
  2.56196641  0.46611171  3.77261956  3.47666995]",[11.81821243]
44,44,"[ 2.76715318  4.8626614   0.12281931 -4.21879459 -0.54958043  2.64095431
  6.77345732 -1.34671924  5.95568501  4.03808247]",[42.26354451]
45,45,"[ 6.91073958  6.02615155  2.79025499  3.13145418 -2.56180704 -0.28302324
 -1.83468252  5.13106844  2.90683996 -0.55397922]",[43.66845471]
46,46,"[ 4.91750867  8.24725017 -2.77072674  3.01910411  1.5030119  -3.60686381
  6.7512049  -3.00430248  7.25165573  5.43211309]",[50.20769001]
47,47,"[ 4.59992455  1.61423699 -4.83044701  5.54661887  3.40601797 -3.33238156
 -3.08048551  8.05605436 -0.3183127   8.07210867]",[46.59390227]
48,48,"[ 9.9176817  -1.69446854  3.15199965  2.7854859  -0.33134178  6.18354512
 -3.68573896  7.46050713  4.54685848 -0.89000685]",[34.68789363]
49,49,"[ 5.90182793  7.83411934  1.39387368  0.81706754 -0.01488379  4.64284923
  4.46796322  1.47631553  3.89899254  6.79942854]",[14.28461433]
50,50,"[-0.17714249 -1.29393894  9.88170842 -1.04412591 -2.32118604  0.04545982
  7.21371583  4.91982628 -2.76368326 -1.88692454]",[87.7770985]
51,51,"[-1.63078534  3.80212691  3.1271907   1.27703854 -2.48423892  3.59753898
  5.30874424 -2.13165107 -2.80880292  7.02368355]",[39.75549784]
52,52,"[-4.36838934  1.27378841  7.96196643 -2.9722641   0.9911256   1.60221309
  7.04137421  6.72042251  0.61378925  6.49367277]",[36.82600892]
53,53,"[-0.20093716  6.0480023   4.77490984 -0.82905589  3.48060445  3.04209218
 -2.73982407 -3.13070389 -4.39292773 -1.19601522]",[43.29850031]
