,evals,X,fX
0,0,"[ 4.97751116 -3.46513524 -0.35546775  4.74741005  4.50120456 -0.34149625
  6.46856571 -3.99065041  6.35183591 -3.61670101]",[49.70096653]
1,1,"[ 0.89001361  8.90481469  6.20677628  1.34921114 -4.40265892  6.28934568
 -4.51035122  5.71091746 -4.27601813  3.45369979]",[83.37949865]
2,2,"[ 0.1638769  -0.97041704 -0.53770426  6.70883549  6.47037401 -1.62337751
  2.72935437 -3.75359618  3.1060347  -2.49076852]",[39.37749653]
3,3,"[ 4.93096358 -2.86824847 -2.12621434  2.80948403  0.66343143  1.31108956
  1.32342302 -3.57136634  9.95917807 -0.02137195]",[74.83995568]
4,4,"[ 8.37504463 -4.3693879   4.67742022  6.72060537 -0.29695124 -4.79120061
  9.94937153  0.13617168  7.80306214 -0.90117852]",[81.59389808]
5,5,"[ 8.76223683 -0.38136912  1.62344016  3.5640309   3.14587296  3.33832914
  3.45866796 -2.87437308  8.43281233 -4.66004255]",[26.87148714]
6,6,"[ 5.17235722 -1.89844422 -0.43333863  3.47631415  7.07436506 -0.23606874
  1.83296929 -1.11774152  3.7025996  -3.22884958]",[17.50653101]
7,7,"[ 9.36291191 -1.14263747 -3.76379289  0.16429227  8.00673215 -1.45874803
  4.75989193  0.79003134  4.19557135 -3.91045048]",[22.50862277]
8,8,"[ 0.10667241 -1.37201126  0.946851    3.5068915   2.1654465   2.32241435
  7.09947143 -4.34138751  2.50694107 -4.81182598]",[17.86850137]
9,9,"[ 1.74518772 -1.84865622  1.5030407   4.12115857  8.01650838 -2.79034426
  8.12635392  1.89793948  1.75213366  0.4700965 ]",[26.96356428]
10,10,"[ 7.22271272 -1.5698427   0.6903136   8.43564791  6.14020707  5.09689404
  4.02698517 -2.67921185  3.15513649  0.05861163]",[53.47921891]
11,11,"[ 4.40137741 -0.69493881 -2.0182053   9.9919513   6.790311   -4.77001476
  2.14327029  1.3776332   8.20662859  1.00969705]",[85.20720265]
12,12,"[-0.6907174  -1.29372838 -1.95649341  3.66201891 -2.888933    4.84943181
 -4.15978556 -0.17943379  1.5300852  -1.47918461]",[26.5384661]
13,13,"[ 8.97721738 -2.74417356  5.98938495  2.80550548  7.01060074  5.34480274
  3.04667264  0.98327786  1.43411339 -4.29881765]",[50.89372052]
14,14,"[ 4.17781472 -0.67640453  4.7828424   1.50985263  4.80841049  8.10099602
  1.51989624  9.32681609  6.31478964 -4.9011916 ]",[80.31293492]
15,15,"[-2.19518855 -2.15741891  5.51606089  2.14718648  7.21442374 -4.46094221
 -3.69404506 -2.19197101  3.36852843 -2.62390008]",[42.73766021]
16,16,"[ 4.2624706  -1.62550035  6.98211253  1.90860324 -1.18414457 -2.67202653
  7.88113087  6.57640791  5.84365164 -1.89424487]",[58.04428233]
17,17,"[ 8.84972841 -0.66416506 -1.04960546  2.447078    0.14440403 -2.78903231
 -4.10728417  7.963048    3.10333235 -3.96613345]",[21.0361949]
18,18,"[ 6.93141967 -1.16308681 -1.82371423  1.43112575  9.25516707  8.88966203
  6.62832201 -4.61479169  2.82580948 -4.21520007]",[98.10416014]
19,19,"[ 9.74241406 -1.44914965  6.95048571  2.79164263  6.00364226  6.44186467
  8.70256186  5.68730929  5.71368148 -1.65272611]",[97.89959979]
20,20,"[-4.43994576 -1.02606365  8.64305615  1.85412676  6.79501724  6.07668012
  4.38894033 -3.06139466  2.70409914 -1.85323373]",[62.35711765]
