,evals,X,fX
0,0,"[ 9.22219817  3.44188983 -3.44567841 -4.61399598  5.80607383  2.72407158
  5.92624918 -0.13141964 -2.91134538  0.07191176]",[51.4577844]
1,1,"[-0.56852887 -4.82013588  6.69140566  4.44439335 -1.88674102 -2.87356189
  0.19853439  5.80340288  3.67650804  6.58486764]",[54.91477573]
2,2,[-5. 10. -5. 10. 10. 10. -5. -5. 10. -5.],[-296.66299985]
3,3,[-5. 10. -5. 10. 10. -5. 10. -5. 10. 10.],[-304.53799985]
4,4,[-5. 10. 10. -5. 10. 10. 10. -5. -5. -5.],[-296.66299985]
5,5,[-5. 10. 10. -5. 10. 10. -5. -5. 10. -5.],[-296.66299985]
6,6,[-5. 10. 10. 10. 10. 10. 10. -5. -5. 10.],[-349.11124288]
7,7,[-5. 10. 10. 10. 10. 10. -5. -5. 10. -5.],[-341.23624288]
8,8,[-5. 10. -5. 10. 10. 10. 10. -5. 10. 10.],[-349.11124288]
9,9,[-5. 10. 10. -5. -5. 10. -5. 10. 10. -5.],[-296.66299985]
10,10,[-5. 10. 10. -5. 10. 10. -5. 10. 10. 10.],[-349.11124288]
11,11,[-5. 10. -5. 10. 10. 10. -5. -5. 10. -5.],[-296.66299985]
12,12,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.72540034]",[-433.29246188]
13,13,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.72547073]",[-433.29280732]
14,14,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.72547051]",[-433.2928062]
15,15,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.72565443]",[-433.2937086]
16,16,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.71705958]",[-433.25129662]
17,17,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.72469167]",[-433.28898243]
18,18,"[-5.        10.        10.        10.        10.        10.
 10.        10.        10.         7.7241904]",[-433.28651922]
19,19,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.72525153]",[-433.29173153]
20,20,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.74026204]",[-433.36461644]
21,21,"[-5.         10.         10.         10.         10.         10.
 10.         10.         10.          7.74026204]",[-433.36461644]
22,22,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
23,23,[-5. 10. -5. 10. 10. 10. 10. 10. -5. 10.],[-349.11124288]
24,24,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
25,25,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
26,26,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
27,27,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
28,28,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
29,29,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
30,30,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
31,31,[-5. 10. 10. 10. -5. 10. 10. 10. 10. 10.],[-393.6844859]
32,32,[-5. 10. 10. 10. 10. -5. -5. 10. -5. -5.],[-296.66299985]
33,33,[-5. 10. 10. 10. 10. 10. -5. 10. -5. -5.],[-341.23624288]
34,34,[-5. 10. 10. 10. 10. 10. 10. 10. 10. 10.],[-438.25772893]
35,35,[-5. 10. 10. 10. 10. 10. 10. 10. 10. 10.],[-438.25772893]
36,36,[-5. 10. 10. 10. 10. 10. 10. 10. 10. 10.],[-438.25772893]
37,37,[-5. 10. 10. 10. 10. -5. -5. 10. -5. -5.],[-296.66299985]
38,38,[-5. 10. 10. 10. 10. 10. 10. 10. 10. 10.],[-438.25772893]
39,39,[10. 10. 10. 10. 10. 10. -5. 10. 10. 10.],[-393.1844859]
40,40,[-5. 10. 10. 10. 10. -5. -5. 10. -5. -5.],[-296.66299985]
41,41,[-5. 10. 10. 10. -5. -5. 10. 10. -5. -5.],[-296.66299985]
42,42,[10. 10. 10. 10. 10. 10. 10. 10. 10. 10.],[-437.75772893]
43,43,[10. 10. 10. 10. 10. -5. 10. 10. 10. 10.],[-393.1844859]
