,evals,X,fX
0,0,[ 0.71036058 -4.7110508  -4.31955439  8.32619846],[-43.75162247]
1,1,[-2.08274962  0.871293    0.20218397 -0.74403362],[-8.51609938]
2,2,[ 9.10639829  8.73999102  9.38463215 -9.75307468],[-339.96195908]
3,3,[ 9.23579042 -9.51054965 -2.34178791 -8.94422726],[-295.26754592]
4,4,[6.78902147 9.79481382 9.36401967 9.27196733],[-355.64614709]
5,5,[ 6.88561301  7.02518762 -9.83042205 -9.19654264],[-278.59057372]
6,6,[-9.12596898  9.20756795  9.81158134 -9.57102873],[-363.89370332]
7,7,[-8.59822939 -9.79905361  8.67057548 -9.32627139],[-342.31858563]
8,8,[-9.87264255  8.88506382 -8.86215384  8.05128425],[-152.60707613]
9,9,[-8.49232111 -6.17948008  9.15110524  9.12660398],[-200.94000404]
10,10,[-7.18551289 -7.16638122 -9.94782171 -9.26981512],[-257.83586743]
11,11,[ 9.83417451 -9.24824225  9.79397297  2.73375692],[-178.45430807]
12,12,[ 9.3493339   8.10984619 -9.34928772  8.40367867],[-92.52857871]
13,13,[-9.17137919  8.40053386  8.44906161  7.91050847],[-97.09509662]
14,14,[-9.08882295  7.82824803 -4.13335514 -5.9174943 ],[-138.61710292]
15,15,[-9.92462579 -9.06334734 -6.4922426   4.82608559],[-176.77904572]
16,16,[ 9.99375243  3.5002873  -0.57639681 -0.81448587],[-64.97953883]
17,17,[-4.79802803 -8.75139254 -9.98838902  9.59245592],[-355.18949985]
18,18,[ 1.25813216  8.60771788 -9.90361188  8.84418674],[-110.67728961]
19,19,[-9.18401865  8.31639517 -9.78355199  8.41073755],[-82.83292451]
20,20,[ 2.2016878   7.5623313  -8.20259552  9.98752187],[-442.82245946]
21,21,[-8.22412976  4.66102883 -9.90729132  8.76152648],[-89.41290631]
22,22,[-9.00842869  9.07904881 -9.60410996  9.22441916],[-271.26455888]
23,23,[-9.84274841  9.74846303 -8.33815178  8.68923745],[-273.10805569]
24,24,[-9.25297381  7.49392578 -8.89829061  9.11737186],[-235.54182703]
25,25,[-6.76691713 -9.92972931 -9.90977393  8.87450638],[-240.7901449]
26,26,[-5.90262523  9.52724279 -9.24784624  8.78713173],[-221.20889386]
27,27,[-6.92649905  7.92021491 -8.2046151   9.98806253],[-457.65412054]
28,28,[ 8.37010125 -9.19326652 -7.00917572  8.46431708],[-129.65494773]
29,29,[ 9.20207692 -8.89334426 -7.96259304  9.12429026],[-255.67252442]
30,30,[ 4.06925911 -9.47627748 -9.61689626  9.80241458],[-459.53948651]
31,31,[ 9.82766118  9.77357129 -9.22040822  8.87245761],[-289.1211231]
32,32,[-8.2776514   9.23013861  9.45539333  9.53917756],[-365.94738147]
33,33,[ 8.30601051  9.31390382 -9.84762186  9.92583672],[-487.22248385]
34,34,[-7.42920445 -8.88878715 -9.28144015 -9.25555738],[-291.83063069]
35,35,[-9.66022052 -9.68511417  7.03465115 -7.19458145],[-203.59434803]
36,36,[-9.79645385 -9.27366896 -3.93032271 -9.25504413],[-368.69178205]
