,evals,X,fX
0,0,"[ 1.08044748  4.88137227 -4.96884872 -3.73508819 -2.82604234  3.89691461
 -4.01157463  4.31496618  4.91700339 -4.18078879]",[12.04416312]
1,1,"[-2.01333028 -4.95506951  1.93285641  0.22080029  4.78326484 -2.81926677
  4.74488653 -1.06847007 -0.66855351  0.86582711]",[10.06557196]
2,2,"[ 3.88798207 -0.0306682   4.28273767 -3.56511485 -4.58706748 -4.82998699
 -4.74500343 -4.5036777  -2.70096276  4.36953955]",[12.88750211]
3,3,"[-1.28918836  1.91693186  3.20341048 -1.81555634 -2.40262332 -3.95959165
 -4.24335529 -1.3626644  -4.77986003 -3.90176866]",[10.83053924]
4,4,"[-1.72496303 -3.41064721  3.30903659 -0.5003044  -4.98464181  4.90856663
 -3.83867468 -4.52455559 -0.17165115  3.18939512]",[11.73403978]
5,5,"[ 2.10251698  4.99403316  4.54286434 -1.71251279  0.40781089  0.03095697
 -2.98601596 -4.1875887  -2.05742492  1.22078308]",[10.18243014]
6,6,"[ 4.42693411  3.93572141  4.18236042 -2.93688706 -3.26553372  1.83126145
  0.46623656  3.50975597 -0.6962291   4.80074701]",[11.4796144]
7,7,"[ 3.03947478 -3.57595824  2.18287482 -4.21518916 -4.62183226 -4.70333103
 -1.78132115 -4.8649744  -3.35792709 -4.52901837]",[12.52071801]
8,8,"[-4.46525245 -4.2135005   2.24058072 -4.84025484 -4.76811631 -4.02315759
 -4.8498131  -2.54528832  3.63098997 -4.49103077]",[13.02063392]
9,9,"[ 4.44207303  2.06860539  4.8331493  -1.90651175  3.43780111  1.9937394
 -2.98022995  3.81429807  2.78294183  4.6412718 ]",[11.43739439]
10,10,"[ 1.28873648  4.94146751  4.57997176 -3.81298052  4.7293387  -2.82439432
 -3.4350206  -3.76681425  4.6747601   3.7272015 ]",[12.67191309]
11,11,"[-3.51077568 -4.39553945  0.10881404 -3.52262167 -4.79306929  4.02140178
 -2.31444651 -4.8745667  -3.60681035 -3.14051674]",[12.18864118]
12,12,[ 5.  5.  5.  5.  5.  5.  5. -5. -5. -5.],[12.64241118]
13,13,[ 5.  5.  5.  5.  5.  5.  5. -5. -5. -5.],[12.64241118]
14,14,[ 5.  5.  5.  5.  5.  5.  5. -5. -5. -5.],[12.64241118]
