,evals,X,fX
0,0,"[ 3.22947057 -2.81206394 -0.541135    4.8183138  -3.08279241 -1.04137481
 -2.3555254  -2.15977719 -0.37201681 -4.64481971]",[10.48888456]
1,1,"[-4.5643535   0.10109199  4.16309923 -1.10921625  4.35006074  4.89309171
  3.99579282  2.30739681  3.90264588  0.59137213]",[11.46886899]
2,2,"[-3.92698968  4.04485026 -2.22933837  1.50318979  2.76592242 -3.79611642
  1.38422335 -4.36654975  3.19305085 -3.58496151]",[11.3144168]
3,3,"[ 2.86216999  2.70653083  3.58259041  0.0110679  -4.86390656  1.68761116
  1.46316594 -1.17891098 -4.72178657  2.07804647]",[10.45579902]
4,4,"[-0.52400101 -0.37630675  0.27514837  0.35884696 -2.58437551  0.29692527
 -3.74176667  1.88575535  2.68335494  2.75900139]",[8.5761141]
5,5,"[ 0.23535501 -3.07102751 -3.08774973  2.06176195  0.92942237  2.05591131
 -2.2623572   4.43838116  0.20722353 -1.91467489]",[8.70011128]
6,6,"[-1.71162058  4.73229859 -4.62265218 -1.15660982  2.31957996 -3.3361506
 -4.00828773 -4.66606914 -3.31793933  0.77788039]",[11.65056614]
7,7,"[ 2.10441513 -0.08259064 -1.71605972  0.63031637  1.73949269 -0.78337605
  0.12510766  1.0029776   4.92208674  3.32885172]",[8.44632145]
8,8,"[ 3.75261114 -2.95708978 -1.27111614 -0.30117999 -3.54644807 -3.67388417
 -2.14916543  2.71031843 -4.04355898  1.89664015]",[10.32926593]
9,9,"[-4.84949626 -1.91092647  2.29222446  1.88783644  2.31223646  1.56756956
 -0.00645829 -2.45586484  3.85975294  3.68474466]",[10.19411841]
10,10,"[ 4.95825046  4.67136015 -3.92424123 -3.28996021 -0.02233921 -2.20619219
 -2.70978971 -3.23836568  4.23577385  2.38070766]",[11.51370274]
11,11,"[ 1.18767926 -1.78451319 -1.88078514  2.3098114   2.78535344  4.4762616
 -2.08136126 -1.85037051 -3.37095203  4.26386259]",[10.20879762]
12,12,"[ 0.30359688 -2.84259626 -3.82627559  1.59899567  4.40617011 -1.95912947
  3.43081994 -2.77547098 -2.79515744 -2.3459383 ]",[10.51317581]
13,13,"[ 2.5914126   1.54086482  0.58844971  0.53247901  1.63426098 -3.00484622
 -3.86204416  0.47830575  2.26792652  1.44053958]",[8.93163282]
14,14,"[ 1.72544794 -4.56632974  4.15871754  2.73434392 -2.2397251  -4.46793583
 -2.39378728 -2.54303489  1.87017966 -1.38883956]",[11.07180175]
15,15,"[-1.31070559  1.93401757 -4.11389652 -2.55109989 -0.75266807  2.78718809
 -2.91998404 -0.48545464  3.88920375  0.79065669]",[9.38900212]
16,16,"[ 1.47362672  2.72572696  4.54514906 -0.42361664 -3.51859235 -0.49469595
 -3.58069067 -1.64995107 -2.07605003 -0.68953231]",[10.07773185]
17,17,"[ 3.67359246  1.09423546 -4.22980315 -2.51278642 -1.73617457  1.41301533
 -0.24284369  2.92892268 -4.44025968 -3.94267263]",[10.7089404]
18,18,"[ 3.37612212  4.28214818 -0.06767673 -1.6178827  -3.24776866 -0.85548955
  3.13622663  0.3373718  -4.74690328 -1.6534385 ]",[10.36762856]
19,19,"[-4.23457052  1.03039053 -0.02459416  4.49358314 -0.01386469  0.40261899
  3.48250874  4.77114479 -3.63206325 -3.03631424]",[10.90782794]
20,20,"[ 2.44619731  2.92276736  1.81212109  4.36673183  1.40378876  1.01565454
  2.28758623  1.48285943  1.11325846 -2.10125615]",[9.08037009]
21,21,"[ 1.64097725 -1.69939896  3.82086077  3.57592205  4.27206518  2.06679227
 -1.14040503 -3.41503747  0.20902196  1.90239506]",[10.00713977]
22,22,"[ 1.96949831 -3.54284408 -5.          5.          5.          1.73814545
 -5.          5.          5.          5.        ]",[12.4362851]
23,23,"[ 1.96934678 -3.54146605 -5.          5.          5.          1.73992984
 -5.          5.          5.          5.        ]",[12.43445696]
24,24,"[ 1.9698898  -3.54243519 -5.          5.          5.          1.73817788
 -5.          5.          5.          5.        ]",[12.43626404]
25,25,"[ 1.96996547 -3.54337887 -5.          5.          5.          1.73833967
 -5.          5.          5.          5.        ]",[12.43586858]
26,26,"[ 1.96951485 -3.54318609 -5.          5.          5.          1.73815079
 -5.          5.          5.          5.        ]",[12.43620661]
27,27,"[ 1.97072292 -3.54147365 -5.          5.          5.          1.73827929
 -5.          5.          5.          5.        ]",[12.43619795]
28,28,"[ 1.97102286 -3.5434186  -5.          5.          5.          1.73886577
 -5.          5.          5.          5.        ]",[12.43506711]
29,29,"[ 1.97005802 -3.5429625  -5.          5.          5.          1.73860569
 -5.          5.          5.          5.        ]",[12.43562206]
30,30,"[ 1.9700182  -3.5426509  -5.          5.          5.          1.73839819
 -5.          5.          5.          5.        ]",[12.43593815]
31,31,"[ 1.97010369 -3.54242482 -5.          5.          5.          1.73851304
 -5.          5.          5.          5.        ]",[12.43583277]
32,32,"[ 5.          5.          5.         -1.4902479  -1.85293116 -5.
  5.          5.          5.          5.        ]",[12.50423583]
33,33,"[ 5.          5.          5.         -1.4894626  -1.85305364 -5.
  5.          5.          5.          5.        ]",[12.50400365]
34,34,"[ 5.          5.          5.         -1.49072341 -1.85143222 -5.
  5.          5.          5.          5.        ]",[12.50581332]
35,35,"[ 5.          5.          5.         -1.4894882  -1.85140083 -5.
  5.          5.          5.          5.        ]",[12.50567652]
36,36,"[ 5.          5.          5.         -1.48956483 -1.85146992 -5.
  5.          5.          5.          5.        ]",[12.50561733]
37,37,"[ 5.          5.          5.         -1.4885585  -1.85135118 -5.
  5.          5.          5.          5.        ]",[12.50559151]
38,38,"[ 5.          5.          5.         -1.49033579 -1.85036115 -5.
  5.          5.          5.          5.        ]",[12.5068499]
39,39,"[ 5.          5.          5.         -1.48939766 -1.85330169 -5.
  5.          5.          5.          5.        ]",[12.50374498]
40,40,"[ 5.          5.          5.         -1.49033263 -1.8513219  -5.
  5.          5.          5.          5.        ]",[12.5058732]
41,41,"[ 5.          5.          5.         -1.48997635 -1.8512977  -5.
  5.          5.          5.          5.        ]",[12.50584925]
42,42,"[ 5.         -5.          5.         -5.          1.00899227  5.
 -5.          5.          5.         -5.        ]",[12.27200844]
43,43,"[ 5.         -5.         -5.          4.01125764 -5.          5.
  5.          5.          5.         -5.        ]",[12.50959529]
44,44,"[ 5.         -5.          5.         -5.          1.00996558  5.
 -5.          5.          5.         -5.        ]",[12.27213931]
45,45,"[ 5.         -5.         -5.          4.00985972 -5.          5.
  5.          5.          5.         -5.        ]",[12.50926597]
46,46,"[ 5.         -5.         -5.          4.00905836 -5.          5.
  5.          5.          5.         -5.        ]",[12.50908664]
47,47,"[ 5.         -5.          5.         -5.          1.00612978  5.
 -5.          5.          5.         -5.        ]",[12.27168252]
48,48,"[ 5.         -5.          5.         -5.          1.00873743  5.
 -5.          5.          5.         -5.        ]",[12.27197585]
49,49,"[ 5.         -5.         -5.          4.01011458 -5.          5.
  5.          5.          5.         -5.        ]",[12.50932445]
50,50,"[ 5.         -5.         -5.          4.00969801 -5.          5.
  5.          5.          5.         -5.        ]",[12.50922923]
51,51,"[ 5.         -5.         -5.          4.00987419 -5.          5.
  5.          5.          5.         -5.        ]",[12.50926927]
52,52,"[ 0.30306314 -0.12558526 -1.28111232  0.85549558  0.60620367 -0.0367578
 -0.77430725  2.52599655  2.29858222  0.59454455]",[6.21560488]
53,53,"[ 0.30302285 -0.12553961 -1.28120053  0.85549325  0.60617    -0.03675157
 -0.77437889  2.5260677   2.29860372  0.59460325]",[6.21567046]
