,evals,X,fX
0,0,"[ 4.48146544  0.62792655 -3.96378561 -4.74266398  2.20404922  0.14938105
  2.28416612 -1.75427976 -3.60756359 -1.61872549]",[10.79575983]
1,1,"[-2.04568591 -4.88009059  2.79427044  1.29626223 -2.92449401 -3.58237459
 -1.53431041  2.20226859  0.78433869  2.72324509]",[10.00312882]
2,2,"[-0.12002289  3.36191838 -0.48582946  4.22875436  1.88997021 -4.53891496
 -1.73294549 -2.21079619  1.80782382  1.12527252]",[9.73363133]
3,3,"[ 2.03259958 -2.65529876  1.34617789 -3.54103613 -2.711568    4.30266956
  2.93126452  1.41743931 -3.61011247 -2.72688962]",[10.68237132]
4,4,"[-3.18911894  3.53843311  3.73373112 -1.54453539 -1.55409793  1.86800062
 -1.65932598  1.69924332  2.86396935  1.62903579]",[9.78012008]
5,5,"[ 2.22572525 -4.69235535 -3.78662289  4.85801303  1.15292102 -1.54261245
  3.25238429 -1.3803043  -2.62455695 -2.01668113]",[10.83627153]
6,6,"[ 0.64646932  2.76638866 -4.06092588  4.76050622 -1.59194111 -2.29490163
 -1.464097    1.31943335  4.63362842 -0.80403471]",[10.6099]
7,7,"[-1.36840251 -2.59880022  4.21051593 -1.27623838  3.30162953  4.56987634
  3.16832782 -3.17029708 -2.23577713  0.98190288]",[10.64247647]
8,8,"[ 2.71797163 -4.55104565 -2.55563378  4.63968174 -1.061909    2.42547113
  2.27639681 -3.91007116  0.8860669   0.36811835]",[10.71404319]
9,9,"[-0.53803406  3.20088308  0.71666159 -2.9293654   0.24554462 -3.95313325
 -1.34645938  3.25561385 -2.60510851 -3.62609747]",[9.93360859]
10,10,"[-4.58564491 -0.20146406 -2.29619582 -0.81268784  0.85016772  1.30172536
  3.45988756 -0.52214836  1.70344242 -4.67663401]",[10.02474019]
11,11,"[ 4.32059835  1.45436223  3.70541203  0.79016827 -1.52518282 -0.7929019
 -1.36423961  1.79553762 -1.36655124  0.69733562]",[8.96155718]
12,12,"[-1.0051784   4.85812149  1.83851492  1.02469884 -3.7971484   4.13931401
 -0.17385926 -1.50595001 -2.58751479 -3.56475118]",[10.25681121]
13,13,"[ 4.16843942 -0.63910246 -4.53934204 -3.92025264  4.15880545 -0.75848051
  1.57326499  1.39647298  2.15407511  2.6972325 ]",[10.77115307]
14,14,"[ 4.82646676 -1.24486346 -3.28453068 -0.25736177  3.50255889  4.20280543
  0.22748653 -4.72179229 -1.28631363  1.52343216]",[10.97136257]
15,15,"[-2.41607817  0.78131212  4.88976205  2.51375524 -0.85499461 -4.62981102
 -2.60542274  0.3113974   4.42120716 -2.77094911]",[11.0990511]
16,16,"[-2.81821458 -2.51108584  2.91655958 -1.89743659 -3.1359425  -1.90631709
  0.78622329 -3.62245762 -1.00640865 -4.2345535 ]",[9.67262154]
17,17,"[ 1.11661486e+00  1.21489090e+00 -2.60246348e+00  3.72761021e-03
  1.51556803e-01  2.30774076e+00 -4.18739658e+00  3.39750902e+00
  3.97602294e+00  2.89081679e+00]",[9.53579018]
18,18,"[-2.01498379  0.67109085 -3.86143552 -0.92608792 -3.67837237  2.05160102
  4.67986088 -3.62223768 -4.27355021 -1.48989935]",[10.8405868]
19,19,"[ 2.83533275 -1.94203082  0.21015425  2.08633447  0.02133217 -3.76732266
 -1.46971908  0.30770358  1.47346749  4.94056376]",[9.17283903]
20,20,"[ 4.28533216  0.86259126  4.14215961 -4.78965238 -0.66523154 -1.62001706
  2.22957055  3.35785124  2.30184252  3.90001611]",[11.05410516]
21,21,"[-4.43277958 -2.45921286 -0.6425523   4.63764638  1.10168166  1.25965151
 -0.47993764 -3.27241331 -4.71563713 -1.42556664]",[10.95073743]
22,22,"[-3.54757552  4.50355434  3.34393789  3.94416172 -0.52130234 -3.74905529
  4.59910307  4.31302544 -2.46957369 -2.16048913]",[12.18566327]
23,23,"[ 0.57466119 -1.1894208  -4.13387496 -2.33081979  0.63218653  0.36458547
 -1.95486278 -2.54398435  3.37404967  3.95427092]",[9.70120975]
24,24,"[ 2.71589727  2.78683694 -0.65722683  2.26005808  2.67487789 -1.54518148
 -4.55252504 -2.84037341  0.5106711   0.68904946]",[9.76769713]
25,25,"[-4.98937221 -3.95146782  1.08318631 -2.41877759 -2.14895881  4.1198059
  2.43355594  4.45727299 -3.02469605 -1.27694276]",[11.03222172]
26,26,"[ 0.72797515  2.68717185  4.97893153  0.24528166 -3.48590081  3.70406686
 -4.80319276  3.73335545  2.8671064   3.65852838]",[11.67218822]
27,27,"[-2.24583702 -0.30298261 -3.26799149 -2.1276527   0.2538999  -2.23283583
  2.09696472 -0.08419106 -0.27196341 -4.30860293]",[8.671829]
