,evals,X,fX
0,0,"[-4.53830703 -4.06869894  1.72780364  1.98383737 -2.30591633 -2.90402743
 -1.5739025  -3.97773875 -0.60941282  0.13693797]",[10.08342736]
1,1,"[ 3.35233755  2.08652401 -2.20655086 -4.29806531  0.99050745  4.00372284
  4.84130788  1.56712089  3.46161308 -0.61805424]",[10.87810115]
2,2,"[-4.16810111 -2.48009538  0.37987636  2.26152013 -1.48979846  1.54550444
  0.61411601  3.36159542  3.64576161  4.81256818]",[10.80582406]
3,3,"[ 2.33507732 -0.67418619  4.99248268 -1.3931104   2.0278708  -1.99076681
 -1.85042616  1.32407844 -2.27428508  3.638612  ]",[9.6212945]
4,4,"[-1.57833196 -3.69375099 -1.87987393 -2.76316263 -2.65757205 -0.78027756
  4.48322778  1.10014372 -3.87078111 -3.36047146]",[10.54774729]
5,5,"[ 4.12457308  3.94396101 -4.85501868 -0.29205435  2.78834938  3.55288506
  0.7209659  -3.15817305 -3.33002898  2.81719902]",[11.12218255]
6,6,"[-1.01006895 -3.7592632  -2.71823236  3.11760141  2.89498633 -1.88136993
  3.73233161  4.53341809 -0.80876934 -1.39881706]",[10.23743741]
7,7,"[ 3.25450168 -4.49301802  1.98287462  1.12120358  4.55511089  0.20977745
  3.62933833 -4.41395834  1.92237143 -1.1106915 ]",[10.88735635]
8,8,"[ 2.34314515  4.21256274  3.66510746  2.96546161  3.45596578 -1.12209005
 -3.19013041  2.26703467 -2.16599829  3.06264167]",[10.49735416]
9,9,"[ 4.7534989   3.27338464  1.7271698   4.79600023 -2.13015314 -4.99273796
  3.83789659 -0.86333713 -3.26529944  1.32081998]",[11.35170582]
10,10,"[ 4.27392644 -1.33495697  3.65293303 -4.25527074 -2.80040693  4.93063297
 -3.8796826  -3.5050686  -0.65187952 -1.96343068]",[11.56837298]
11,11,"[-2.07100321 -3.68054077 -3.63840655 -0.53452365  2.95870375 -4.83687307
 -4.92112295  3.69838634  1.10705619  1.43914843]",[11.16872681]
12,12,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
13,13,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
14,14,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
15,15,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
16,16,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
17,17,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
18,18,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
19,19,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
20,20,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
21,21,[-5. -5.  5. -5.  5. -5.  5.  5. -5.  5.],[12.64241118]
22,22,[ 5. -5.  5.  5. -5. -5. -5.  5. -5. -5.],[12.64241118]
23,23,[ 5. -5.  5.  5. -5. -5. -5.  5. -5.  5.],[12.64241118]
24,24,[ 5. -5.  5.  5. -5. -5. -5.  5. -5.  5.],[12.64241118]
25,25,[-5. -5.  5.  5. -5.  5. -5.  5. -5. -5.],[12.64241118]
26,26,[ 5. -5.  5.  5. -5. -5. -5.  5. -5.  5.],[12.64241118]
27,27,[ 5. -5.  5.  5.  5.  5. -5.  5. -5.  5.],[12.64241118]
28,28,[ 5. -5.  5.  5. -5. -5. -5.  5. -5.  5.],[12.64241118]
