,evals,X,fX
0,0,[-4.85061895  2.95431409  0.11990941 -3.60756359],[11.85820361]
1,1,[ 3.38127451 -2.71583388 -1.75427976  2.79427044],[10.87318464]
2,2,[-4.63284037  2.9337824  -0.33553243 -3.90668854],[12.18430789]
3,3,[ 3.99698534 -3.18397238 -1.38004843  2.67357215],[11.00465385]
4,4,[-4.86142858  4.15852248 -0.70462809 -3.86735011],[12.39865041]
5,5,[-4.7913285   3.56256999 -0.37856957 -4.09824991],[12.89280225]
6,6,[-4.76360263  4.34342494  0.27418467 -3.51819409],[13.28902883]
7,7,[ 1.99510695  4.63542058  4.20829324 -4.903352  ],[11.92831909]
8,8,[-4.20505076  4.64367409  3.62896442  4.43717336],[13.59452395]
9,9,[-4.39351551  3.91744153  3.82192444  4.77754519],[13.20234932]
10,10,[-3.48623218  4.86037528  4.8015882   4.47329323],[13.51942735]
11,11,[-4.71802996  4.7365343  -4.97828243  4.38830843],[14.0316036]
12,12,[-4.87844368  4.94388273 -4.63704272  4.11088508],[13.02179733]
13,13,[-4.69295536  4.9619349   0.45334669  3.78659566],[13.26396658]
14,14,[-3.07305029  4.84550607 -3.39764424  4.88089159],[12.08240041]
15,15,[-4.35772779  4.74585125  4.6951519   3.4343959 ],[13.71641849]
16,16,[-4.89475611  4.82113666  3.840833    1.37125115],[12.80358026]
17,17,[-4.73259838  3.93892906  3.71111511  3.09926239],[12.47983651]
18,18,[-4.70613936  4.90712313 -0.85816623  4.45587591],[13.55265231]
19,19,[-4.84964627  4.28262037  0.90540527  4.88540656],[12.9966709]
20,20,[-4.04625311  4.85498394  3.50831355  4.99262955],[12.56300808]
21,21,[-4.89435082  4.16536258  1.68853603  4.87142495],[12.74381477]
22,22,[-4.87450212  4.26691067  4.01754393  3.47909934],[13.19107867]
23,23,[-4.52101457  4.45299907 -4.4870022   4.58235195],[14.21862998]
24,24,[-4.93146532  3.97368182  0.84090907  4.75691855],[12.30701909]
25,25,[-4.65606018  4.66353767 -4.83655252  4.36317286],[14.14594485]
26,26,[-3.0247817   4.9359006  -3.28871065  4.27759916],[11.8208068]
27,27,[-4.33584492  4.6109715  -3.75545266  3.40652041],[13.53223682]
28,28,[-4.89291808  4.57559015 -4.60099636  3.87453136],[13.60356883]
29,29,[-4.35520843  4.5400623  -2.70859906  4.67523368],[13.8094782]
30,30,[-4.56125742  4.99388928 -1.20783763  4.29149701],[13.56559035]
31,31,[-4.73818444  4.86461581 -1.80731765  4.09726431],[13.0542733]
32,32,[-4.79861863  4.90035769 -3.43174216  4.71358132],[13.64179473]
33,33,[-4.64711162  4.75375277 -4.5945685   4.1374178 ],[13.88211569]
34,34,[-3.86633519  4.75193166 -2.51583017  4.33465421],[12.90863989]
35,35,[-4.64954288  4.96065042 -0.99056399  3.84764731],[13.06141893]
36,36,[-4.49210961  4.61423558 -4.82015851  3.05939101],[13.61464133]
37,37,[-3.61293421  4.63075054 -3.94551498  4.82416821],[13.40674656]
38,38,[-4.62704789  4.78393275 -2.7119858   1.99432963],[12.98058864]
39,39,[-4.47431033  4.79177992 -4.67403745  4.92636186],[14.04779767]
40,40,[-4.69505384  4.90771652 -3.42242103  2.55631424],[13.40937548]
41,41,[-4.38173574  4.56819086 -4.18250596  4.61870279],[14.02334967]
42,42,[-4.11124399  3.81506461 -4.95276293  3.81955215],[12.00947779]
43,43,[-4.50210319  4.68747053 -3.94869924  4.20101319],[13.80442]
44,44,[-4.38719881  4.22078518 -4.02017157  4.00661257],[13.07973742]
45,45,[-4.34704773  4.44146495 -2.81870466  4.05237064],[13.30930172]
46,46,[-4.36058228  4.55888059 -4.80011919  4.98444959],[14.00336455]
47,47,[-4.75395092  4.41798688 -2.72500968  4.74082645],[13.80864545]
48,48,[-4.80552904  4.80654845 -4.04444917  4.85068194],[13.39791854]
49,49,[-4.13555299  4.92742059 -1.76822288  4.50200236],[12.84433129]
50,50,[-4.96494829  4.67560915 -2.33773215  3.11816341],[12.9175103]
51,51,[-4.50842715  4.2106605  -4.82415646  4.19450973],[13.60207598]
52,52,[-4.83259259  4.6745229  -2.28673756  4.5428993 ],[13.78322101]
53,53,[-4.95449846  4.82329832  0.18004889  4.34287487],[13.07744783]
54,54,[-4.96694465  4.45524529 -2.94818356  4.36884576],[13.56944686]
55,55,[-4.53163944  3.96647496 -4.24429188  3.94689184],[13.02890489]
56,56,[-4.46300757  4.99645402 -3.06887731  4.36995843],[13.70771574]
57,57,[-4.54274224  4.39597838 -3.39350194  4.21503174],[13.78968243]
58,58,[-4.49060664  4.95758186 -2.51265569  4.59883759],[13.90685022]
59,59,[-4.22095941  4.98494399 -3.16304383  4.27237799],[12.91389631]
60,60,[-3.93757971  4.65266899 -4.57716216  2.40016009],[12.77055199]
61,61,[-4.72220836  4.50333845 -4.14881288  3.98685007],[13.62866984]
62,62,[-4.89389384  4.33388724 -0.71149358  4.48518986],[13.46709036]
63,63,[-4.62649307  4.77688066 -2.75423825  4.09620678],[13.51360642]
64,64,[-3.6516581   4.98201943 -0.75246623  4.93976682],[12.810989]
65,65,[-3.74620748  4.23992611 -4.92966679  4.40460182],[13.08031138]
66,66,[-4.87711715  4.89115678 -1.51836261  4.60946408],[13.44613539]
67,67,[-4.85004993  4.81888701 -3.15639887  4.91342427],[13.12424941]
68,68,[-3.9647419   3.64792498 -4.57251992  4.73715961],[12.80960555]
69,69,[-4.78349905  4.39933285 -4.55261271  1.50415943],[13.41611748]
70,70,[-4.97968973  4.71821644 -2.06221065  3.01109366],[12.44643359]
71,71,[-4.55938171  4.9137585  -3.22170031  4.80706549],[13.78518011]
72,72,[-4.63701541  3.9668249  -0.9580637   4.79370219],[12.95773168]
73,73,[-3.05778926  4.70432465 -4.30725801  3.30456659],[12.15456239]
74,74,[-4.89751645  4.9446425  -0.77697927  4.21172796],[12.69115523]
75,75,[-4.767062    4.30886211 -4.97950033  4.01285243],[13.34448181]
76,76,[-3.70979785  4.90191213 -4.6068781   4.95546391],[13.19963074]
77,77,[-4.92580135  4.01933056 -2.66874772  4.42696615],[12.85670427]
78,78,[-4.38023726  4.93995981 -3.73351079  4.3335793 ],[13.68430413]
79,79,[-4.8799487   4.38550559 -4.61243888  3.48133956],[13.70181496]
80,80,[-4.56165558  4.06289118 -4.8118331   4.25985139],[13.46189539]
81,81,[-4.95646181  4.94915563 -4.07696807  3.12696311],[12.22865758]
82,82,[-4.99528805  3.44149437 -2.8662537   4.30672077],[13.04666891]
83,83,[-4.87847354  4.44459516 -1.91188938  4.96148193],[13.34220113]
84,84,[-2.99399081  4.89498588 -4.97467943  4.92268497],[11.68639569]
85,85,[-4.81101366  3.9056223  -2.73348188  4.14995313],[12.50460994]
