,evals,X,fX
0,0,"[ 1.65167411 -3.97675683 -1.90364517  1.49827337  1.33413638 -1.89433084
  2.64571047 -4.32710027  2.56789061 -4.07780067]",[10.36437827]
1,1,"[-1.07332426  4.26987646  2.47118419 -0.76719257 -4.60177261  2.52623045
 -4.67356748  2.14061164 -4.51734542  0.63579986]",[11.40806343]
2,2,"[ 2.33893742  1.00871613  3.20203363  2.41534918  2.5261836  -3.06553674
 -1.03181273 -2.09997911 -4.18850701 -1.49623827]",[9.53610683]
3,3,"[-0.1772446  -2.49995819 -0.55239968 -3.29193174 -2.16427936  2.13772982
  2.18373632  3.88279592  2.67802087  4.76871113]",[10.19070489]
4,4,"[ 0.13601183 -3.76411381  0.33572185  4.96926006 -0.14709843  4.00129176
  3.00908561 -1.1752007  -4.15387277  1.46511616]",[10.07869589]
5,5,"[-2.37966562  1.78312141 -4.77160517 -0.08423277  2.2067746  -2.4799978
 -3.38229341  1.29872376  1.93444943 -0.8399155 ]",[9.45842217]
6,6,"[ 2.91342444 -4.87224529  3.3110101  -3.06238287 -2.51463101  2.07452919
  1.75435951 -2.24511047 -0.13544655  0.56388108]",[9.81248491]
7,7,"[-3.43370736  0.20898855 -1.30800121  3.28756194  1.07317873 -2.9162328
 -1.78079033  3.30740663  0.85238567 -0.59173882]",[8.87265369]
8,8,"[ 2.71672615 -3.89581042 -0.40770677 -2.03957711 -3.26881045  1.31889265
 -0.43042261 -2.90132269  2.70095758 -1.95778921]",[9.33821266]
9,9,"[-0.86875086  3.11781592  0.88356081  2.95628676  2.44633083 -2.2604611
  3.4976031   1.22905582 -4.06686427  0.55291574]",[9.41861248]
10,10,"[ 0.47644026  1.41877904  1.07462192  1.42801867 -2.64295071  2.74748411
  4.22556558  4.9425485   0.24434043 -3.83940874]",[10.32035458]
11,11,"[-1.78344286 -4.19266719 -0.64927053 -3.91298787  3.70877519 -1.73489743
 -1.00557244 -4.84376219 -3.85212986  3.5231375 ]",[11.07877674]
12,12,"[-4.67168167  0.21750593 -3.02424621  3.34213523 -4.00986444  4.38133226
 -2.83805452 -1.90179268 -3.54786629  3.07627287]",[11.2659309]
13,13,"[ 4.76829981 -2.75992642  1.03524919 -2.87316354  2.22287132 -2.46191257
  2.62866625  0.21214596  0.82209543 -2.7488641 ]",[9.64001223]
14,14,"[-3.34063144  2.40729081  3.74187    -0.71080241 -2.92769972  4.24342257
  2.22285471  3.57873542  0.04224182  0.12600712]",[10.16380501]
15,15,"[ 4.70225247 -4.48931026 -1.69016105  1.41629372  1.00421172 -3.05832909
 -0.37049202 -2.14862895 -0.41642694 -1.4886788 ]",[9.91470143]
16,16,"[-2.18311945  4.38280934  3.3879242   4.21166523  4.63080643  4.70557937
 -0.91990424 -4.34302697 -3.26684993  1.04251247]",[12.00747574]
17,17,"[ 4.33690769 -1.0383489  -3.2549918  -2.15429734 -0.9743423  -0.83419378
  1.02896838  3.653401    4.01707082 -4.78435482]",[10.24267133]
18,18,"[ 3.56503647 -1.15070172 -3.34626487  1.14305126  3.1317198  -2.92760375
  4.68390536 -1.78773791  1.93450172  4.2755983 ]",[10.61002812]
19,19,"[-3.09603708  0.89154914  3.90829713 -2.63895706 -3.70259798  3.46199623
 -0.09757461  1.23126794 -1.04878099 -1.18832378]",[9.2576294]
20,20,"[ 1.48256375 -4.12137903 -4.60380915  0.99449546  2.1479431  -1.79094118
 -4.56310411 -1.42134706  0.50872405 -4.12200465]",[10.8370905]
21,21,"[-1.43339219  4.42631837  4.91569181 -1.73546525 -2.61131823  0.43893777
  2.79475397  0.90575115 -2.4279897   3.04465074]",[10.48847837]
22,22,"[-1.52923727  3.66834899  4.37634405 -0.24244926 -0.73868537 -1.7953068
 -4.63250808  3.11692357 -3.23393054 -4.17610688]",[11.14261503]
23,23,"[ 4.46583093 -0.87554759 -2.36680788  2.31724628  2.44650644  1.3036001
  2.01318962 -2.8166506   0.07528067  4.46452942]",[10.1154744]
24,24,"[ 1.85635586  3.64500401  0.63080054  1.25641461 -0.59382351 -0.48351925
 -3.56182371 -0.16443434 -1.65950332 -2.48496613]",[8.73581065]
25,25,"[-3.10998796 -3.31315853 -0.23994647 -1.53333086  2.6705085   0.21744849
  1.23775438  4.71585361  2.78430083  1.78759116]",[9.75340184]
26,26,"[-3.98675474 -4.6854923  -4.51019802  2.48363751  0.34830295  4.67576782
  1.03048818  2.32106175  2.07334129 -3.54331141]",[11.58062588]
27,27,"[ 1.61764257  1.05798792  1.40134144 -4.41447482 -1.55374063 -1.77736905
 -3.44235298 -0.59850522 -3.06812137  3.0554465 ]",[9.74298903]
28,28,"[ 4.77144318 -4.98758787  2.4605955   4.6895656  -4.3278662   1.22497069
  2.5253096  -1.60789245  1.66379979  1.53182336]",[11.73053902]
29,29,"[-1.12101044  0.16426969 -1.07101069 -2.85729859  3.14504729 -1.47248488
 -4.50765685  4.51923082 -0.88843766 -3.12309281]",[9.90115807]
30,30,"[ 1.63294151  1.10144943  1.63697092 -0.17816582 -4.5195465   0.81091724
 -1.52880441  0.6988175  -3.66687054  4.01587936]",[9.60797813]
31,31,"[-3.49694108 -2.01491726 -2.13593856  1.32721736  1.24367144 -3.55162255
  4.37970036 -4.90620927  0.45818206 -3.2939502 ]",[10.95101414]
32,32,"[-2.44275637 -1.06885742  4.06252791  2.66420444  4.03167607  0.1713774
 -4.2296694  -1.25907486  1.92434949  1.58949245]",[9.83934994]
33,33,"[ 2.86004406  1.86210258 -0.45235045 -3.06514387 -0.81875402 -1.9911814
  4.56009389  2.42026787 -0.20742967 -2.1164517 ]",[9.10937004]
34,34,"[-2.18286982  3.70350955  1.12000659 -0.29408752  3.2166423   2.71659319
  4.80695099 -2.21515634 -2.34165804  0.22383481]",[9.90538144]
35,35,"[ 2.73194485 -1.27819555 -3.15798385  3.39663007 -2.17946094 -3.96012492
 -2.26593038  2.3799437   1.6885981  -1.686824  ]",[9.89561127]
36,36,"[-1.8710569   0.77972256  2.17546213  1.85617549 -0.29801225  2.26408816
 -0.72450007 -1.73194074 -0.60356522 -4.98332278]",[8.54786301]
37,37,"[ 4.62394118 -0.24353123 -4.22532242 -4.67144662  1.58641679 -2.07222275
  2.62065673  2.17561309  4.56338576  2.84988326]",[11.5121655]
38,38,"[-2.76765946  3.81215279  3.18281709  0.92621987 -2.1039902   3.27120967
 -2.03129815  2.70738319 -2.04060466 -1.45504414]",[9.38176133]
39,39,"[ 3.85488987 -4.55474902 -0.43252255 -2.75187497  3.48310558 -3.06180475
  0.25528574 -1.68179371  1.82830282  2.7638998 ]",[10.42017188]
40,40,"[-0.08464131  1.43222568  3.89357538  1.68119647  1.93040409  3.00149329
 -3.04160666 -4.79171504  0.37803244 -1.93784706]",[9.44563413]
41,41,"[-2.43365582  1.54287932 -1.0844399   2.61247731  2.01713909 -0.18789791
 -1.24586639 -0.47016546  1.89698764 -4.02462276]",[8.39852817]
42,42,"[-3.98635789  1.71200763  4.79017934  1.29881527  2.64548285  4.59203566
 -3.79157902 -1.3645656  -2.42573069 -4.40581165]",[11.75900398]
43,43,"[-0.2672493   1.35216023 -0.97347493 -1.04292989 -3.33490916  0.72950705
 -0.56777246  2.14503898  0.76229024 -2.85664087]",[7.40652317]
44,44,"[-4.92486582 -0.67796186 -1.10382438  0.264925   -2.85129369 -0.8535483
 -3.00047547 -3.78742916 -0.85232698 -4.20496467]",[9.65768102]
45,45,"[ 0.88058847  2.49390131 -1.02242391  2.75341418 -3.16561792 -1.04378592
 -3.71141208  0.40840274 -1.38855969 -3.79667538]",[9.2444787]
46,46,"[-2.67715708 -3.05737566  3.51524623 -0.87644573  3.15273799 -0.9476457
 -3.6756382   1.55240523 -2.55130614 -3.58677341]",[10.32199138]
47,47,"[-4.31754062 -0.8008068  -0.05687335  0.68965956 -2.41881978  4.76965701
  3.19226968 -2.7079621  -2.80289761 -3.93530654]",[10.60212964]
48,48,"[-4.81183624  2.58845058  1.93934146  0.42290787  0.76745505  1.69022109
 -3.37541373 -2.87909311 -0.062374   -4.55920237]",[10.33132293]
49,49,"[ 0.1998614   1.97443809 -1.30432003  1.0616104   2.54346484 -0.79090141
 -4.33813643 -1.97723599  0.52605017 -1.33934426]",[8.20852436]
50,50,"[-0.58361667 -3.5811843  -2.673274    1.85219765 -2.64349352  2.55596042
  4.14015293  0.52311481  2.15867859  2.47801948]",[10.05681337]
51,51,"[ 0.38207316 -4.46328647 -2.03226242 -4.5573733  -2.69738769 -3.17341253
 -3.29453111  2.78538811 -0.31403241  2.89980934]",[10.8314994]
52,52,"[-0.76981331 -3.39712366  0.23691436 -1.7168659   0.57340166  0.2620846
  1.45496726  3.01642302  0.73656063 -3.85191846]",[8.56712538]
53,53,"[-1.10758344  4.28615272  0.83982079 -1.99962169 -4.46045474 -4.85360379
  3.53733838 -1.46973197  1.78626505 -4.95298416]",[11.3200922]
54,54,"[ 0.43315145 -0.82825392 -1.45057882 -0.81314862 -3.3980153  -4.52504475
  0.26238739  0.24970216  0.48293927 -4.88141835]",[9.72603265]
55,55,"[-0.94369228 -0.4198885  -0.30766788 -3.86824347 -0.47306948  3.65116537
 -2.59629458  2.90659058  1.12770178  3.09906456]",[9.21179631]
56,56,"[ 3.05057701 -1.589227    4.34553652 -0.54081138 -4.01840905 -0.49215439
 -4.64305457 -4.12949081 -3.04577209  3.48528463]",[11.46627588]
57,57,"[-1.01564089 -4.97722839 -1.40397116 -4.95743417 -1.08404507 -4.62100957
  1.79834664  1.6430748  -0.17580395 -3.38975734]",[10.65055762]
58,58,"[-0.93825676 -0.6953612  -1.56108829  1.14922464 -1.7376672   4.62692738
 -1.19606793 -2.93337147  2.07859975  1.77181749]",[8.56722718]
59,59,"[ 0.18295493 -0.78603983  0.16611537 -2.03842759 -4.89385503  4.58451688
 -0.47773153  4.27040143 -0.02057278 -2.05758964]",[9.71763784]
60,60,"[ 0.88801737 -0.90802479 -0.96120254  0.53820092  1.95577681 -0.29796004
  0.72211197  0.57345808  1.93958014 -3.34079221]",[6.7317306]
61,61,"[-2.12685335  3.19285196  0.69498156  1.15241313 -3.7394999   1.50316132
  1.45385142  3.67695451 -0.38836838 -3.74306247]",[9.77118988]
62,62,"[ 1.08510055  0.81249884 -0.60807779  1.05389388 -2.59344742 -1.06232336
 -2.19222549 -4.79028905  1.71762074 -2.31240183]",[8.60369925]
63,63,"[ 0.14561315 -1.43251809 -1.71418255  0.69834199  2.92870522  0.50697884
 -2.80362591 -4.88003866  0.70045646 -4.57818229]",[9.92287248]
64,64,"[-0.81514084  2.57993541 -1.33764069 -2.50501119 -0.99801928  0.9769895
 -0.45291706 -0.96337736  2.31844352  0.0618124 ]",[6.97978753]
65,65,"[-1.68026363  0.43186768 -1.32532943  0.49814036  2.59194911  1.13889439
  1.19511252  3.01543236 -0.92337106  0.41272581]",[7.25032237]
66,66,"[-1.15755179  1.69350153 -3.20281623  1.25838894  1.80474162  1.43875778
 -0.5043744   1.80020511 -0.4667073   0.87305486]",[7.32387264]
67,67,"[-1.19588144  2.0361176   0.21319832 -0.42639356 -0.92746228  2.30653321
 -1.09856524 -0.37208498  1.18971836  2.61954963]",[6.71266126]
68,68,"[-1.27935454  3.11740513 -1.59362778 -1.01591761 -0.30775666  0.5507175
 -2.57968053 -1.69709861  2.24600603  2.48677194]",[8.28138383]
69,69,"[ 0.77347071 -0.50056483 -1.03775624 -0.17561425 -4.47410714  0.13383498
 -2.42478763 -3.72153357  2.09394261  0.28730035]",[8.72768762]
70,70,"[ 1.5535071   2.12971778  3.52929998  0.27674841 -3.33451614  0.86819319
 -0.97774225  2.22652912 -4.4185254   3.17059865]",[9.84143088]
71,71,"[-3.67386272  0.74954657 -1.52070393 -0.44330765 -3.9842099   1.27678388
  0.03305946  1.83201253 -2.99154878  2.46460784]",[9.0749729]
72,72,"[ 1.85102846  0.98679237  0.44664787 -0.27889462  1.17308915  0.96967035
 -0.67641144 -1.26609296  2.82126963  2.13774238]",[6.53314889]
73,73,"[ 0.58363295  1.61745022  2.13762865  1.19435855  0.66204786  1.51757507
 -0.39291706 -2.71595806 -1.75184458  2.52770115]",[7.80101878]
74,74,"[-1.93859056  3.75262116  3.25260241  2.42119775 -3.60991731  2.73709825
 -2.11187192  2.85438001 -2.06961811  1.59007853]",[10.05511838]
75,75,"[ 0.9959616   2.04728128  4.59065917 -3.08911423  0.19461453  1.34678143
 -0.69155264  2.16375828 -1.76481247  4.53421694]",[9.67103124]
76,76,"[-4.45564053  1.54707708  2.67000219 -0.15805279 -1.0132575   1.10093477
 -1.01806054  2.56143808 -2.60181427  4.49750526]",[9.92848152]
77,77,"[-4.36724853 -0.44710003 -1.06607496  2.74403476 -0.30659527  2.54942026
 -0.1107888  -3.73789996  4.07339573  0.81670227]",[9.74818842]
78,78,"[-0.31331501  3.28688971 -0.71962722  1.2053934  -4.05057639  0.46767046
 -0.98542516 -1.36125624  2.35387683  4.2508146 ]",[9.33441833]
79,79,"[ 1.86582235  2.91628387  2.93572461 -2.36541513  3.36381376  2.61989532
 -1.32297375 -4.36518624  3.98902059  2.58447775]",[10.7151086]
