,evals,X,fX
0,0,"[-4.53830703 -4.06869894  1.72780364  1.98383737 -2.30591633 -2.90402743
 -1.5739025  -3.97773875 -0.60941282  0.13693797]",[10.08342736]
1,1,"[ 3.35233755  2.08652401 -2.20655086 -4.29806531  0.99050745  4.00372284
  4.84130788  1.56712089  3.46161308 -0.61805424]",[10.87810115]
2,2,"[ 0.49173417 -2.89446187  4.78944765  2.66582642 -1.54061443 -3.42242184
 -1.56749536  4.17312836 -4.90855861  3.75072157]",[11.61491774]
3,3,"[-0.05569456  3.74082827 -3.59778004 -1.05360336  0.51613003  2.23946763
  4.54297752 -3.53192926  1.43887669 -4.34985714]",[10.93388049]
4,4,"[-4.73318727 -2.12941197 -4.26635713  2.94652768  3.4987918   0.51167214
  2.07027994  3.47200079 -2.92910365 -4.75023271]",[11.50699058]
5,5,"[ 2.67948203  3.31897323  2.57444556 -0.27702622 -2.0672248  -0.48299042
 -4.31262648 -4.30361826  4.03695644  1.98838418]",[10.69335125]
6,6,"[-0.58346954 -1.88163896  3.75471217 -3.25550829  1.34963946  4.47943109
  2.14045595  4.82420024 -1.68279251  3.1084786 ]",[10.79742518]
7,7,"[ 0.57372986  4.74744629 -2.75043933  2.89194807 -2.95931599 -3.8148651
 -0.4831024  -2.13160257  0.01435164 -1.91427543]",[9.64116384]
8,8,"[ 3.11680058  0.07910621  4.64718617  3.45448459 -0.01338575 -4.13829746
 -4.31432125  4.66297732 -1.51590919 -4.66999914]",[11.91889017]
9,9,"[-1.22268474 -1.23061906 -0.38487732 -1.44237621  0.62135481  0.09940067
  0.13105493 -4.85846756  1.23105534  4.30013974]",[8.90614198]
10,10,"[-2.07120364 -0.15202126  2.8051511   0.09323645 -0.99683664 -3.83512863
  4.03552598  1.93930322  4.31770927 -1.26439179]",[9.11031669]
11,11,"[ 2.78120117  0.68227613 -4.70041155 -4.39328272  0.22275939  0.53747065
 -3.87145331 -1.4350551  -2.20141509  0.0627799 ]",[10.12227433]
12,12,"[ 3.71912927 -4.02285259  2.90679464  4.85009995  4.23414401 -3.8007612
  2.46884857 -1.90022141  4.1449045  -4.21604303]",[11.84141667]
13,13,"[-4.90711899  0.35011072 -2.56827445 -1.96835269 -2.15574281  1.58681205
 -0.05691923  2.8987261  -3.09929414  2.7547411 ]",[9.52316891]
14,14,"[ 3.14858754  1.05087005  3.76377777 -4.66731759 -3.69842451 -0.97622718
 -4.03282859  3.1973044   2.62335155  4.62403985]",[11.4249355]
15,15,"[-3.68351615 -4.67019455 -1.32467018  3.86089015  4.53907926  4.65986035
  0.06975786 -3.82818957 -1.91610821 -0.2549184 ]",[11.4995196]
16,16,"[ 2.42995334  3.02155241 -2.25226039 -0.36909287 -0.40633282 -3.02562194
  4.81631264 -4.13022167  0.6316476  -4.32460421]",[10.75049482]
17,17,"[-2.47168917 -4.89237597  4.73985106  4.13557736  0.0750949   0.88098128
 -3.33968213  0.65498422 -0.95254654  1.72368326]",[10.40115661]
18,18,"[ 2.29940133  2.73173408  3.99301796  1.42859426  2.45126761 -2.00444846
  0.07766638  2.96740704  2.16838174  4.03680264]",[9.60479446]
19,19,"[-3.42377598 -0.53555646 -2.11071392 -4.07994899 -1.06035383  3.06015589
 -4.73045364 -2.8990316  -1.60465582 -0.40699111]",[10.16937814]
20,20,"[ 4.14422904 -2.12644248 -1.85961901 -3.57211859 -2.0658333   3.75010882
 -0.70843082 -1.22458906  3.49028624 -0.67760285]",[9.93123995]
